Gene = MINOS1
index = 845
Annotated 5SS: [  120 25158 26594]
Annotated 3SS: [25109 26483 29396]
SMsplice 5SS: [  120 26594 26867 29487]
SMsplice 3SS: [26483 26786 29396 29791]
top_k =  1000
Partition function (log Z): -17.81065631652956

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9247801693856204
Position 14626: 0.662398695784082
Position 29487: 0.37483301299428573
Position 6929: 0.13647298224096596
Position 12150: 0.1305697520664088
Position 8976: 0.12863049699381418
Position 328: 0.05558126475009116
Position 3982: 0.02437112493603025
Position 11491: 0.013689416781672585
Position 215: 0.0132625176968688
Position 689: 0.009828895076578846
Position 3534: 0.008371586896975496
Position 6563: 0.00747880970045189
Position 13587: 0.0060873085481381786
Position 6649: 0.005500553024334075
Position 8122: 0.005206195004869511
Position 8130: 0.003951045830873003
Position 864: 0.0026679133330084117
Position 544: 0.0007890867899697032
Position 374: 0.0007704653567069906
Position 153: 0.0007427992975487306
Position 6638: 0.0006907142464436122
Position 1152: 0.0006428414721972471
Position 2409: 0.0005673927705889792
Position 2661: 0.0005610569122427289
Position 47: 0.000531894863518229
Position 2517: 0.0003900337639868546
Position 4358: 0.00038082945533648
Position 6037: 0.0003454485498396194
Position 14628: 0.00023418213470995135
Position 8842: 0.00017781445330629413
Position 7999: 0.00013770653561498875
Position 5032: 0.00012631991180445617
Position 8041: 0.00012111523718052423
Position 13873: 0.00010177316887757755
Position 5927: 9.81339693171349e-05
Position 5369: 2.0999346018074866e-05
Position 357: 8.414376616974738e-06
Position 1864: 3.859246027531018e-06
Position 1858: 1.8226463999722877e-06
Position 773: 1.5698762204956218e-06
Position 3755: 1.5357982287401818e-06
Position 279: 1.4329559484955435e-06
Position 1842: 1.4303276249956679e-06
Position 4: 1.293031054664249e-06
Position 91: 9.485864865385e-07
Position 1663: 9.008713019125967e-07
Position 996: 8.824579177784134e-07
Position 768: 8.401328920693067e-07
Position 366: 8.277174913763669e-07
Position 3713: 6.842621665992198e-07
Position 82: 6.72460671674634e-07
Position 3343: 5.701542676520398e-07
Position 107: 4.2258393312198655e-07
Position 1007: 4.1568511675729765e-07
Position 657: 1.564403873701705e-07
Position 631: 1.1195745339255396e-07
Position 93: 8.738595073009011e-08
Position 1063: 7.332900596954037e-08
Position 360: 5.994684638795312e-08
Position 705: 4.749224192670859e-08
Position 58: 4.5028426952183056e-08
Position 806: 4.392175523173285e-08
Position 413: 3.5887368756702244e-08
Position 883: 3.4494329099100155e-08
Position 822: 3.2238775235420724e-08
Position 335: 3.0639304363623977e-08
Position 461: 2.544125359407229e-08
Position 458: 2.538924526752371e-08
Position 64: 1.0369647995070207e-08
Position 1734: 1.017031733558674e-08
Position 1606: 9.913635686746768e-09
Position 696: 9.346866840448396e-09
Position 933: 7.57986858360107e-09
Position 1322: 4.3270144335625424e-09
Position 528: 4.078453448687388e-09
Position 1799: 3.7930366179748975e-09
Position 445: 2.3776582419035306e-09
Position 742: 1.3199445147265585e-09
Position 1218: 9.910705551347476e-10
Position 762: 6.325958809435676e-10
Position 720: 3.891142681691056e-10
Position 587: 1.8771164717469395e-10
Position 411: 1.244085414983361e-10
Position 110: 5.939694816198393e-11
Position 340: 2.6555284902037823e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 29396: 0.675233959380547
Position 14508: 0.5822496970062082
Position 29791: 0.37483301299428573
Position 12036: 0.11964618395165566
Position 6804: 0.0938638036366432
Position 8754: 0.07025759543919176
Position 25109: 0.05761712856614353
Position 22154: 0.05373435802731275
Position 18948: 0.050891802574962966
Position 14528: 0.04728530324589603
Position 6742: 0.04244139813676385
Position 14504: 0.034398050354010334
Position 15835: 0.025242213863676533
Position 8913: 0.021620232792145245
Position 17110: 0.021313335207362977
Position 14468: 0.019871699421377946
Position 8952: 0.01890698978033516
Position 8774: 0.01777614404609687
Position 3796: 0.012667106238447346
Position 21336: 0.012642199320680413
Position 11896: 0.011860644937431011
Position 17829: 0.011421144198828993
Position 11424: 0.011297621587376145
Position 7908: 0.009255009647947145
Position 251: 0.00857394811909099
Position 6481: 0.008257320176722267
Position 16372: 0.006662271375873552
Position 3822: 0.006137494679278085
Position 3434: 0.005938426537132383
Position 17770: 0.005427088121725417
Position 13980: 0.005218169789770119
Position 10655: 0.005050604619497484
Position 18087: 0.0049128073982317695
Position 13411: 0.004003554053706098
Position 6495: 0.003929394776995474
Position 15776: 0.0035930281766623296
Position 13247: 0.0032854339630267932
Position 15073: 0.0032034066155961086
Position 11360: 0.0030607282834652907
Position 14564: 0.0029127795658074346
Position 3839: 0.0022019156028032505
Position 18972: 0.0020515868723036852
Position 3880: 0.002041656264482489
Position 16216: 0.0019270862848060023
Position 17510: 0.0018033687563032174
Position 8667: 0.0017094850466263581
Position 16789: 0.0017020242017175618
Position 18249: 0.0016066075562299088
Position 6425: 0.0015993516999245677
Position 8552: 0.001536589797327073
Position 11878: 0.001342891537740752
Position 11921: 0.0012510888572582794
Position 10691: 0.0012332603931795166
Position 6389: 0.0012237045827339745
Position 13707: 0.0010791900834506423
Position 3384: 0.0009541064845259975
Position 4245: 0.0009535861492793436
Position 13771: 0.0008825905717122378
Position 6770: 0.0008579309641159809
Position 10240: 0.0007773238072513244
Position 8045: 0.0007645093079130405
Position 5880: 0.00068039277850966
Position 9968: 0.0006706939993353015
Position 2277: 0.0006484909402153224
Position 1969: 0.000635248281207698
Position 3798: 0.0006317039022084611
Position 13976: 0.000623902713792699
Position 4861: 0.0006200164549214432
Position 3291: 0.000586259810325207
Position 3438: 0.000528419254085319
Position 1005: 0.0005254908423692458
Position 11539: 0.00047040328819705085
Position 10564: 0.00046776362071975603
Position 8367: 0.0004565088323494163
Position 2556: 0.00037641786330541575
Position 3632: 0.0003719828340517222
Position 3402: 0.000359371294671954
Position 1945: 0.0003288951491982784
Position 2636: 0.00031156188451056616
Position 2448: 0.0002921037958712742
Position 6849: 0.0002838069389014128
Position 5952: 0.0002535431630555232
Position 16017: 0.0002530860554284381
Position 12792: 0.00023596277362145302
Position 7919: 0.0002164100380323711
Position 14430: 0.00021242246399344415
Position 3705: 0.00020331270825623665
Position 9374: 0.00020220402260421515
Position 6710: 0.00019109039592384838
Position 278: 0.00017511279027581744
Position 3888: 0.00017497131832496456
Position 629: 0.00016258633369391264
Position 13913: 0.00016075684155573134
Position 5071: 0.00015150511849457447
Position 5283: 0.0001443635823686939
Position 6439: 0.00014331119942229587
Position 2251: 0.0001368554325819265
Position 5851: 0.00012223470867065692
Position 9356: 0.00011372951323139516
Position 13868: 9.751088427734729e-05
Position 12492: 9.666521838583136e-05
Position 3166: 8.944317700507205e-05
Position 9014: 8.289458956036279e-05
Position 3656: 7.910594626082441e-05
Position 12202: 7.707906512719397e-05
Position 742: 7.28430946082807e-05
Position 8098: 7.199714122703348e-05
Position 843: 6.706396015676722e-05
Position 1204: 6.625206781714548e-05
Position 8441: 5.941152431351355e-05
Position 5727: 5.588543596017152e-05
Position 300: 5.5842795469530833e-05
Position 187: 5.457047086174846e-05
Position 723: 4.783035953046388e-05
Position 6311: 4.5854188722474475e-05
Position 1415: 4.482803811858297e-05
Position 4789: 4.365740096252821e-05
Position 2936: 4.212053087777844e-05
Position 1727: 3.649815694323492e-05
Position 190: 3.4300744533550176e-05
Position 219: 3.3007024626740626e-05
Position 3058: 3.258416589235252e-05
Position 2090: 3.187495802529424e-05
Position 9112: 2.8746353589002952e-05
Position 4032: 2.50121807225566e-05
Position 7993: 2.4986012489066233e-05
Position 710: 2.414472157053013e-05
Position 7722: 2.3385078555757928e-05
Position 8378: 2.2634464040702904e-05
Position 5682: 2.2349007776305667e-05
Position 10273: 2.207991615542318e-05
Position 1117: 2.035551944926618e-05
Position 5817: 2.0134474661847578e-05
Position 1949: 1.795406290882925e-05
Position 4217: 1.564702863917489e-05
Position 9341: 1.5270397625118993e-05
Position 257: 1.5054834113096505e-05
Position 143: 1.4748922975128314e-05
Position 5572: 1.3128447549503058e-05
Position 6091: 1.299110582930413e-05
Position 1099: 1.2808062248865286e-05
Position 5478: 1.1440775809117773e-05
Position 2656: 1.1042912239946072e-05
Position 2253: 1.0002868200214e-05
Position 2320: 9.335101149141957e-06
Position 543: 8.74759818820947e-06
Position 7619: 8.203804376973694e-06
Position 4293: 7.584861306054274e-06
Position 4688: 7.177524359578365e-06
Position 373: 7.131600892355787e-06
Position 7651: 7.12249740806743e-06
Position 1358: 7.03175825041947e-06
Position 2403: 6.705833476740525e-06
Position 2110: 6.7013823685942905e-06
Position 2905: 6.549669550583887e-06
Position 3496: 6.488367034125668e-06
Position 1059: 6.447252689615449e-06
Position 5310: 6.311557163881119e-06
Position 5196: 5.978678574593941e-06
Position 1213: 5.682554894162726e-06
Position 6036: 5.520540425640591e-06
Position 564: 5.462015719104536e-06
Position 6689: 4.641277745458771e-06
Position 1024: 4.120415183648624e-06
Position 6460: 4.070222624700077e-06
Position 889: 4.046930839701286e-06
Position 3134: 3.8097591294785145e-06
Position 2787: 3.809638497397569e-06
Position 5527: 3.7777022558193113e-06
Position 5779: 3.7168437728651536e-06
Position 5524: 3.7097823009085095e-06
Position 4986: 3.6899201689789654e-06
Position 5895: 3.414974111996071e-06
