Gene = ZNHIT6
index = 1626
Annotated 5SS: [  790  1977  2170  2341  6262 27583 29718 31183 50572]
Annotated 3SS: [ 1910  2062  2254  6157 27513 29636 31104 50446 54319]
SMsplice 5SS: [  126  1977  2170  2341  6262 29046 29358 29718 31183 37913 50572 54442]
SMsplice 3SS: [ 1910  2062  2254  6157 28969 29132 29636 31104 37775 50446 54319 54681]
top_k =  1000
Partition function (log Z): -12.047978490532952

Sorted 5' Splice Sites (High to Low Probability):
Position 2170: 0.9977981969178003
Position 6262: 0.989010097302013
Position 1977: 0.9644435075698556
Position 2341: 0.9340914845628476
Position 790: 0.33030481499480513
Position 5249: 0.3179837484204211
Position 126: 0.31543847791454893
Position 2764: 0.18666856328557424
Position 4301: 0.17570735760431802
Position 393: 0.1635844218515913
Position 557: 0.08346593331871988
Position 2840: 0.08303159458715492
Position 527: 0.06249105865256723
Position 569: 0.04377594139400252
Position 5262: 0.042915404400111073
Position 542: 0.03992238326920531
Position 4114: 0.032613254722737184
Position 8814: 0.03244894575024502
Position 758: 0.027945483887511596
Position 3210: 0.02395580766119311
Position 60: 0.021654608582573804
Position 362: 0.014461341511771201
Position 728: 0.012601133658753412
Position 2854: 0.01249240849625746
Position 4978: 0.011526876164207544
Position 4059: 0.011048433768617066
Position 6290: 0.009486879099334319
Position 935: 0.006720044363609942
Position 4497: 0.0059630353728024775
Position 17097: 0.005784290777835475
Position 1985: 0.005628123533736205
Position 406: 0.0053016037639695476
Position 197: 0.005192392018433317
Position 2897: 0.004909897702115769
Position 3593: 0.004807570069827407
Position 7149: 0.004758025552106389
Position 174: 0.004519789512013626
Position 4176: 0.00443620447946945
Position 1524: 0.004436083858318258
Position 2489: 0.0031490053245362944
Position 44: 0.002920167334011728
Position 3371: 0.0025816839996699896
Position 512: 0.0021807936579071453
Position 48: 0.0019323756179125946
Position 2550: 0.0019130707912530219
Position 4118: 0.0019107514702878649
Position 2698: 0.001874493738793872
Position 16038: 0.0018692156694494547
Position 6059: 0.0017438000117733455
Position 10310: 0.0017191983833295852
Position 4544: 0.001523996175175693
Position 10: 0.0012920693787296707
Position 1105: 0.0012779463035162816
Position 230: 0.0011876715318774969
Position 5341: 0.0011494331255294803
Position 4475: 0.001135591603542757
Position 5764: 0.0011265308974023325
Position 1958: 0.001119716977067211
Position 15157: 0.001096577638096194
Position 482: 0.0009661775163143822
Position 2367: 0.0008777959516072128
Position 6013: 0.0008754471162760489
Position 5919: 0.0008403787622490923
Position 5214: 0.0007622456957037847
Position 8546: 0.0007619133750433971
Position 4257: 0.0007065290655981377
Position 5070: 0.000683192479759907
