Gene = GTPBP8
index = 631
Annotated 5SS: [ 418 2207 4348 6074 8647]
Annotated 3SS: [2107 4216 5973 8527 9931]
SMsplice 5SS: [ 418 8647]
SMsplice 3SS: [8527 9931]
top_k =  1000
Partition function (log Z): -4.336383684816214

Sorted 5' Splice Sites (High to Low Probability):
Position 8647: 0.9534572364658315
Position 418: 0.9338315703494074
Position 4348: 0.5600934294921998
Position 6074: 0.46368479509229593
Position 1623: 0.46343404861413184
Position 641: 0.4439221854772396
Position 672: 0.10918837492210043
Position 2278: 0.10384206428127474
Position 2782: 0.08652961867217156
Position 2207: 0.06398305613808569
Position 7730: 0.04582880344035327
Position 5903: 0.04271962683278376
Position 7748: 0.036241098702390416
Position 2532: 0.03582786037653197
Position 3447: 0.031542741944144255
Position 7696: 0.026862223821769896
Position 3797: 0.022625128209109484
Position 8642: 0.02185385136097562
Position 5484: 0.021102878826013482
Position 4319: 0.013112137025889972
Position 575: 0.009529104488991184
Position 9063: 0.008917954854706455
Position 187: 0.007948884737562629
Position 2592: 0.005902184840836214
Position 495: 0.005513697197569975
Position 4101: 0.00551216171099201
Position 2585: 0.0054846522475859374
Position 10188: 0.004232737885051315
Position 1456: 0.0034907942589282575
Position 383: 0.003484674259131376
Position 2825: 0.002920525508436005
Position 2339: 0.0028945526801046634
Position 4762: 0.0028904545235032032
Position 9593: 0.0026957248793151936
Position 287: 0.0025271823712364116
Position 437: 0.0024960012196831778
Position 2821: 0.0023298521721070524
Position 8412: 0.002109901611262489
Position 2108: 0.0018820712001327937
Position 225: 0.0015105277462255315
Position 8819: 0.0014692341597142596
Position 241: 0.0013845919992489172
Position 1886: 0.001293771337941555
Position 9009: 0.001228550788012131
Position 4095: 0.000976757439709882
Position 4513: 0.0009012927611115403
Position 3900: 0.0008571006751804954
Position 379: 0.0008470575188332719
Position 9095: 0.0008254891875475891
Position 10011: 0.0008000807284905844
Position 9240: 0.0006920138426894983
Position 136: 0.0005831362484765783
Position 10175: 0.000555952298003039
Position 249: 0.0004625585843616498
Position 8935: 0.00044075416708203735
Position 9258: 0.000273255681578887
Position 1012: 0.0002312387102341372
Position 9194: 0.00023082663262509763
Position 2076: 0.00021097327578722087
Position 47: 0.0001937902463642495
Position 608: 0.00017551395960306937
Position 1490: 0.00016206996660728972
Position 603: 0.0001498962318532429
Position 1609: 0.00013326419339548728
Position 9290: 0.00013056093589341195
Position 2527: 0.00010262884751761592
Position 9433: 9.385949463049781e-05
Position 482: 6.283940227249385e-05
Position 367: 5.2314911420151184e-05
Position 689: 4.570180886950693e-05
Position 905: 3.1367967607906695e-05
Position 506: 2.593556478011264e-05
Position 661: 2.1265095111129266e-05
Position 656: 1.740468975593019e-05
Position 18: 6.730347039950979e-06
Position 4281: 6.641724141096317e-06
Position 646: 6.472537354743828e-06
Position 809: 5.936833006328872e-06
Position 1239: 4.605682775651725e-06
Position 891: 3.169619021929777e-06
Position 509: 2.744622552169443e-06
Position 579: 1.48389424060594e-06
Position 1165: 1.3161373666588515e-06
Position 990: 1.076066967820146e-06
Position 1652: 2.435905689805633e-07
Position 168: 2.2064274373494062e-07
Position 455: 8.433952846569176e-08
Position 1693: 3.386238293512277e-08
Position 526: 4.842881631448343e-10
Position 64: 1.146473924101181e-11
Position 562: 3.0657341017188208e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8527: 0.973928570958479
Position 9931: 0.8315092828798065
Position 4216: 0.5005542258349184
Position 5973: 0.45054859262938135
Position 555: 0.3930183611677567
Position 1317: 0.2007740246850038
Position 519: 0.1297349030844525
Position 2107: 0.12160825646084648
Position 7641: 0.10901824590861911
Position 1579: 0.10194501529601027
Position 8726: 0.09516714786984655
Position 2648: 0.08330088033378087
Position 1450: 0.07838706212892292
Position 5810: 0.04272113197400486
Position 4265: 0.0392137088175233
Position 2451: 0.02640366363718581
Position 2120: 0.024382895736662438
Position 3723: 0.023598463211881596
Position 8916: 0.02277371761698068
Position 1523: 0.022150207647746212
Position 1472: 0.021069379112135602
Position 4247: 0.018640217929433597
Position 3234: 0.01413820668329927
Position 5259: 0.013782377540636504
Position 2373: 0.013546864611722031
Position 2058: 0.0134607075214834
Position 1297: 0.01306711599579883
Position 8740: 0.011565682758285937
Position 10117: 0.010467240966019907
Position 3256: 0.010384191846020107
Position 5761: 0.010082724275165012
Position 4166: 0.008091560682474314
Position 4019: 0.006851080806655114
Position 1260: 0.006455091118044667
Position 5292: 0.006116829163300703
Position 9008: 0.006038678959293078
Position 2155: 0.005976951612678536
Position 9221: 0.005746475172213224
Position 2712: 0.005043122950685349
Position 1520: 0.004833810119467722
Position 3391: 0.0042705609477894325
Position 9868: 0.0042684760986259835
Position 1871: 0.004130147905075116
Position 9099: 0.0036431618390480058
Position 8399: 0.003466310178947331
Position 1277: 0.0033789930495912368
Position 10337: 0.0030379694365855357
Position 2179: 0.00302599007762286
Position 302: 0.002884192695113949
Position 8560: 0.002801079353595417
Position 2502: 0.002777648474763875
Position 1361: 0.002765316724613588
Position 2584: 0.0026714058053645857
Position 3184: 0.002486191008242556
Position 1341: 0.002457770441124835
Position 6026: 0.0023235368267597555
Position 4189: 0.0023033027720762503
Position 8269: 0.0022464376034855528
Position 10385: 0.0020770192419769973
Position 10412: 0.0020299337631690304
Position 2405: 0.0019349509244908527
Position 4641: 0.0017053058871770595
