Gene = CAST
index = 283
Annotated 5SS: [  115 19898 24730 26409 26925 28060 33440 35147 37318 37983 38558 38780
 39956 43625 44592 45813 47882 51361 51941 54694 54854 59572 62525 63345
 64682 65199 67802 68902]
Annotated 3SS: [19837 24687 26351 26810 27978 33370 35047 37236 37943 38464 38692 39853
 43540 44543 45716 47785 51258 51856 54642 54781 59472 62419 63251 64636
 65105 67729 68842 69838]
SMsplice 5SS: [  115 10064 19918 26409 26925 33440 35147 37318 37983 38558 38780 39956
 45813 47882 51361 51941 54854 59572 62525 62748 63345 65199 67802 68902
 70546]
SMsplice 3SS: [ 9930 19837 26351 26810 33370 35047 37236 37897 38464 38692 39853 45716
 47785 51258 51856 54642 59472 62419 62605 63251 65105 67729 68842 70466
 71378]
top_k =  1000
Partition function (log Z): 40.670968702174406

Sorted 5' Splice Sites (High to Low Probability):
Position 39956: 0.992961721453838
Position 65199: 0.9842664240584528
Position 47882: 0.9818729176886906
Position 51941: 0.9791708148100224
Position 51361: 0.9726716946078617
Position 54854: 0.9598113323853783
Position 63345: 0.9573528136206587
Position 38780: 0.953696196341703
Position 38558: 0.9489464706457542
Position 37318: 0.9470657222262653
Position 62525: 0.9364151292847327
Position 67802: 0.93374363193897
Position 33440: 0.9237574511679166
Position 26925: 0.9133112279258505
Position 45813: 0.8763366936407365
Position 37983: 0.7871264136604598
Position 35147: 0.7815299772026996
Position 10064: 0.7337897103939455
Position 59572: 0.7185268035227084
Position 19918: 0.710864908873164
Position 62748: 0.6925535719953864
Position 64682: 0.6872207812035629
Position 68902: 0.6832772361574523
Position 43625: 0.5982689958163543
Position 70546: 0.5444641703437146
Position 115: 0.5400530325940889
Position 26409: 0.519066485950383
Position 278: 0.5179807983964815
Position 28060: 0.45778113824567473
Position 24059: 0.4036006721074684
Position 17379: 0.3969083509228483
Position 39678: 0.3503567569961253
Position 44592: 0.3425503433984806
Position 47580: 0.33987125251196165
Position 6420: 0.3148488298874331
Position 19898: 0.28912180007743954
Position 48381: 0.25927159277921924
Position 66475: 0.24110743340763008
Position 70999: 0.2203702887421782
Position 54694: 0.21979326242565125
Position 3569: 0.21686299781256455
Position 44049: 0.19547320852261812
Position 53612: 0.18870820678041828
Position 64053: 0.17878511861620325
Position 62192: 0.1619770003968838
Position 51022: 0.14682218750711143
Position 35187: 0.144386313720115
Position 15439: 0.13558311041834123
Position 9673: 0.13207364651959996
Position 46307: 0.13187596828099227
Position 24730: 0.1203583830136577
Position 68895: 0.11501987392745597
Position 29796: 0.11341182319569923
Position 67474: 0.10954478228021342
Position 6023: 0.10944075583959428
Position 64480: 0.10625699785229538
Position 5428: 0.10455627209067563
Position 48786: 0.09705818130887284
Position 3822: 0.08945996298409462
Position 28125: 0.08775732716259584
Position 6226: 0.08570514587898967
Position 27000: 0.08342744768860108
Position 53913: 0.07580067072734686
Position 69922: 0.07433735115123974
Position 65026: 0.07069437199340539
Position 50949: 0.07024989225815077
Position 31018: 0.06687703285461455
Position 4139: 0.06236667974435947
Position 25443: 0.06143115881525309
Position 44642: 0.060170853639144734
Position 10209: 0.058442313971318056
Position 49239: 0.05714238030030538
Position 17462: 0.05229650413707896
Position 34076: 0.052276585879217775
Position 63498: 0.049315197156998516
Position 56275: 0.04747800805574496
Position 327: 0.046652142026533366
Position 53592: 0.046445963511491294
Position 2796: 0.046390682561681114
Position 69971: 0.04584259706385409
Position 44730: 0.045399341391044915
Position 62519: 0.043518577565818416
Position 39356: 0.043435891574484
Position 37598: 0.04209909656596052
Position 38771: 0.04099067309151654
Position 37811: 0.039570712675206954
Position 43203: 0.03715022894439634
Position 44329: 0.03582074596419625
Position 32734: 0.035177269294392625
Position 31105: 0.03499563575311591
Position 45848: 0.03455109231253596
Position 40217: 0.03201224031417154
Position 2724: 0.031784144315270046
Position 34588: 0.031674381643774965
Position 43798: 0.029976350702953115
Position 46889: 0.029800960751556256
Position 53772: 0.02937244660460671
Position 18393: 0.02732383562395719
Position 40946: 0.026360335443795402
Position 35125: 0.02601133832775829
Position 43575: 0.02568776990990441
Position 40647: 0.02510296549302795
Position 67779: 0.024391277516496213
Position 28537: 0.02328172988000887
Position 35183: 0.023170523948777874
Position 43207: 0.023101389231530017
Position 62759: 0.022937538354120122
Position 39145: 0.02264527971001876
Position 47664: 0.022341619408848247
Position 69525: 0.02126223661052438
Position 25102: 0.020260717578744338
Position 30075: 0.020188221440545773
Position 66468: 0.018027589718866265
Position 54495: 0.017976761521979433
Position 24819: 0.01751449790789147
Position 44349: 0.016567836144087723
Position 44019: 0.016460410584985298
Position 62880: 0.015947087883415863
Position 25456: 0.014576840344458022
Position 15611: 0.013404833402767644
Position 46607: 0.013070612138469164
Position 6579: 0.012172504336901766
Position 70087: 0.012162956510584643
Position 44637: 0.01083466271310441
Position 27847: 0.010775640227223788
Position 51718: 0.010758910575024818
Position 33756: 0.010562627834650264
Position 64057: 0.010276848809920877
Position 64988: 0.009865730712185125
Position 25428: 0.009839828769479331
Position 28519: 0.009578477138274206
Position 48364: 0.009564455097385979
Position 30482: 0.009415675817089597
Position 33536: 0.008318540628164348
Position 50477: 0.0081322775785573
Position 62692: 0.007934042657233471
Position 27480: 0.007884071668228559
Position 64737: 0.0076211738121713096
Position 17742: 0.007540973354842375
Position 63653: 0.0074738966279729495
Position 53127: 0.00738922548776047
Position 66193: 0.007372633089517312
Position 36413: 0.007166023137542128
Position 67814: 0.007165727316858772
Position 64992: 0.006850172019566172
Position 97: 0.006817967179489493
Position 39465: 0.006780525980435024
Position 67468: 0.006565821069640796
Position 39517: 0.00621440013796256
Position 36897: 0.00576209459107619
Position 15637: 0.005420599184155932
Position 62752: 0.005256951843734702
Position 572: 0.005024100032668791
Position 37556: 0.004975041052116882
Position 67851: 0.004839688760416204
Position 34456: 0.0046683799324655694
Position 69299: 0.004660044381198217
Position 27718: 0.00465245338446408
Position 48231: 0.004572478823951965
Position 36515: 0.004514177142932273
Position 10608: 0.00431050084891969
Position 53747: 0.004204266413657673
Position 69839: 0.003914730390042345
Position 33737: 0.003873331221655301
Position 69049: 0.003865593587553761
Position 67943: 0.00370286609778179
Position 4847: 0.00367432407891528
Position 66182: 0.0036534896929713194
Position 45775: 0.003594837721707252
Position 43100: 0.003493238361525786
Position 52006: 0.003475395515297303
Position 51738: 0.003244200236995536
Position 68889: 0.003185805693723857
Position 21999: 0.003128023034056941
Position 3311: 0.003091227638451817
Position 52425: 0.003014315128002868
Position 5791: 0.0029956895223390975
Position 54121: 0.002917869168153186
Position 33751: 0.0028497957573114844
Position 44058: 0.0027546954391735015
Position 64285: 0.0027046245155705373
Position 51745: 0.002648564698497162
Position 45049: 0.002584044246754595
Position 5456: 0.002375613411433022
