Gene = CDCA8
index = 338
Annotated 5SS: [  367   616  3533  6560  8104  9401 10930 13150 14647]
Annotated 3SS: [  486  3491  6486  8017  9335 10833 13022 14559 15903]
SMsplice 5SS: [  161   367   616  6560  8104  9401 10930 14647]
SMsplice 3SS: [  257   486  6486  8017  9335 10833 14559 15903]
top_k =  1000
Partition function (log Z): 10.224002441676408

Sorted 5' Splice Sites (High to Low Probability):
Position 616: 0.998582060752868
Position 367: 0.9983124522686714
Position 161: 0.9785533376979155
Position 14647: 0.8730878209409858
Position 8104: 0.8315777283924621
Position 6560: 0.8020586558930717
Position 10930: 0.6992092349192812
Position 9401: 0.6927850712275718
Position 5712: 0.4210107423538386
Position 13150: 0.19042010982308039
Position 4454: 0.18326309634937382
Position 6330: 0.15869437283461024
Position 3533: 0.14722290602772686
Position 4448: 0.13504933617182077
Position 12814: 0.12971706248654377
Position 8081: 0.122871088145344
Position 10090: 0.11395007596032207
Position 13309: 0.09553634973162273
Position 14920: 0.05930526438357003
Position 12508: 0.05925801210841735
Position 15413: 0.05906264436105505
Position 12807: 0.0323722820625885
Position 8120: 0.028277600919141506
Position 16111: 0.024562014000342632
Position 5936: 0.024446564442567528
Position 4507: 0.019990199143632297
Position 7038: 0.01665344992609193
Position 10918: 0.015550537032902814
Position 9468: 0.015147850825950061
Position 7851: 0.015081158960679353
Position 8330: 0.014106958558416666
Position 6609: 0.013488823718223684
Position 3966: 0.013277144933604287
Position 15787: 0.011912205967194715
Position 6315: 0.011911896567051885
Position 4794: 0.011580660732466398
Position 2350: 0.009923074410556768
Position 8026: 0.009080790848004195
Position 5921: 0.008513061504929519
Position 3857: 0.008453529386871762
Position 2599: 0.005925712770118781
Position 9418: 0.00545920016730222
Position 5360: 0.005372756773613309
Position 16427: 0.0050064673627838036
Position 9857: 0.005002380883180025
Position 6931: 0.004034435441642325
Position 6644: 0.003946674664230594
Position 5993: 0.003648794919028407
Position 7774: 0.00361879123783135
Position 15306: 0.003408345084203773
Position 2160: 0.0033853126846182893
Position 5470: 0.00335259573779029
Position 8581: 0.0031761666360095365
Position 6296: 0.0030000327147961265
Position 9535: 0.002512047212002342
Position 1664: 0.0022682537661224593
Position 2706: 0.002190724579754035
Position 130: 0.001901535449664843
Position 13155: 0.0018044135819512462
Position 8035: 0.0016778376575872006
Position 14907: 0.0014209203521610054
Position 15563: 0.0011908178266675337
Position 2164: 0.0011567745239323096
Position 16106: 0.0011243597768245083
Position 3390: 0.0010850306187562082
Position 15380: 0.0010005182752269972
Position 8576: 0.0009381005875425221
Position 6806: 0.0008428384922263902
Position 5795: 0.00080629119839946
Position 8594: 0.0007536483071933547
Position 10830: 0.000740991495278983
Position 15480: 0.0005772277067429568
Position 10321: 0.0005420625654122781
Position 940: 0.000541673168978247
Position 419: 0.0004692249327984614
Position 4679: 0.0003499289946812569
