Gene = TERT
index = 1389
Annotated 5SS: [  277  1735 12619 14890 15757 16407 22863 23929 26528 28584 30644 34574
 36450 39761 40680]
Annotated 3SS: [  380 12422 14708 15576 16250 22766 23842 26413 28511 30454 34446 36387
 39635 40541 41215]
SMsplice 5SS: [  277  1735 12619 15757 16407 17529 22863 23929 26528 28584 30644 30958
 33891 34574 36450 39761 40680]
SMsplice 3SS: [ 1627 12446 15576 16250 17456 22766 23842 26413 28511 30454 30871 33798
 34446 36387 39635 40541 41215]
top_k =  1000
Partition function (log Z): 24.70488335657483

Sorted 5' Splice Sites (High to Low Probability):
Position 26528: 0.9999841562295991
Position 1735: 0.9952202726912112
Position 36450: 0.9852281998138499
Position 30644: 0.9695846508925878
Position 22863: 0.9345972943493094
Position 15757: 0.9196009817727845
Position 23929: 0.9051116966218152
Position 28584: 0.8870343970794748
Position 16407: 0.8446473636921081
Position 39761: 0.7350387637422611
Position 30958: 0.7044652256785485
Position 12619: 0.6566416964513352
Position 17529: 0.6192717274356141
Position 277: 0.5519428026753773
Position 33891: 0.5327347843333122
Position 24140: 0.5213956956486708
Position 34574: 0.5106477473978346
Position 8883: 0.4796262615923566
Position 25333: 0.39483398857194396
Position 23585: 0.3743378431973573
Position 8924: 0.36393549483711674
Position 28833: 0.31572630701774185
Position 32746: 0.31224366026048267
Position 669: 0.2590982078256817
Position 540: 0.22567490329571308
Position 18369: 0.2118203498826109
Position 13717: 0.19469084075588838
Position 118: 0.16942307895791428
Position 31393: 0.16232222846522923
Position 21255: 0.1401450192232067
Position 31967: 0.1365195746428914
Position 14137: 0.12083192951376864
Position 18444: 0.11815170320196317
Position 135: 0.11625331687273786
Position 26226: 0.10617150993366524
Position 34684: 0.0936278018282782
Position 28295: 0.09050786485135205
Position 16349: 0.08975312363756709
Position 32928: 0.0859266549837956
Position 12502: 0.08567939246716234
Position 33901: 0.08537087544623136
Position 24226: 0.08455332739767403
Position 14755: 0.07876810154792896
Position 24211: 0.07296546629957806
Position 14928: 0.0695853964139831
Position 23946: 0.06931447644214059
Position 3102: 0.06774569540936429
Position 22678: 0.06308939833774024
Position 40686: 0.06277053315856401
Position 31353: 0.06177462525962247
Position 17550: 0.0605340436245563
Position 36863: 0.060055370657982284
Position 12523: 0.059671683369533456
Position 18482: 0.059329243329057334
Position 6978: 0.05817215870040367
Position 17153: 0.0570055379867554
