Gene = GLIPR2
index = 596
Annotated 5SS: [   47 11150 11906 14205]
Annotated 3SS: [11040 11801 14126 25616]
SMsplice 5SS: [  133  9095  9471 11150 11906 14205 19917 25774]
SMsplice 3SS: [ 8983  9235 11040 11801 14126 19807 25616 26733]
top_k =  1000
Partition function (log Z): -4.642666281115115

Sorted 5' Splice Sites (High to Low Probability):
Position 14205: 0.9391247730732383
Position 11150: 0.7824462920184616
Position 11906: 0.7322659275102885
Position 9095: 0.7032248867333103
Position 133: 0.605829289166657
Position 9471: 0.551266335263812
Position 15701: 0.47499429168891105
Position 19917: 0.4236201469769893
Position 10862: 0.4235082615421385
Position 8297: 0.3913293071621167
Position 13632: 0.3206069393838303
Position 19907: 0.3132149987516161
Position 47: 0.25165156385127335
Position 25774: 0.2451812144391933
Position 25634: 0.1695148792978241
Position 10867: 0.16719270674659778
Position 26670: 0.13369289800077666
Position 26665: 0.12841669179620296
Position 158: 0.12711132474321513
Position 25528: 0.11022220567390603
Position 25853: 0.10249815909508334
Position 12924: 0.09330966408647688
Position 11172: 0.08683521250215727
Position 2071: 0.08378095790526584
Position 10390: 0.07858332196147068
Position 25788: 0.07167370955263991
Position 10712: 0.06997509765576944
Position 25799: 0.06879763297648384
Position 5347: 0.06614605670733896
Position 17262: 0.0631105172810348
Position 3764: 0.054610974269689395
Position 25680: 0.05399034809910496
Position 25873: 0.039107509426402294
Position 1065: 0.03891062159113881
Position 3331: 0.03585240169451454
Position 5788: 0.034974183603940334
Position 11696: 0.03268384352495414
Position 8900: 0.026381892431840255
Position 8829: 0.025472465513015078
Position 5640: 0.025041145828147024
Position 26676: 0.02381352201933322
Position 1187: 0.023796700214016166
Position 19921: 0.02248133409545864
Position 17634: 0.021624702183067588
Position 8863: 0.02157502772824152
Position 10949: 0.018822176347636027
Position 12873: 0.01805868697699722
Position 9042: 0.013986236364651265
Position 14253: 0.013632753552409027
Position 4794: 0.011795892768996133
Position 9772: 0.010655286337010563
Position 9348: 0.010578096285738737
Position 2828: 0.009681866896488487
Position 8054: 0.008295040363364998
Position 25867: 0.008143568317332255
Position 15729: 0.00796000440048832
Position 7461: 0.007491904118663015
Position 10659: 0.006934512421972479
Position 25898: 0.005582775326063507
Position 143: 0.005501552873535193
Position 9934: 0.004958606609433456
Position 15681: 0.004646664598257063
Position 8924: 0.003474149501614839
Position 14901: 0.0033653264869444545
Position 13721: 0.003214102407477573
Position 25687: 0.003008530439665535
Position 11290: 0.002882754862495663
Position 10240: 0.002765380332250095
Position 13052: 0.002688843241947811
Position 25816: 0.002673955760008629
Position 14929: 0.002315828286728764
Position 15116: 0.0021891843889884585
Position 15687: 0.0019408714167005057
Position 15143: 0.0018837047434347898
Position 1756: 0.0017288364444475025
Position 11488: 0.0016884922610417965
Position 15774: 0.001569801016742766
Position 78: 0.0012641325541452681
Position 14434: 0.0011036568529793343
Position 3100: 0.0010881981280023592
Position 8835: 0.0009537883910090755
Position 14872: 0.0008895026486494061
Position 15698: 0.0008229660141332638
Position 10144: 0.0008085441449640474
Position 5692: 0.0007992116825890609
Position 4002: 0.000706116709967728
Position 730: 0.0006971408512602869
Position 16880: 0.0006179669854401329
Position 267: 0.0005399307557809646
Position 510: 0.0005366325458116941
Position 7547: 0.0005212097192188732
Position 15321: 0.0004937653988362034
Position 15683: 0.0003959451453486655
Position 14977: 0.0003132684923535979
Position 15679: 0.00030440235698513026
Position 2007: 0.0002999396581080249
Position 671: 0.0002239290803957562
Position 164: 0.00019606752616288474
Position 17098: 0.00017827243610315632
Position 3111: 0.00017681836988987562
Position 1319: 0.00017341133425604577
Position 15120: 0.00015994064604880464
Position 12078: 0.00014257483711989241
Position 3786: 0.0001416579535387929
Position 3899: 0.00013665998884446692
Position 4328: 0.00011997786889375292
Position 3116: 0.00011457590728359396
Position 15647: 0.00011047804375703143
Position 2528: 0.00010345991551775019
Position 1075: 8.073095970045263e-05
Position 14477: 7.973302510662093e-05
Position 2042: 7.714530354811731e-05
Position 1375: 7.141066428426625e-05
Position 5297: 6.589930769876413e-05
Position 117: 5.509804953632546e-05
Position 108: 5.4602844601773153e-05
Position 197: 4.9458791389537554e-05
Position 42: 4.8194007460431605e-05
Position 14933: 4.550290253492371e-05
Position 1361: 2.8203352530997037e-05
Position 907: 2.2860885372300358e-05
Position 1805: 2.1868586547538822e-05
Position 1285: 1.7798387874096656e-05
Position 3175: 1.64124518817269e-05
Position 887: 1.4849597748997074e-05
Position 7060: 1.201691484445912e-05
Position 369: 1.0343390190430594e-05
Position 6894: 7.68677165894883e-06
Position 722: 6.837945369521816e-06
Position 1623: 6.215732722848578e-06
Position 744: 5.572760017259195e-06
Position 935: 4.5660332537812035e-06
Position 630: 4.139417072045556e-06
Position 6009: 3.1272459281720875e-06
Position 675: 2.6141853687647117e-06
Position 6138: 2.1477945512747993e-06
Position 861: 2.053642109769416e-06
Position 890: 2.001330504281161e-06
Position 6003: 1.9762988341225507e-06
Position 498: 1.949962509337191e-06
Position 1154: 1.8518162648731723e-06
Position 829: 1.7211667159739653e-06
Position 1575: 1.1940669610289112e-06
Position 1309: 1.1702528802757376e-06
Position 351: 1.0247616140153438e-06
Position 2858: 1.0203812534803798e-06
Position 923: 9.033822725280709e-07
Position 557: 6.296602869393533e-07
Position 397: 4.2292646285403655e-07
Position 360: 3.6890871517830434e-07
Position 2792: 2.8956543473460475e-07
Position 371: 2.722994011565674e-07
Position 2809: 2.626357560584984e-07
Position 551: 1.066226929574988e-07
Position 414: 1.0416843029349673e-07
Position 452: 8.298977966222671e-08
Position 621: 7.77781344825819e-08
Position 648: 3.6063959293163365e-08
Position 2048: 2.8450956581106785e-08
Position 593: 1.9855946899385485e-08
Position 2470: 1.964245843543048e-08
Position 1268: 2.6024510814963144e-10
Position 1177: 2.1055704599482274e-10
Position 482: 1.7002453785162523e-11
Position 455: 8.9194261635076e-12
Position 329: 5.146212243726294e-12
Position 315: 1.4233025768460828e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14126: 0.9186639838570813
Position 26733: 0.7582365534215005
Position 11040: 0.7469188584646544
Position 25616: 0.7344849352744051
Position 11801: 0.7074664684327125
Position 8983: 0.6785625725265552
Position 19807: 0.6126640511489748
Position 10591: 0.5014489991986399
Position 15565: 0.47964865549494284
Position 9235: 0.44956229084798677
Position 8161: 0.37907383794464566
Position 13399: 0.3119328832757149
Position 26580: 0.30398145233807977
Position 25486: 0.2694768466654839
Position 10755: 0.17267357107650422
Position 19720: 0.11584557914599027
Position 11051: 0.11126634879018915
Position 12759: 0.10288838670408065
Position 8739: 0.0868854683297233
Position 10263: 0.07803564553991578
Position 1899: 0.06544421240493502
Position 9366: 0.0650121748832116
Position 17219: 0.06107958208368791
