Gene = OTULIN
index = 990
Annotated 5SS: [  230  8971 14028 16860 22899 25561]
Annotated 3SS: [ 8893 13932 16715 22772 25290 28105]
SMsplice 5SS: [  230  8971 14028 16860 25561]
SMsplice 3SS: [ 8893 13932 16715 25290 28105]
top_k =  1000
Partition function (log Z): -6.817507738438685

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9959145211256727
Position 8971: 0.9539529589952309
Position 28229: 0.7925621064757955
Position 14028: 0.7886594856839614
Position 25561: 0.6235396007039101
Position 16860: 0.5319243557812968
Position 22899: 0.5020445972960043
Position 30233: 0.45059278316135626
Position 15317: 0.40137777687716164
Position 3682: 0.29697903817130145
Position 16877: 0.25425266139528796
Position 20345: 0.20196954745043413
Position 7480: 0.17544155370668946
Position 14041: 0.1435779027368211
Position 13855: 0.10461910933198093
Position 3787: 0.09546101988153988
Position 7384: 0.0777164959159083
Position 7881: 0.07646712044263809
Position 25180: 0.07130883895797718
Position 31285: 0.06537086612219
Position 15907: 0.06462823327356641
Position 20129: 0.04712081529493194
Position 32249: 0.044116635054109545
Position 16098: 0.04330202344397639
Position 28371: 0.03817213178671778
Position 11612: 0.036699877150665576
Position 3972: 0.035672930081613444
Position 28347: 0.035616448010369374
Position 842: 0.030536857977679
Position 14056: 0.029983977468251974
Position 10253: 0.02699895560670062
Position 4965: 0.02592284432187497
Position 5008: 0.024418406164350544
Position 11711: 0.02421637800136425
Position 1991: 0.021793062925604217
Position 25534: 0.02144262706107906
Position 15385: 0.01858161175339805
Position 6000: 0.01822310021875421
Position 7821: 0.01758546614145971
Position 4633: 0.017306741704312133
Position 13476: 0.01706732985596477
Position 19054: 0.015388094124909182
Position 4843: 0.014734016914222249
Position 2165: 0.013937911917231899
Position 9524: 0.01342611031957128
Position 28649: 0.013409988470213553
Position 29274: 0.013314309109215767
Position 8709: 0.013279104388134667
Position 10258: 0.012539687077633185
Position 21244: 0.012340994872210754
Position 20458: 0.010884631699450448
Position 14017: 0.010583600875291671
Position 13314: 0.009493027887167766
Position 32794: 0.008687186652422534
Position 11934: 0.008458635074497406
Position 13768: 0.006764648885019156
Position 22432: 0.006763587261383866
Position 12577: 0.006412715499654673
Position 15703: 0.0060846494701729875
Position 12673: 0.00562220790810606
Position 16973: 0.005085685708461688
Position 724: 0.004429746179882824
Position 21696: 0.0040807726261036965
Position 33491: 0.003606341870832548
Position 2907: 0.003462420102144398
Position 758: 0.0033047932641182332
Position 10929: 0.00322082421288797
Position 1882: 0.003187606464928751
Position 16084: 0.0031580612628088617
Position 20401: 0.0027987114016443776
Position 13294: 0.002719096452524122
Position 14566: 0.002691259603835758
Position 15081: 0.002681345306579645
Position 13026: 0.002565696975460008
Position 20316: 0.0025241650714685196
Position 6856: 0.0024261544684805974
Position 15714: 0.0022837647292084755
Position 13399: 0.002247002272479365
Position 1604: 0.0022157777302650133
Position 22931: 0.002201398218490865
Position 2525: 0.0021890781548619858
Position 6836: 0.002101766055563731
Position 14678: 0.0018871925529867475
Position 1372: 0.0015468207654725453
Position 4793: 0.0013325668358525357
Position 12595: 0.0012167822872787718
Position 768: 0.0011191705386300065
Position 4157: 0.0010884964939737003
Position 3282: 0.0010720839565136395
Position 9876: 0.0010710234412064455
Position 23761: 0.0010097221410127041
Position 7526: 0.0010087549115608129
Position 10423: 0.0009499071725451236
Position 344: 0.0007322794018912842
Position 5030: 0.0006732182736078598
Position 6171: 0.0005411361894804739
Position 7356: 0.0004248595833201104
Position 2101: 0.0004031693420121166
Position 2355: 0.00038167479767828674
Position 3733: 0.0003418970761374653
Position 3640: 0.0003086612285086954
Position 2580: 0.00029339835547605706
Position 3676: 0.0002796880166629502
Position 391: 0.0002786659272289569
Position 2768: 0.00027865921721919066
Position 586: 0.00020012234373481088
Position 1075: 0.00019639369405653054
Position 234: 0.00014953135855204155
Position 1680: 0.0001381027542619856
Position 2490: 0.00013739832540540146
Position 834: 0.0001336873416891918
Position 2080: 0.00011702182580415412
Position 300: 0.00011182395007925383
Position 1381: 8.695923841931575e-05
Position 19751: 8.23298131465519e-05
Position 1845: 7.774992262043933e-05
Position 4327: 7.118760891896416e-05
Position 9376: 6.496251611554739e-05
Position 1490: 6.246233245957426e-05
Position 984: 5.745190586740635e-05
Position 3319: 5.741686116732876e-05
Position 1888: 5.5987838948536975e-05
Position 2537: 4.541454391075774e-05
Position 531: 4.3690084866016826e-05
Position 9368: 3.998985434392627e-05
Position 3351: 3.933001144417922e-05
Position 658: 3.660670846557402e-05
Position 14673: 3.3212479307718074e-05
Position 2072: 3.275365061660225e-05
Position 2497: 3.175341746710685e-05
Position 591: 3.159436295122364e-05
Position 9112: 2.5633739222822684e-05
Position 276: 2.3086127688844987e-05
Position 260: 1.967584118568578e-05
Position 3797: 1.8929866682465095e-05
Position 4476: 1.8469733481616026e-05
Position 871: 1.825662275914903e-05
Position 14687: 1.8106381073072612e-05
Position 2924: 1.779029823143755e-05
Position 4194: 1.6607202389477643e-05
Position 3484: 1.6416806218443134e-05
Position 3791: 1.5998965702316855e-05
Position 526: 1.597274316575102e-05
Position 2939: 1.5828287502827895e-05
Position 3659: 1.4256242838584392e-05
Position 2208: 1.2246623717389981e-05
Position 3730: 1.2196862736306428e-05
Position 4239: 1.14818852511003e-05
Position 1858: 1.1143422155038286e-05
Position 2890: 9.929932177009129e-06
Position 4953: 9.595840184362382e-06
Position 397: 9.403491294019811e-06
Position 787: 9.095553603402971e-06
Position 1870: 8.573725033851876e-06
Position 4312: 8.083295023995716e-06
Position 3617: 7.487865855969883e-06
Position 3692: 7.414178277671331e-06
Position 1659: 6.277601533026437e-06
Position 434: 5.705771352500719e-06
Position 3748: 5.652970865398601e-06
Position 2643: 5.634460169822534e-06
Position 1886: 5.391357900072751e-06
Position 4436: 5.257248631963537e-06
Position 4033: 5.1729859731910145e-06
Position 2415: 4.7703949531384855e-06
Position 4098: 3.096744691250409e-06
Position 5750: 1.3706252037344217e-06
Position 442: 1.0136429230844207e-06
Position 389: 5.829311185323171e-07
Position 485: 5.018348203878311e-07
Position 321: 2.9897169616174623e-07
Position 215: 1.8081581578422364e-07
Position 310: 1.1043910984440967e-07
Position 38: 9.948665800889305e-08
Position 380: 5.8480283068103466e-08
