Gene = PMVK
index = 1045
Annotated 5SS: [  401  4640  7968 10638]
Annotated 3SS: [ 4575  7814 10507 11725]
SMsplice 5SS: [  401  4640 10638]
SMsplice 3SS: [ 4575 10507 11725]
top_k =  1000
Partition function (log Z): -3.748526973166142

Sorted 5' Splice Sites (High to Low Probability):
Position 10638: 0.9866957340032876
Position 4640: 0.8058990345986063
Position 7726: 0.4185162086815332
Position 7968: 0.38936165576247994
Position 401: 0.2671679971230399
Position 31: 0.20787116240519135
Position 407: 0.20175254862457018
Position 421: 0.09078925547383468
Position 11113: 0.0810925237019992
Position 4776: 0.07842135954677149
Position 7347: 0.06330616594063079
Position 597: 0.051846903543379785
Position 1341: 0.05035861939503698
Position 11576: 0.04388828147656355
Position 11221: 0.034114480660787684
Position 7732: 0.03112303259023996
Position 260: 0.03101962296635494
Position 11595: 0.03053994882704278
Position 403: 0.030113588234160483
Position 7060: 0.029336882695649064
Position 9273: 0.025991808307819546
Position 4664: 0.025456672302491382
Position 5473: 0.023389217607025753
Position 1101: 0.02163160362713721
Position 4913: 0.01994632962150758
Position 11584: 0.019853113111679248
Position 7537: 0.018927779583849565
Position 9331: 0.018271683318624627
Position 931: 0.017969197690631433
Position 5862: 0.01796873177405015
Position 5431: 0.0177201047261292
Position 7108: 0.017294451698735613
Position 10368: 0.016418147099543545
Position 11952: 0.016381063907416966
Position 2055: 0.014259922666239397
Position 7141: 0.0141270012968512
Position 158: 0.012716576268555877
Position 8938: 0.012281101683579428
Position 5058: 0.010952560373912179
Position 9326: 0.010813466442182597
Position 4: 0.00902395325956983
Position 4842: 0.008355082105547619
Position 796: 0.007199611884307762
Position 4630: 0.00687957672578253
Position 9069: 0.006624825714320887
Position 629: 0.00655848728934714
Position 479: 0.006372625256214219
Position 10580: 0.006258585400750024
Position 336: 0.005869382533567586
Position 1050: 0.005557869187600847
Position 41: 0.005461415851878791
Position 4856: 0.005432798258623907
Position 491: 0.005139293318584377
Position 1685: 0.004226330465648057
Position 11870: 0.00420069993167663
Position 2794: 0.0038665803263181705
Position 11273: 0.003286671495435952
Position 1188: 0.003284400039854057
Position 11899: 0.0032128736370620713
Position 11879: 0.0030634584709742806
Position 967: 0.0027841591616292057
Position 834: 0.0026298584352064543
Position 3642: 0.0025929275352603587
Position 11534: 0.0023279958571833068
Position 3819: 0.0021862354225803196
Position 3502: 0.0018497040431420023
Position 8863: 0.001837860613546722
Position 3776: 0.0017625711506983918
Position 8699: 0.0014829504152104832
Position 539: 0.0014632064639185371
Position 4151: 0.0013036258775106413
Position 10973: 0.001237699446071202
Position 10511: 0.0011865452946941465
Position 9307: 0.0011480917419522266
Position 11599: 0.0011207432133711482
Position 2516: 0.0009334301044530801
Position 148: 0.0007799972623079065
Position 756: 0.0007574449809597799
Position 10901: 0.0007290803084516899
Position 11617: 0.0006548399516624338
Position 4209: 0.0006446125008695894
Position 3165: 0.0006049371380696262
Position 4055: 0.0005562994588377239
Position 6677: 0.0005469535231360048
Position 500: 0.0005345860175496667
Position 243: 0.00046805203939594484
Position 2561: 0.0004039264188653941
Position 2995: 0.0003643365393830892
Position 497: 0.00030147501222972266
Position 344: 0.0002992880173919758
Position 10654: 0.00029746304783176435
Position 6249: 0.0002947256573483549
Position 11302: 0.00028856087997655716
Position 9286: 0.00028293903558755657
Position 11098: 0.0001472741316455148
Position 10690: 0.00013117594715485306
Position 10797: 0.00011073311461295431
Position 11989: 0.00010736060355963202
Position 11248: 7.110202281972847e-05
Position 11656: 6.766344351444193e-05
Position 11494: 4.689986709322499e-05
Position 5147: 3.485543659958e-05
Position 11905: 2.8398314845386905e-05
Position 4644: 2.4823915323700616e-05
Position 35: 2.1064083506481542e-05
Position 10917: 1.429162507178924e-05
Position 4647: 1.4111959683570373e-05
Position 743: 1.037425560950512e-05
Position 1592: 7.813674861139946e-06
Position 11862: 7.591446293774876e-06
Position 5494: 6.864862791074191e-06
Position 828: 5.86546075112675e-06
Position 167: 5.534171066634813e-06
Position 1282: 5.102866548471533e-06
Position 4752: 5.0434118753647255e-06
Position 229: 3.28665919491208e-06
Position 72: 3.2131909414328475e-06
Position 447: 2.501334853305484e-06
Position 469: 2.212576200469964e-06
Position 459: 2.10154135996671e-06
Position 378: 1.6541169342600192e-06
Position 272: 1.6152329067832333e-06
