Gene = MSL2
index = 887
Annotated 5SS: [875]
Annotated 3SS: [43107]
SMsplice 5SS: [  875  1149  3896 42995]
SMsplice 3SS: [ 1048  3816 42818 43107]
top_k =  1000
Partition function (log Z): -25.055405995953514

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.7871474385524063
Position 3896: 0.735541035180322
Position 1149: 0.6469357213103569
Position 1452: 0.44115884949988776
Position 1989: 0.38804753436316575
Position 265: 0.10423231114062614
Position 2471: 0.07801005689935282
Position 2984: 0.0448727523730224
Position 2905: 0.042748914063832584
Position 6445: 0.036836643593049494
Position 12135: 0.02996930652121766
Position 2021: 0.02527594772861772
Position 940: 0.024860030329375928
Position 2869: 0.02228154546409528
Position 2812: 0.019834413715272274
Position 3419: 0.016260438945959018
Position 2184: 0.015944196077076495
Position 935: 0.01211923257516107
Position 3437: 0.009196709871438889
Position 14188: 0.008373892041201961
Position 6964: 0.00830514148051978
Position 1429: 0.006918354333189194
Position 6382: 0.005836616203515986
Position 9699: 0.004997651444956476
Position 3521: 0.00471882614119886
Position 1998: 0.004102607196445578
Position 1119: 0.0032233026183794747
Position 4766: 0.002794491055516902
Position 2380: 0.0020574246749800835
Position 252: 0.0019312507381927723
Position 2385: 0.0017715666519361613
Position 3386: 0.0016713709321847044
Position 4721: 0.0015922835081892495
Position 617: 0.00156003440827742
Position 1128: 0.0013037294247750066
Position 2879: 0.001177861210303048
Position 494: 0.0009715851041373906
Position 963: 0.0009695069386519247
Position 1401: 0.000931200015262081
Position 1556: 0.000806454725973089
Position 514: 0.0007883224298630203
Position 6200: 0.0007726698474679146
Position 1962: 0.0007036527156750401
Position 1225: 0.0005681292032048866
Position 2216: 0.0004839969237207025
Position 554: 0.00042431848563011715
Position 967: 0.0004166575860023822
Position 997: 0.0004100833082965756
Position 1261: 0.00040468660838934825
Position 1393: 0.00039379590805209316
Position 28: 0.00035794463946027825
Position 1232: 0.0003437557491654545
Position 1134: 0.0003366639666850242
Position 363: 0.0003321042310800747
Position 1094: 0.00024279886322466746
Position 1642: 0.0002380247865961999
Position 1370: 0.00018063750158469046
Position 1143: 0.0001530618843681412
Position 1104: 0.00014799346553622065
Position 1552: 0.00014703169245938014
Position 3865: 0.00013142105349133948
Position 1235: 0.00011720013221593884
Position 1131: 0.00011632418707181987
Position 1818: 0.00010678917974430627
