Gene = SYF2
index = 1365
Annotated 5SS: [  50  390 3496 4376 5052 7492]
Annotated 3SS: [ 281 3369 4257 4960 7392 9061]
SMsplice 5SS: [  50  390 3496 4376 5052 7492]
SMsplice 3SS: [ 281 3340 4257 4960 7392 9061]
top_k =  1000
Partition function (log Z): 14.730491052463497

Sorted 5' Splice Sites (High to Low Probability):
Position 4376: 0.996379262334163
Position 7492: 0.9806904257129346
Position 390: 0.9785803186104466
Position 5052: 0.9582569354187876
Position 50: 0.7107113594788168
Position 3646: 0.44815158173621655
Position 3496: 0.4355791922191072
Position 1867: 0.2365800971313617
Position 86: 0.12622138229125804
Position 1863: 0.08674053028771557
Position 4126: 0.0509795579777934
Position 9265: 0.030607315659516462
Position 5074: 0.029786241502420763
Position 1596: 0.028387061129464465
Position 7836: 0.025783100676459357
Position 7249: 0.020922522884510093
Position 8087: 0.01946922484670633
Position 7738: 0.013771901225148273
Position 7091: 0.013657912455512665
Position 117: 0.01059085173619249
Position 7228: 0.009153765016217657
Position 7873: 0.009019661595303
Position 5145: 0.007949251126299179
Position 3735: 0.005959686546110924
Position 7294: 0.004623172108361172
Position 8518: 0.0033655391785066486
Position 750: 0.003236914530367995
Position 6113: 0.002818084363390053
Position 1927: 0.0025737232766404722
Position 4413: 0.0025647993205620946
Position 4744: 0.0024557550800678872
Position 4565: 0.002243917557151583
Position 20: 0.0021250640716816557
Position 3265: 0.002003485598800332
Position 1455: 0.0017114289919187367
Position 6267: 0.0014466345716222643
Position 7275: 0.0012109374871408206
Position 133: 0.0012085186680993564
Position 6461: 0.0011621670308109944
Position 2844: 0.0011409789635231636
Position 8409: 0.0011217957415487984
Position 3312: 0.0009678501647444012
Position 4799: 0.000884916606553576
Position 3928: 0.0007561950198394949
Position 2644: 0.000733766159805326
Position 4506: 0.0007185445228188855
Position 6116: 0.0007001264796878159
Position 7496: 0.0006931426847702178
Position 5769: 0.00068769413733854
Position 7718: 0.0006424439741316254
Position 5085: 0.0006387747791755996
Position 7817: 0.0005973346419030781
Position 5252: 0.0005651231004541987
Position 3193: 0.0005268670247195759
Position 1004: 0.0005064796532078729
Position 1487: 0.00046926725720409943
Position 5093: 0.0004468431118088575
Position 1377: 0.00043642754222253106
Position 4676: 0.00043181342569660245
Position 8743: 0.0004223313469458013
Position 529: 0.0004102231227608482
Position 170: 0.00040628023970559383
Position 7288: 0.0003864472544494106
Position 2015: 0.0003762414904377424
Position 8977: 0.0003693129393470895
Position 5095: 0.0003571450514594434
Position 7661: 0.00034980804370653157
Position 177: 0.0003440961674525007
Position 82: 0.00033504836245616253
Position 282: 0.00031106951771607186
Position 7521: 0.0002919811979011304
Position 6556: 0.00027560519811932965
Position 7503: 0.00027168719375891565
Position 5473: 0.0002708669378855748
Position 5097: 0.000269382676723053
Position 3521: 0.00026895282789745777
Position 1813: 0.0002612972293822999
Position 160: 0.00025681860038840796
Position 948: 0.00025037475010198485
Position 1823: 0.00024764612451072586
