Gene = DPH7
index = 465
Annotated 5SS: [  311  1466  2856  4184  4728 13851 14043 14502]
Annotated 3SS: [ 1331  2767  4091  4554 13780 13976 14328 23286]
SMsplice 5SS: [  311  2856  4184  4728 13851 14043]
SMsplice 3SS: [ 2767  4021  4554 13780 13976 23286]
top_k =  1000
Partition function (log Z): -5.030998172266569

Sorted 5' Splice Sites (High to Low Probability):
Position 14043: 0.968439970994381
Position 2856: 0.9068368549764382
Position 13851: 0.8931268605520983
Position 311: 0.6828274107363979
Position 4184: 0.640978616877449
Position 4728: 0.6368600727964678
Position 14502: 0.2913796167891988
Position 426: 0.2869341473538768
Position 6983: 0.26896166881295486
Position 1466: 0.2250346823456325
Position 20760: 0.15295717981183493
Position 20514: 0.14557172842513183
Position 3227: 0.14257676280802922
Position 14281: 0.1272292944474239
Position 4333: 0.1116558868787908
Position 20443: 0.07875049480997684
Position 20925: 0.07078597505256146
Position 19448: 0.0622828795726401
Position 20710: 0.060436124193608755
Position 15027: 0.04604250608847911
Position 9244: 0.04309794055271156
Position 15291: 0.04014360814758536
Position 20724: 0.03413511341726327
Position 22508: 0.03234362676726164
Position 19421: 0.029823278241551395
Position 22224: 0.02968284400031596
Position 9317: 0.02762977092229071
Position 940: 0.024715658951033587
Position 6855: 0.024146715717381362
Position 9961: 0.018188132886298683
Position 2964: 0.017513325324545158
Position 1050: 0.017290113197419927
Position 2586: 0.016976882238802157
Position 14405: 0.016725858417940272
Position 2627: 0.015806556443562384
Position 8492: 0.015193064946234527
Position 8399: 0.01498872587021967
Position 6281: 0.012862876639395698
Position 9478: 0.010183713459030736
Position 6851: 0.0085473046274209
Position 1359: 0.008421277041116709
Position 9251: 0.007780653281985746
Position 14185: 0.00616386517216054
Position 8454: 0.005311001110476822
Position 14181: 0.00524685045465791
Position 3176: 0.00503616947260201
Position 15377: 0.004947753673004671
Position 9015: 0.004186895040295186
Position 9258: 0.0028489378672653526
Position 14198: 0.0024648827681914634
Position 1425: 0.002343819968053627
Position 9313: 0.0022871563558870224
Position 8529: 0.0019965712408199316
Position 1760: 0.0019251396195072879
Position 1822: 0.0018281947265659762
Position 569: 0.0015789532036974763
Position 537: 0.0015250530970236623
Position 1006: 0.0012888767310313025
Position 3101: 0.0012101662149689252
Position 1474: 0.0011216509761388933
Position 6261: 0.0010979887096092347
Position 2581: 0.0009643750696352568
