Gene = SNAPC3
index = 1288
Annotated 5SS: [  490  1283 10933 22003 24541 28699 30502 35364]
Annotated 3SS: [ 1204 10847 21897 24390 28615 30336 35255 37014]
SMsplice 5SS: [  490  1283 10933 22003 24541 28699 30237 30502 35364 37610 39102]
SMsplice 3SS: [ 1204 10847 21897 24390 28615 30110 30336 35255 37501 38926 40862]
top_k =  1000
Partition function (log Z): 3.3846082680011786

Sorted 5' Splice Sites (High to Low Probability):
Position 22003: 0.9971057989117401
Position 10933: 0.9964953549555783
Position 30502: 0.9919220443440985
Position 490: 0.9798640401852078
Position 30237: 0.8807136554239731
Position 39102: 0.8138946906352935
Position 28699: 0.7804719117573943
Position 37610: 0.7446111179462048
Position 1283: 0.6869613640915762
Position 40287: 0.6393337419183673
Position 24541: 0.6097320170582092
Position 35364: 0.5912265578193932
Position 24546: 0.26915066487620587
Position 5640: 0.2382873546800931
Position 8068: 0.2122164505279613
Position 1234: 0.16500448172724827
Position 9810: 0.1581278144531834
Position 22529: 0.15038905881597606
Position 39030: 0.13607090184530646
Position 1485: 0.12396565553842681
Position 919: 0.10666557722856339
Position 11670: 0.0942995321017459
Position 27847: 0.08945455106447503
Position 40503: 0.07543625298932695
Position 8645: 0.07537388515297336
Position 6152: 0.06353603270242647
Position 40483: 0.06120610664146183
Position 39681: 0.058285541222566184
Position 29892: 0.05741711476969703
Position 38303: 0.052932449472196545
Position 41063: 0.04417663856181855
Position 26472: 0.04338620042147707
Position 30228: 0.04174764733569255
Position 7782: 0.04170525601377442
Position 14263: 0.04063631354090304
Position 27912: 0.03918606641879607
Position 40038: 0.031506418756787724
Position 13667: 0.02669585963728563
Position 6123: 0.0225319845544407
Position 28368: 0.02144211841825061
Position 1272: 0.01750748897221894
Position 1119: 0.015484756910870605
Position 846: 0.013430922730877067
Position 27613: 0.01249698021483091
Position 8179: 0.011835460648349429
Position 8946: 0.01051871353999185
Position 8188: 0.010457940699933008
Position 39586: 0.010244129172507286
Position 36769: 0.010229292597231801
Position 10292: 0.01018700896382633
Position 6026: 0.010014845326814152
