Gene = SIGMAR1
index = 1256
Annotated 5SS: [225 552 775]
Annotated 3SS: [ 350  681 1912]
SMsplice 5SS: [225 552 779]
SMsplice 3SS: [ 350  681 1912]
top_k =  1000
Partition function (log Z): -4.903837539251578

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.7971878138677935
Position 552: 0.7841543399801805
Position 779: 0.4507900306950337
Position 775: 0.340096296789039
Position 165: 0.13475883202716005
Position 505: 0.11447924452317791
Position 1782: 0.054916768880761455
Position 439: 0.04063935771693728
Position 757: 0.01617509623039075
Position 1398: 0.014535189291176242
Position 217: 0.01353316138597782
Position 1937: 0.012565769747187717
Position 97: 0.012247349172075166
Position 445: 0.009900014260914719
Position 1068: 0.00758954037594195
Position 916: 0.005659755642489555
Position 146: 0.005496578686384067
Position 762: 0.0052485300139381835
Position 2881: 0.004892408142032203
Position 801: 0.004219930835218169
Position 1777: 0.0038293029047974203
Position 459: 0.002480005959767377
Position 1983: 0.0019034886582202832
Position 1921: 0.0017571948550578775
Position 1614: 0.0016764663791226822
Position 10: 0.0014058707119081592
Position 1641: 0.0012833851224884495
Position 1724: 0.001011477306599032
Position 1692: 0.0009877111764474147
Position 2287: 0.0008617923826650032
Position 2822: 0.0007727035492381196
Position 1728: 0.0005514339255871121
Position 134: 0.0005239607211778165
Position 1400: 0.0004873462133197838
Position 2261: 0.0004756069206777804
Position 443: 0.00023567282746471074
Position 1671: 0.0001320894253721845
Position 499: 0.0001119578269869543
Position 79: 9.453810859182205e-05
Position 449: 8.443501499538181e-05
Position 103: 7.554936428240289e-05
Position 86: 7.550241223193947e-05
Position 2395: 6.322173893846835e-05
Position 591: 5.862785084435834e-05
Position 859: 5.8489716825554334e-05
Position 556: 5.157002874021639e-05
Position 1830: 4.999747663442825e-05
Position 509: 4.634501036411772e-05
Position 478: 4.0179165194225076e-05
Position 416: 2.0284227688977353e-05
Position 279: 1.9363649720595736e-05
Position 205: 1.7450674705748263e-05
Position 588: 1.3236308526680248e-05
Position 312: 9.702484814916985e-06
Position 792: 2.288761942109512e-06
Position 1052: 1.3749137286810511e-06
Position 822: 1.2257966574049491e-06
Position 805: 6.866348871195141e-07
Position 665: 5.684352807077328e-07
Position 1038: 5.06270207995e-07
Position 923: 2.757085049479541e-07
Position 1509: 2.2785366223699692e-07
Position 1214: 2.1537244809776045e-07
Position 1111: 1.4310763873599645e-07
Position 1126: 1.273202817236807e-07
Position 1573: 1.2465950191421774e-07
Position 125: 1.0517130964055352e-07
Position 149: 6.368392407396896e-08
Position 863: 4.893159342414486e-08
Position 378: 3.661005118374845e-08
Position 884: 2.0712772103064142e-08
Position 620: 9.321219445070583e-09
Position 54: 7.456953721482741e-09
Position 861: 2.7641426219945802e-09
Position 179: 1.4675214251491584e-09
Position 386: 7.971313642163239e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.8932468120678373
Position 681: 0.7705606695673396
Position 1912: 0.3891694931311991
Position 2729: 0.1698045670609292
Position 1018: 0.16249940718029082
Position 1139: 0.04819909057692788
Position 1528: 0.045602849094753366
Position 658: 0.04230801988659165
Position 2130: 0.041920504888304136
Position 2566: 0.04037941745614918
Position 2796: 0.03617459398523865
Position 1830: 0.03481523983199356
Position 306: 0.029290412101144348
Position 963: 0.021257018520659105
Position 2625: 0.01453726345259508
Position 1558: 0.012287925544997321
Position 1671: 0.008089914907933373
Position 734: 0.007548743201571866
Position 410: 0.007139477462873466
Position 3031: 0.006940655231330865
Position 2042: 0.006932686466810222
Position 1716: 0.006705096207567733
Position 1457: 0.005141230092321796
Position 2563: 0.004431504487852246
Position 1596: 0.004123955622081243
Position 1303: 0.004003277785768269
Position 774: 0.0023364002530268835
Position 1805: 0.00219732185564987
Position 2049: 0.002048810663848966
Position 909: 0.0017165331502456817
Position 1948: 0.0016250491837310685
Position 1306: 0.0016145032751464594
Position 439: 0.0015400893080148603
Position 2545: 0.001393401182964203
Position 1038: 0.0013751124418355295
Position 1659: 0.001368405859654272
Position 2300: 0.0013075996091027498
Position 2800: 0.0012877755691999913
Position 2510: 0.0012470398099827921
Position 391: 0.0010160776217221876
Position 1034: 0.0008888179007595621
