Gene = PIGC
index = 1027
Annotated 5SS: [73]
Annotated 3SS: [1229]
SMsplice 5SS: [73]
SMsplice 3SS: [136]
top_k =  1000
Partition function (log Z): -8.618187478699546

Sorted 5' Splice Sites (High to Low Probability):
Position 73: 0.8218282368439666
Position 358: 0.15777766541719904
Position 94: 0.09472121725303698
Position 77: 0.06137498404348953
Position 2436: 0.04508870672887613
Position 1309: 0.04466402205887099
Position 1785: 0.01942496098419577
Position 1113: 0.014130598732616509
Position 1394: 0.011084492774756685
Position 1725: 0.009829337667175673
Position 1023: 0.009057556371039173
Position 1591: 0.008953618929793584
Position 1440: 0.007362004822624989
Position 1019: 0.0065088937510912525
Position 2319: 0.006505565272503753
Position 1954: 0.004048460788854868
Position 1754: 0.002572950316634816
Position 1348: 0.00222526529844188
Position 364: 0.0013708777654239533
Position 682: 0.0011372920480032102
Position 975: 0.0007413807361442856
Position 1609: 0.0004446245588288246
Position 149: 0.00021440553278730362
Position 1893: 0.00021358582853342744
Position 2044: 0.0001904325821335834
Position 1486: 0.00018350052800581758
Position 88: 0.0001735276706316386
Position 1996: 0.0001732546434470599
Position 1313: 0.0001666124136039576
Position 416: 0.00015286067038438052
Position 2327: 0.00012603580738555244
Position 1656: 0.00011358428057752962
Position 32: 8.969377141667606e-05
Position 842: 7.98936614435599e-05
Position 1599: 6.225323715200294e-05
Position 650: 5.628936143233281e-05
Position 655: 2.165612313937324e-05
Position 972: 1.6946614925172343e-05
Position 209: 1.407292096571391e-05
Position 395: 1.3768937213458177e-05
Position 198: 1.0609200126643404e-05
Position 366: 1.0452436763842257e-05
Position 168: 8.335886824613382e-06
Position 1471: 6.388128465886685e-06
Position 1203: 5.85987079751809e-06
Position 812: 4.255445572673947e-06
Position 1491: 4.176229425740078e-06
Position 780: 4.143884168777159e-06
Position 81: 4.003202504746699e-06
Position 1146: 3.911694422565271e-06
Position 623: 2.8875611876541686e-06
Position 1274: 2.8792120903248243e-06
Position 464: 2.603749232930787e-06
Position 227: 9.402382812281825e-07
Position 545: 9.223888342339778e-07
Position 530: 7.232824690342115e-07
Position 100: 6.448902309332534e-07
Position 389: 4.159818943174577e-07
Position 800: 2.948591345467739e-07
Position 491: 9.270771748129762e-08
Position 461: 7.749740331583998e-08
Position 595: 6.576064553058862e-08
Position 600: 2.6901415210105722e-08
Position 98: 9.63900007984873e-09
Position 466: 8.141860057036131e-09
Position 86: 6.930635806323945e-09
Position 40: 6.073820477427396e-09
Position 392: 1.440315162054408e-09
Position 480: 1.883325154693381e-10
Position 245: 1.797920423611207e-11
Position 291: 1.1882268687700212e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 136: 0.26606434614498553
Position 2518: 0.19078616866586243
Position 2256: 0.14064643418428333
Position 1229: 0.13360140156307357
Position 1696: 0.1206399375850244
Position 2152: 0.07332762131137577
Position 256: 0.07097807957847703
Position 903: 0.05875802888024609
Position 1206: 0.04238677363603372
Position 297: 0.03360435289906314
Position 1256: 0.03302151214737332
Position 2061: 0.02822911359983371
Position 1843: 0.027820986706490487
Position 480: 0.013471685553516204
Position 1303: 0.01139317556187926
Position 1277: 0.010999057400030803
Position 1467: 0.007895485091716828
Position 1961: 0.007607445148345427
Position 2088: 0.007069713109764851
Position 1343: 0.005083135462923025
Position 499: 0.00490802731903853
Position 1175: 0.004698895575994254
Position 548: 0.0030892729297570596
Position 660: 0.0026873451462268074
Position 528: 0.002344576840823931
Position 1912: 0.0022534459857695994
Position 1138: 0.0021500715964207703
Position 764: 0.0021141513565889327
Position 1753: 0.0020509934073153764
Position 1371: 0.0019335068959788482
Position 1112: 0.0015151463852337693
Position 1503: 0.0014455879773075868
Position 2293: 0.0013584599471437664
Position 1543: 0.001327207231896771
Position 2358: 0.001320283657726648
Position 1066: 0.0012833057571503752
Position 951: 0.0010999187369212843
Position 1897: 0.0010551502045124041
Position 1308: 0.0010296279170799857
Position 2177: 0.0008600344251041634
Position 1470: 0.0007071289173055722
Position 352: 0.0007023646516493432
Position 1861: 0.0007014869106612523
Position 1476: 0.0006492265004547527
Position 2266: 0.0005698606409697604
Position 934: 0.0005338598729158986
Position 325: 0.0005039943943174209
Position 1095: 0.00047233245657838583
Position 380: 0.0004476535487967543
Position 793: 0.00038284193014617073
Position 634: 0.00038013372262516164
Position 1433: 0.00033197835164700223
Position 408: 0.00030463143003685593
Position 1258: 0.000262983245396406
Position 1759: 0.0002584828196758125
Position 1146: 0.0002142949189559288
Position 204: 0.00016499098837559223
Position 1800: 0.00015501390703281487
Position 1604: 0.00013031181323529438
Position 971: 0.00012854082987115515
Position 143: 0.00012835572068361104
Position 2091: 0.00011074624740052329
Position 948: 0.00010924377057293453
Position 2423: 9.501357847931306e-05
Position 1810: 8.651522247720591e-05
Position 2404: 7.794475763536547e-05
Position 1214: 7.69656542734208e-05
Position 188: 5.916776358618913e-05
Position 1329: 4.3379244045764574e-05
Position 2391: 3.742528405532495e-05
Position 2420: 3.375736154203208e-05
Position 2569: 3.224011298163284e-05
Position 1398: 2.7358568046834185e-05
Position 2336: 2.6272748360687298e-05
Position 545: 2.2671818665930152e-05
Position 852: 2.2448612893388916e-05
Position 168: 2.095965556732684e-05
Position 1485: 1.731775380720347e-05
Position 416: 1.3854955796245686e-05
Position 1620: 7.398339539916396e-06
Position 1545: 5.887193698848599e-06
Position 207: 4.808237546612537e-06
Position 986: 2.775888839311798e-06
Position 828: 1.9876961944842623e-06
Position 1047: 1.9547456155553695e-06
Position 865: 1.935228354877672e-06
Position 1012: 1.7733134162758687e-06
Position 1022: 1.1513503454010717e-06
Position 817: 1.0621271885408379e-06
Position 209: 9.86982024899837e-07
Position 1040: 8.555510974461342e-07
Position 149: 6.281462467539997e-07
Position 530: 5.228107741766453e-07
Position 556: 4.466208900927274e-07
Position 566: 4.308167266401806e-07
Position 174: 4.2609868964797247e-07
Position 995: 4.06066747319065e-07
Position 910: 2.704219711150429e-07
Position 354: 1.9786724947615723e-07
Position 715: 1.9010593210917877e-07
Position 575: 1.6641062633139713e-07
Position 1283: 1.4654267779343642e-07
Position 1034: 6.290709435359959e-08
Position 1019: 5.8367305279278976e-08
Position 610: 2.300480405047085e-08
Position 153: 2.2953806045706784e-08
Position 214: 2.2126012125144015e-08
Position 580: 7.141712373731517e-09
Position 595: 4.469114459836955e-09
Position 636: 2.1976376334316004e-09
Position 593: 1.9624124256069247e-09
Position 1004: 1.4238448662879177e-09
Position 812: 8.580178619406716e-10
Position 919: 8.06200564919384e-10
Position 771: 1.6123712433747974e-10
Position 98: 4.684815449456796e-11
Position 600: 6.568801167421792e-12
Position 590: 1.3634305535345097e-12
