Gene = ATPIF1
index = 117
Annotated 5SS: [138 320]
Annotated 3SS: [ 227 1703]
SMsplice 5SS: [138 320]
SMsplice 3SS: [ 227 1703]
top_k =  1000
Partition function (log Z): -4.2217686467224524

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9916597734079701
Position 320: 0.9536537858248302
Position 1115: 0.04628563862629302
Position 626: 0.016221786008552355
Position 1637: 0.004203776042884427
Position 1437: 0.003311403363995929
Position 796: 0.002608677259172188
Position 824: 0.002163946863341656
Position 271: 0.0018379393110338647
Position 99: 0.0006350362293011082
Position 862: 0.000624027572305262
Position 1855: 0.00046685093977351816
Position 341: 0.00034106555789459704
Position 939: 0.00025810364715463623
Position 1013: 0.0002490017413141802
Position 1548: 0.00022912311360835793
Position 410: 0.00021129710432912576
Position 1240: 0.0001792361531854294
Position 1846: 0.00017788369066961107
Position 34: 0.00016624608332142118
Position 334: 0.00011366800558967808
Position 681: 0.00010203899091304106
Position 1562: 0.00010139531219758854
Position 914: 9.18290242542746e-05
Position 153: 6.312822345717817e-05
Position 557: 3.6953356628502605e-05
Position 629: 3.524891323523296e-05
Position 1277: 3.0703648920283726e-05
Position 1661: 2.8916229438595837e-05
Position 843: 2.696131712373486e-05
Position 92: 2.681684349653499e-05
Position 1159: 2.221279603295027e-05
Position 1123: 1.4235389408142852e-05
Position 1857: 9.221776504118284e-06
Position 494: 6.161729466879118e-06
Position 1784: 5.6223426737057365e-06
Position 57: 5.114152186476344e-06
Position 458: 4.97895713559941e-06
Position 946: 4.5729808263189195e-06
Position 1067: 3.979644122277919e-06
Position 151: 2.406791248662263e-06
Position 658: 3.744032344150767e-07
Position 610: 3.487020389934129e-07
Position 90: 3.398649868140753e-07
Position 660: 2.7804870157515356e-07
Position 615: 1.9575383646972512e-07
Position 543: 1.547141378343519e-07
Position 65: 8.9521767958207e-08
Position 525: 7.83934820381655e-08
Position 510: 6.708972029501766e-08
Position 80: 5.11157506665037e-08
Position 196: 7.487912054392638e-09
Position 1100: 4.163416485691959e-09
Position 237: 2.8007185377435294e-09
Position 477: 1.676035881802727e-09
Position 208: 1.5609857792291866e-09
Position 227: 3.538229204395129e-10
Position 798: 1.0585484137789656e-10
Position 399: 6.81255033450872e-11
Position 210: 4.288837947403499e-11
Position 216: 4.153035775591847e-11
Position 486: 6.695459756339908e-16

Sorted 3' Splice Sites (High to Low Probability):
