Gene = GFM1
index = 586
Annotated 5SS: [  438  1504  2020  2670  4880  7969  9190 10354 14782 16698 18407 21197
 22109 37880 40391 46046 46915]
Annotated 3SS: [ 1350  1886  2464  4762  7817  9031 10268 14643 16595 18349 21058 22025
 37716 40245 45884 46860 47057]
SMsplice 5SS: [  293  1504  2020  2670  4880  7665  7969  9190 10354 14782 16698 17463
 21197 22109 37880 40391 41489 47201]
SMsplice 3SS: [ 1350  1886  2580  4762  7566  7817  9031 10268 14643 16595 17364 21058
 22025 37716 40245 41373 47057 48162]
top_k =  1000
Partition function (log Z): 15.394868730918013

Sorted 5' Splice Sites (High to Low Probability):
Position 37880: 0.9999997860382703
Position 16698: 0.9989049527837854
Position 22109: 0.9982967189879531
Position 21197: 0.9811556357971407
Position 9190: 0.922988286109051
Position 1504: 0.9216339615405273
Position 2020: 0.9199933829524156
Position 40391: 0.851175327116442
Position 4880: 0.7491536798707582
Position 10354: 0.7341199190806701
Position 2670: 0.6853075383512162
Position 7665: 0.6837682184993238
Position 47201: 0.6563840596530783
Position 7922: 0.6359377757237102
Position 17463: 0.604425344525959
Position 42253: 0.5669068012317221
Position 41489: 0.5529392616276276
Position 11829: 0.5456561824805458
Position 41319: 0.516690508340997
Position 293: 0.46524546759913893
Position 47795: 0.45920740726698644
Position 28012: 0.43827383170908885
Position 47371: 0.4353809775836701
Position 438: 0.4211171902477282
Position 27962: 0.291033258202095
Position 14786: 0.25002276505535687
Position 21800: 0.24835621365224864
Position 5784: 0.24426799044662376
Position 14799: 0.20997700884866832
Position 3928: 0.20543784186455827
Position 18407: 0.1922834872527515
Position 44065: 0.17523241137509016
Position 47152: 0.1417267972219474
Position 24858: 0.12999552721894472
Position 20: 0.11032055669853423
Position 5841: 0.09855708272025052
Position 14822: 0.08581524432395576
Position 25297: 0.07889960164698213
Position 46915: 0.07862603677211502
Position 14737: 0.0761388725634105
Position 3867: 0.06856525980806558
Position 21630: 0.06404392736452214
Position 19591: 0.06233687109545334
Position 38736: 0.055381264889194946
Position 20387: 0.05057285425354659
Position 20428: 0.049355289596158335
Position 19883: 0.04852993442125864
Position 22718: 0.0484314559629009
Position 10480: 0.0414471772753818
Position 1249: 0.039781330264269756
Position 8141: 0.03906776296246789
Position 25051: 0.03663039663385214
Position 21681: 0.03450154298827339
Position 24605: 0.034164488287968316
Position 21625: 0.032899995106408175
Position 19412: 0.03164289899219384
Position 19320: 0.030658131873627554
Position 44035: 0.030589903078507674
Position 46046: 0.027025204320980614
Position 8548: 0.026329716212232394
Position 5775: 0.024765904009480876
Position 16980: 0.02396786151176981
Position 2336: 0.020573865442569412
Position 25469: 0.020537077743317866
Position 13809: 0.02047483339887914
Position 8457: 0.020409012528980416
Position 14524: 0.02038973211756769
Position 21471: 0.020220140403601913
Position 14845: 0.019591772593610144
Position 629: 0.01919806144893272
Position 2216: 0.018301443806392415
Position 4645: 0.01746333135770147
Position 23277: 0.01596056368175624
Position 21484: 0.015665182444037546
Position 48040: 0.012938985744311087
Position 5879: 0.011602829226951748
Position 11796: 0.010907983122647218
Position 44127: 0.010757778653812625
Position 4828: 0.010714825222106338
Position 11636: 0.010047185207118734
Position 21770: 0.009458698012099575
Position 42362: 0.009328192134447567
Position 564: 0.00920145736310832
Position 15392: 0.009190123878223122
Position 18531: 0.008896078107670837
Position 1517: 0.008638240364404548
Position 8538: 0.0082607854860676
Position 4736: 0.008193409834805055
Position 20784: 0.00801950385511994
Position 18832: 0.007657392788950775
Position 20273: 0.007609630009258392
Position 8418: 0.007339011829054703
Position 20889: 0.007106043360505061
Position 19271: 0.006940305613654326
Position 48052: 0.006851831797961773
Position 44059: 0.006689614048459509
Position 45125: 0.006024945203804408
Position 14826: 0.005934997292405484
Position 42194: 0.00592240795365847
Position 8125: 0.0058237784083766215
Position 4566: 0.005785325411668589
Position 16883: 0.005746520439769095
Position 166: 0.005663487388109965
Position 21464: 0.005081567012135354
Position 11695: 0.004864633722321596
Position 1605: 0.0046454543139133435
Position 7166: 0.004642180662935451
Position 4186: 0.0045806188366090544
Position 2736: 0.004037631627826801
Position 5149: 0.0038311956156090437
Position 3436: 0.0037471952583167946
Position 3668: 0.003589856001406199
Position 586: 0.0033074559799952494
Position 1318: 0.0030481937839812877
Position 6307: 0.0029426706565030213
Position 17037: 0.0029007926697316045
Position 15100: 0.0028356657998159845
Position 21215: 0.0026825735063793358
Position 21784: 0.0025582176316616113
