Gene = FRRS1L
index = 567
Annotated 5SS: [  391 17656 20241 25949]
Annotated 3SS: [17570 20101 25701 29663]
SMsplice 5SS: [  391 12297 15330 16590 17672 20241]
SMsplice 3SS: [12149 15212 16430 17570 20101 29663]
top_k =  1000
Partition function (log Z): -12.524388155418668

Sorted 5' Splice Sites (High to Low Probability):
Position 391: 0.944458212736196
Position 12297: 0.7235025845314913
Position 15330: 0.7123582527391885
Position 20241: 0.5812884380484582
Position 16590: 0.5775312322372513
Position 3467: 0.5300997314432493
Position 17672: 0.46606807084022484
Position 17656: 0.34090094715894637
Position 18116: 0.22906464572630988
Position 3094: 0.21704606843528276
Position 29728: 0.20411052591111925
Position 18849: 0.18362601085582153
Position 17394: 0.15647637703662126
Position 4534: 0.13596078871456732
Position 2447: 0.1196671288348989
Position 8361: 0.11286186723991193
Position 12292: 0.09089349907292289
Position 17281: 0.0664965972798139
Position 2358: 0.06056189774473883
Position 1335: 0.05107906296960067
Position 253: 0.048630065985124454
Position 12281: 0.042434469721064356
Position 6133: 0.040196204782353855
Position 16711: 0.03851599616447508
Position 22033: 0.03584955029131872
Position 12895: 0.0330365205676459
Position 21368: 0.02931835439485759
Position 12591: 0.020176704464487914
Position 3076: 0.01728212646831368
Position 7752: 0.010391878479041078
Position 1596: 0.009505745806411541
Position 23924: 0.009431588771005923
Position 18031: 0.008636549596338753
Position 628: 0.0068148203012499305
Position 25949: 0.005105196097841858
Position 2452: 0.0050737467166052245
Position 17342: 0.00504795711922643
Position 16492: 0.003620944037734066
Position 1137: 0.00312436665072867
Position 2405: 0.002804566868054168
Position 2212: 0.0025670546869681356
Position 681: 0.002486612996376954
Position 3319: 0.0023094008911667533
Position 3983: 0.002272240954173408
Position 1094: 0.00216169802055998
Position 1502: 0.0019575556650049263
Position 2198: 0.0018925199846044124
Position 18458: 0.0016345331361931079
Position 4229: 0.0013890744726815594
Position 4045: 0.001292709704458011
Position 2647: 0.0006933598921211506
Position 1091: 0.0006289520036635614
Position 3161: 0.00048770952216125473
Position 1417: 0.00042923479487152046
Position 183: 0.00042521886528517017
Position 143: 0.00042501381104269006
Position 12710: 0.0003747343313595253
Position 17712: 0.00036433109610274427
Position 18478: 0.0003539318373787508
Position 12505: 0.00032319181287019457
Position 2278: 0.00014802271408260022
Position 1349: 0.00010095052563659863
Position 380: 8.926927392601493e-05
Position 436: 6.920652890082593e-05
Position 1223: 6.727490868585972e-05
Position 1140: 5.822421109354906e-05
Position 1610: 5.06502544041678e-05
Position 3503: 4.626505971090822e-05
Position 1190: 4.226967886921804e-05
Position 2663: 3.569615330001483e-05
Position 28: 2.943750590090891e-05
Position 414: 2.3861958962511688e-05
Position 1705: 1.922364244461009e-05
Position 3700: 1.7237152676263635e-05
Position 318: 1.5510227485769082e-05
Position 2163: 1.3934103054398574e-05
Position 2862: 1.1131147947309806e-05
Position 3786: 8.898821970552707e-06
Position 3453: 8.076861676421268e-06
Position 3624: 7.166522392988354e-06
Position 1971: 6.124630515919694e-06
Position 1712: 5.927969591488049e-06
Position 1428: 4.9167953668001205e-06
Position 2216: 4.811634557722049e-06
Position 3374: 4.545756021138612e-06
Position 1918: 3.1942857527336627e-06
Position 1365: 3.082663273971764e-06
Position 502: 3.005394370189487e-06
Position 1199: 2.5227961465810362e-06
Position 1834: 2.2491006386770226e-06
Position 3548: 2.023110562111294e-06
Position 1796: 1.7287780827136058e-06
Position 658: 1.7090983771160503e-06
Position 685: 1.663300024548783e-06
Position 359: 1.2691878696191108e-06
Position 490: 1.1361120239536972e-06
Position 742: 6.87168457772593e-07
Position 821: 6.439367868150681e-07
Position 649: 4.3648460897611716e-07
Position 1053: 2.9050198701919114e-07
Position 1030: 2.6215049272035683e-07
Position 985: 1.901059923872474e-07
Position 64: 1.582819120436109e-07
Position 909: 1.0529997380732002e-07
Position 1233: 1.0487660696843431e-07
Position 1374: 7.881406753615483e-08
Position 1235: 7.517758439543635e-08
Position 1242: 7.381350841557714e-08
Position 977: 7.027697493663237e-08
Position 747: 6.640177011562242e-08
Position 844: 6.388978549213144e-08
Position 1034: 4.6050212494830567e-08
Position 84: 3.96903958795684e-08
Position 1372: 3.8790788419612993e-08
Position 1253: 3.3910816401937025e-08
Position 1000: 2.0973016032475766e-08
Position 1302: 1.9864035068140157e-08
Position 1395: 1.5395433835694355e-08
Position 840: 1.223922518449972e-08
Position 920: 6.117157741770793e-09
Position 863: 2.2999806778572865e-09
Position 58: 1.7232880773300836e-09
Position 191: 1.3511890199040108e-09
Position 506: 1.0131718088800414e-09
Position 1197: 7.751133278260547e-10
Position 671: 7.157958231737118e-10
Position 550: 4.895447810670319e-10
Position 707: 3.2705892420931173e-15
Position 692: 1.3189620056306798e-15
Position 593: 9.767206935764225e-16

