Gene = CACYBP
index = 273
Annotated 5SS: [ 463 5101 7109 7465 8974]
Annotated 3SS: [ 4880  7011  7364  8875 10189]
SMsplice 5SS: [ 463  867 4800 7109 7465 8974]
SMsplice 3SS: [  765  4585  7011  7364  8875 10189]
top_k =  1000
Partition function (log Z): -2.880564764266497

Sorted 5' Splice Sites (High to Low Probability):
Position 7109: 0.873281104768245
Position 8974: 0.8693647797494165
Position 463: 0.7724000012442092
Position 4800: 0.7375432774562896
Position 7465: 0.6928658244477472
Position 867: 0.584540231284985
Position 5101: 0.35917741374446027
Position 4206: 0.2036542481863569
Position 4266: 0.19908570159570727
Position 7240: 0.12684777757695745
Position 10402: 0.12536292633138696
Position 10416: 0.10034881154520574
Position 352: 0.09698303560916106
Position 9406: 0.0951141889987112
Position 7310: 0.08016924361147942
Position 5082: 0.07882370458537451
Position 718: 0.05369898990557987
Position 7316: 0.052564624664345944
Position 5805: 0.03855301927633481
Position 4026: 0.02927306980003641
Position 8929: 0.028200530046835943
Position 4363: 0.027237972749124973
Position 5765: 0.027005444338552786
Position 1442: 0.026849706993266734
Position 9501: 0.025708015904125744
Position 4938: 0.02131558057977716
Position 1225: 0.021024766115963024
Position 91: 0.019685204143243422
Position 7092: 0.016911528417945895
Position 4014: 0.015844230641847243
Position 5736: 0.015619870727124677
Position 312: 0.013007610753161748
Position 5092: 0.012980555361570707
Position 2490: 0.009151950133364168
Position 7770: 0.009140550737099124
Position 9387: 0.009078817371977613
Position 4427: 0.008866924233744983
Position 9120: 0.007744854148101298
Position 7381: 0.006847943153444999
Position 4902: 0.006138800806941562
Position 265: 0.0056539320819236
Position 6488: 0.005526507168711492
Position 7365: 0.005501630336523837
Position 8676: 0.005030206871435286
Position 692: 0.004699158229872687
Position 7815: 0.00469213486946383
Position 1845: 0.003038617035439977
Position 196: 0.002979834760152518
Position 166: 0.0029093068226939563
Position 10784: 0.0029039559554301865
Position 8948: 0.0027598086264403574
Position 8745: 0.002546672227158211
Position 6181: 0.0024062526471768575
Position 6484: 0.002263169735415114
Position 316: 0.0020381548878993312
Position 10866: 0.002003866756648022
Position 6174: 0.001933734046422747
Position 9242: 0.001804599521094957
Position 9637: 0.001548336914038628
Position 369: 0.0015292438624546155
Position 2359: 0.0013829317113090128
Position 1392: 0.0012992813111580893
Position 4372: 0.0011860990717392466
Position 580: 0.0011736291677872154
Position 1236: 0.0011299638477354635
Position 2436: 0.0011295221184960155
Position 727: 0.001004056815152036
Position 4715: 0.0008619641013500891
Position 2291: 0.0008488509076752473
Position 4636: 0.0008055566989182671
Position 584: 0.00078756539031634
Position 1272: 0.0007129271909981958
Position 3968: 0.0006554831947421487
Position 3664: 0.0006423554172557557
Position 1048: 0.0005712486914075727
Position 1917: 0.0005466114747684848
Position 694: 0.0005440712930532435
Position 849: 0.000532627993918516
Position 1097: 0.0005325179951823232
Position 281: 0.0005266995300766293
Position 1260: 0.0004967165198641715
Position 10376: 0.0004894565575653229
Position 9250: 0.00046413765855224463
Position 1636: 0.0004295598043760306
Position 9446: 0.0004279008919233454
Position 222: 0.00042179781321676375
Position 10356: 0.0004169746142320392
Position 4222: 0.00041388322400430147
Position 8309: 0.0004050014044835506
Position 1080: 0.00039123388343968225
Position 7801: 0.0003907526049622163
Position 4458: 0.0003549872030762465
Position 4358: 0.0003438747974819519
Position 906: 0.00028270001314160536
Position 2401: 0.00022490333289384938
Position 4174: 0.0002042860007940047
Position 7486: 0.00018054696364657884
Position 9009: 0.0001685290681940605
Position 731: 0.0001640519667960169
Position 7344: 0.00013501515500012845
Position 9222: 0.0001287011080136864
Position 569: 0.00011914884249067449
Position 346: 0.00011770835492153811
Position 9513: 9.987482164672189e-05
Position 470: 7.26674143734877e-05
Position 235: 7.254007233513245e-05
Position 541: 2.647957610493244e-05
Position 47: 2.2349569456471204e-05
Position 389: 1.1719262361027755e-05
Position 318: 1.059999029756741e-05
Position 467: 1.0498183394595198e-05
Position 709: 6.355693436192061e-06
Position 9136: 4.963115603994117e-06
Position 859: 4.963020914659826e-06
Position 4705: 2.926019869732334e-06
Position 358: 2.642244594682053e-06
Position 50: 2.641572590899221e-06
Position 200: 2.481543555813024e-06
Position 535: 2.022701985093995e-06
Position 825: 1.6189025242249564e-06
Position 26: 1.3638531990975747e-06
Position 1020: 1.3217961628408645e-06
Position 630: 7.968057897440487e-07
Position 1493: 4.2531025176933747e-07
Position 242: 4.238525461765374e-07
Position 1507: 3.895158245332411e-07
Position 945: 3.2552284295974376e-07
Position 396: 1.0526582949120927e-07
Position 10147: 8.747136713838905e-08
Position 1453: 8.362433900911053e-08
Position 276: 1.0287327785403614e-08
Position 781: 5.187772873798043e-09
Position 871: 3.764668396929131e-09
Position 13: 3.2228546655755704e-09
Position 226: 6.216555077840753e-11
Position 112: 3.189339796121621e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8875: 0.9582577019765668
Position 7011: 0.8022171465558877
Position 10189: 0.5840996824922297
Position 7364: 0.5698329874216278
Position 4585: 0.5614716660477017
Position 765: 0.45441977207144196
Position 4114: 0.4325655259511425
Position 7207: 0.2724261589237714
Position 4880: 0.25289515419852154
Position 11095: 0.22736556803125518
Position 4956: 0.16418763154945754
Position 4665: 0.10370120431121964
Position 7185: 0.09020512353017673
Position 9269: 0.08965072052919988
Position 6963: 0.08549954324814088
Position 9386: 0.08041005485275438
Position 4695: 0.07363904706577022
Position 10663: 0.06885595725302969
Position 5649: 0.05667636203635299
Position 789: 0.0513578464241357
Position 10215: 0.050187569745806467
Position 642: 0.040759897785511603
Position 4886: 0.037683287720903166
Position 10698: 0.02596092807582943
Position 3935: 0.021936271926858982
Position 10783: 0.021344994735844974
Position 5630: 0.02031151449661755
Position 10247: 0.019477459308703277
Position 10037: 0.015863484787774693
Position 7386: 0.015295004472406127
Position 3908: 0.013660246732739207
Position 10879: 0.013506978478575621
Position 6967: 0.011194553886635674
Position 1011: 0.010521762417166194
Position 9208: 0.010258915412508984
Position 8846: 0.00968739025095033
Position 4854: 0.009353752291422605
Position 1286: 0.009109623817913018
Position 2391: 0.008666395940672212
Position 4922: 0.008392185434188898
Position 419: 0.008238363604509498
Position 7567: 0.00818350669609074
Position 580: 0.007873398760894419
Position 10577: 0.007842496896782956
Position 10193: 0.007569127385449294
Position 11822: 0.007456143860033271
Position 10865: 0.007432437930177942
Position 11150: 0.0071156822736786534
Position 1379: 0.007032907814718547
Position 9309: 0.006833401882835502
Position 7661: 0.00637282416054189
Position 4346: 0.0060565356193212514
Position 10958: 0.006055191815660237
Position 10116: 0.0059958939366573155
Position 1406: 0.005992244278681728
Position 1124: 0.005917736406066276
Position 8469: 0.005746048582147401
Position 6414: 0.0056795709666983005
Position 6031: 0.0043399866935996045
Position 793: 0.004332182425995931
Position 9166: 0.004264332567615938
Position 11069: 0.004188013626046931
Position 5586: 0.0038801287118265288
Position 7237: 0.0036813526237650016
Position 3811: 0.003655284221734831
Position 8656: 0.003263077498355786
Position 7328: 0.003257314284948236
Position 9537: 0.003214294278723691
Position 9038: 0.00289104721405237
Position 9664: 0.002660951200249811
