Gene = DESI2
index = 440
Annotated 5SS: [  421 33735 36408 39086]
Annotated 3SS: [33661 36313 38943 52620]
SMsplice 5SS: [  421  2759  5026 33735 39086 46256]
SMsplice 3SS: [ 2619  4910 33661 38943 46056 46372]
top_k =  1000
Partition function (log Z): -28.05917931530135

Sorted 5' Splice Sites (High to Low Probability):
Position 421: 0.8246362788205327
Position 5026: 0.7153376194827478
Position 2759: 0.5099327742438591
Position 6734: 0.38515913467134005
Position 6418: 0.2273393605714407
Position 4993: 0.18787420433967542
Position 1739: 0.16777628426851118
Position 2308: 0.13577022090162816
Position 2843: 0.08380268412686792
Position 3482: 0.08145884274779776
Position 1244: 0.06478272366371875
Position 1103: 0.06465779413379796
Position 3655: 0.051408479667708055
Position 1091: 0.04698439723191929
Position 938: 0.04562695266867208
Position 310: 0.038550911807004595
Position 11580: 0.030867256416886063
Position 15: 0.028708638118504225
Position 4785: 0.025045813367684203
Position 5037: 0.02278612237851367
Position 11314: 0.019477134270044213
Position 6468: 0.01821164660926779
Position 6118: 0.017988224523825275
Position 266: 0.017584478346643683
Position 6635: 0.01631117417297704
Position 3790: 0.012795390338996581
Position 411: 0.012034475001638293
Position 5606: 0.008718532510941917
Position 8841: 0.006554332850719226
Position 8529: 0.005230915946319492
Position 173: 0.00494256680824693
Position 646: 0.004923350752723301
Position 3404: 0.004086202047045071
Position 393: 0.00373181918208729
Position 1366: 0.0031396725690895936
Position 2181: 0.003015822224953454
Position 4026: 0.0028486730972131467
Position 1280: 0.0021985394540643445
Position 2277: 0.0019142603197843785
Position 145: 0.0017932773049508515
Position 898: 0.0017392389865738722
Position 11300: 0.00156279831339686
Position 6422: 0.0013863915113811673
Position 9697: 0.0010599737670782007
Position 912: 0.000982573983894602
Position 607: 0.000853250703952663
Position 2038: 0.000559383556903649
Position 425: 0.0005413092467869019
Position 7: 0.0002782088840366951
Position 555: 0.000268009196137207
Position 2264: 0.00022353239514492424
Position 839: 0.00022095038277161934
Position 1624: 0.00018034676658726807
Position 1198: 0.00015614886943948498
Position 517: 0.0001255396231448019
Position 1880: 0.00011730234591417782
Position 967: 0.00011719164900416676
Position 2779: 0.00010325487948892198
Position 400: 6.440629850974773e-05
Position 2729: 6.40123311562001e-05
Position 1108: 6.254544403978457e-05
Position 1145: 4.945504882217887e-05
Position 3231: 4.474351067720439e-05
Position 1163: 3.863308378928929e-05
Position 1263: 3.78506426660069e-05
Position 889: 3.489174617864756e-05
Position 51: 2.515891845429703e-05
Position 125: 2.2395740676150592e-05
Position 3122: 2.000821787029312e-05
Position 477: 1.3088377207425635e-05
Position 409: 7.706265145334425e-06
Position 567: 6.0850358373833185e-06
Position 127: 5.118959440887392e-06
Position 183: 3.3489323748593113e-06
Position 201: 2.5472319787309815e-06
Position 616: 2.534337344469091e-06
Position 843: 2.5248747655945193e-06
Position 628: 1.4123483299271962e-06
Position 722: 3.371574952550873e-07
Position 1135: 6.747618417966082e-08
Position 717: 5.3998577789024e-08
Position 724: 4.818777295326579e-08
Position 397: 4.4807206664184565e-08
Position 275: 4.142523437582764e-08
Position 572: 2.995872858411294e-08
Position 918: 5.3797484942973045e-09
Position 535: 2.0291740282756174e-09
Position 749: 1.9494562910927163e-10
Position 595: 6.3574897493346266e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4910: 0.8577805778768014
Position 2619: 0.5845387206896719
Position 6337: 0.31625795237556814
Position 6573: 0.287105075326041
