Gene = GATAD1
index = 575
Annotated 5SS: [ 526 1425 3308 7233]
Annotated 3SS: [1298 3247 7048 8918]
SMsplice 5SS: [ 526 1425 1761 6593 7233]
SMsplice 3SS: [1298 1638 6530 7048 8918]
top_k =  1000
Partition function (log Z): -1.3630254040309397

Sorted 5' Splice Sites (High to Low Probability):
Position 7233: 0.9780827564234548
Position 1761: 0.933942850596838
Position 526: 0.898075872706584
Position 6593: 0.7877303268784462
Position 1425: 0.6387280581301198
Position 3308: 0.38314480166380815
Position 6417: 0.21964935648973263
Position 2704: 0.1651043845291501
Position 8650: 0.10813562460880409
Position 6426: 0.05642972515944345
Position 3352: 0.05467572425739025
Position 1144: 0.047967823055910526
Position 859: 0.04534710342862816
Position 9565: 0.04511571233320805
Position 6852: 0.04347263811421353
Position 707: 0.03593165059004816
Position 3527: 0.02865135422880545
Position 8486: 0.027666995541243137
Position 1222: 0.024952434635187024
Position 3677: 0.02312462004276627
Position 1109: 0.023095858852532142
Position 2300: 0.022129564287547282
Position 6630: 0.019445588231025514
Position 4038: 0.01879891918658912
Position 3706: 0.018284952935664935
Position 1470: 0.017860141533965434
Position 307: 0.016183001224724634
Position 5684: 0.013055481036677783
Position 567: 0.011921501652666594
Position 6454: 0.010269594485091843
Position 851: 0.008894950817631824
Position 6858: 0.008153185926032319
Position 7405: 0.008012262927309345
Position 3701: 0.006981405617074149
Position 6607: 0.005505789595778715
Position 10222: 0.004684505892675385
Position 1455: 0.004599776334414687
Position 6984: 0.0036102940503246065
Position 1123: 0.00359201887724981
Position 6587: 0.0034951646961883173
Position 8637: 0.003472924501141068
Position 8998: 0.0034457291114998075
Position 836: 0.003360466929149456
Position 3414: 0.003200777068781467
Position 3348: 0.0031726078028641597
Position 1982: 0.00296558558334926
Position 8682: 0.0029312529049734188
Position 2651: 0.0027572187761251503
Position 6616: 0.0024287993203439716
Position 2313: 0.00227021984728803
Position 3540: 0.0021594424713543563
Position 9287: 0.0020573820874200286
Position 1202: 0.001996409927386729
Position 6128: 0.0018768914848063675
Position 6158: 0.0018716649955818757
Position 1377: 0.0018614749176238763
Position 3387: 0.0018398297685287412
Position 6493: 0.0017230588024402596
Position 1804: 0.001707583575080015
Position 7255: 0.0016863351026915907
Position 6639: 0.0016106726222201303
Position 7511: 0.0015834823356777876
Position 2360: 0.0015146874523166544
Position 7495: 0.0014865688771264708
Position 1522: 0.001458664302838673
Position 10939: 0.0013403873867151906
Position 8983: 0.0013090396504263024
Position 2939: 0.0013017347381212958
Position 7128: 0.0011905946974781277
Position 8631: 0.0010797116237325694
Position 5743: 0.001007746442084057
Position 10471: 0.001006893118873291
Position 8678: 0.0009948787450000211
Position 6774: 0.0009477730581485408
Position 3619: 0.0008924695099432475
Position 2191: 0.0008653467245336055
Position 136: 0.0008616037913737447
Position 7765: 0.000843258767471973
Position 8223: 0.000839668241367036
Position 7594: 0.0008324451153398408
Position 2460: 0.0008237368953790691
Position 3562: 0.0008063956845873357
Position 10626: 0.0007637597871611915
Position 3671: 0.0007559799473127684
Position 4767: 0.0006718538496525274
Position 6682: 0.0006708932864707942
Position 1300: 0.000643877676425307
Position 6614: 0.0005782183916926166
Position 10137: 0.0005692951567411692
Position 8662: 0.0005655871113688666
Position 8329: 0.0005582520225957937
Position 4042: 0.0005409118790324879
Position 738: 0.0005405896679769864
Position 8992: 0.0005391824520917881
Position 9056: 0.000538431634329842
Position 9493: 0.0005006244668347051
Position 4625: 0.0004953558071594504
Position 8288: 0.0004642236931796371
Position 3751: 0.00046297364109806926
Position 8520: 0.0004587525852351785
Position 5414: 0.00042761370992994445
Position 949: 0.0004190924428742286
Position 8547: 0.0003875062758282129
Position 225: 0.00031567631377363075
Position 881: 0.00030850048141287014
Position 2436: 0.000303752571143107
Position 6667: 0.0002735080654921382
Position 6661: 0.0002489322742501608
Position 8784: 0.00022748540678560488
Position 1466: 0.00021357961608268566
Position 4566: 0.00020191711733560342
Position 1322: 0.00020077445317427805
Position 9141: 0.00019597424289028773
Position 4585: 0.00019593712215472614
Position 2090: 0.00018370859598415472
Position 1138: 0.0001718549840210308
Position 1184: 0.00016670483915472219
Position 5557: 0.00016026353624317376
Position 3834: 0.00015905883859403
Position 1536: 0.0001556738808419059
Position 897: 0.00012470611555747066
Position 2748: 0.00010617456342168202
Position 6597: 0.0001044611894201571
Position 1551: 0.00010078989158657264
Position 6627: 9.958160231005706e-05
Position 2510: 9.575337277787804e-05
Position 2515: 9.114490284291567e-05
Position 954: 8.892856118592443e-05
Position 1233: 7.707374800453356e-05
Position 333: 7.475734743466469e-05
Position 8568: 7.005160364575587e-05
Position 7470: 6.23865981884279e-05
Position 2327: 3.841945685925446e-05
Position 7889: 3.191607574820433e-05
Position 8387: 2.986507960824463e-05
Position 1892: 1.8881032739041158e-05
Position 1443: 1.434685567599903e-05
Position 957: 1.4042480925813339e-05
Position 2151: 1.2918726417102337e-05
Position 829: 1.0616549835076327e-05
Position 192: 7.332072473784032e-06
Position 240: 6.933230981391672e-06
Position 999: 4.168946083632152e-06
Position 1961: 3.7538940320803806e-06
Position 1973: 2.8510233276910585e-06
Position 701: 2.8502211242883662e-06
Position 1744: 2.8005214229018865e-06
Position 1866: 2.759959728047421e-06
Position 238: 2.4908649256393865e-06
Position 1463: 1.7538327809999024e-06
Position 8090: 1.7092539599870283e-06
Position 7818: 1.4686991593059003e-06
Position 2042: 1.3867862070745857e-06
Position 977: 1.060788965689609e-06
Position 962: 9.888896153492373e-07
Position 1009: 8.73116148332881e-07
Position 156: 7.405324751160257e-07
Position 1985: 7.223390873067291e-07
Position 7456: 6.956802834502657e-07
Position 7144: 3.8424918355860056e-07
Position 1607: 3.2621555059656983e-07
Position 2020: 2.917064269124432e-07
Position 2134: 1.6699566396758007e-07
Position 7538: 1.0350197844169594e-07
Position 321: 5.8355845619539674e-08
Position 1712: 4.6534076176007884e-08
Position 37: 3.855028637516945e-08
Position 792: 3.372960547266434e-08
Position 50: 3.3371115064171244e-08
Position 790: 2.2279297096411966e-08
Position 771: 9.834020162642279e-09
Position 678: 3.7934522752681516e-09
Position 872: 3.5727631457911737e-09
Position 780: 3.195577814725271e-09
Position 841: 2.897047965806401e-09
Position 5: 2.7316718185252447e-09
Position 964: 9.802464742675282e-10
Position 628: 1.3601549758256352e-10
Position 783: 8.019333587446354e-11
Position 324: 5.961285261219794e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7048: 0.9850159964634674
Position 1638: 0.9314198501950005
Position 6530: 0.8331846072578243
Position 1298: 0.655222410338448
Position 8918: 0.6173131663991476
Position 3247: 0.30399881265154743
Position 6293: 0.2967213237610782
Position 2588: 0.14778148079137546
Position 10784: 0.13580468062511347
Position 3126: 0.10021326830493629
Position 8439: 0.08948551128275536
Position 9435: 0.08839905700807539
Position 8466: 0.07245744183388182
Position 3443: 0.06100779793973222
Position 8180: 0.05765604953562292
Position 1050: 0.039953770864044995
Position 8365: 0.02813241951424111
Position 1053: 0.02706299126066374
Position 2111: 0.026344448610131677
Position 980: 0.022804428923747934
Position 10402: 0.02275126409369556
Position 6825: 0.02147211834380684
Position 10098: 0.018499251277298966
Position 3290: 0.016877315148986223
Position 780: 0.01645486150951034
Position 3170: 0.015096245646739065
Position 2609: 0.014641739844233621
Position 7359: 0.012430501413547287
Position 3594: 0.011475115490652766
Position 3912: 0.01124470863004095
Position 6678: 0.010544734930512131
Position 9017: 0.00927522229314374
Position 7377: 0.009205217349356807
Position 3915: 0.007704456076895148
