Gene = TWISTNB
index = 1512
Annotated 5SS: [ 325 4309 9016]
Annotated 3SS: [ 4166  8806 10359]
SMsplice 5SS: [ 325 4309 9016]
SMsplice 3SS: [ 4166  8806 12621]
top_k =  1000
Partition function (log Z): -5.1306210188131

Sorted 5' Splice Sites (High to Low Probability):
Position 4309: 0.9453260186691691
Position 9016: 0.9246611902539427
Position 325: 0.8803022991226714
Position 2864: 0.39097539760666505
Position 7175: 0.3562829322706212
Position 12806: 0.3185126674542693
Position 7541: 0.30335479187552394
Position 8649: 0.19657760756385076
Position 128: 0.14589093412766202
Position 7317: 0.09859374562379165
Position 1271: 0.04571519813129361
Position 8521: 0.04202294779878058
Position 7857: 0.03854111033052662
Position 3912: 0.032388354786615475
Position 11345: 0.02916308290423046
Position 7387: 0.028151992888126372
Position 8264: 0.02764553703096888
Position 494: 0.02705204633239998
Position 81: 0.025576422871589326
Position 829: 0.02508039088821313
Position 7286: 0.023820324134697465
Position 604: 0.021831746788076048
Position 555: 0.0208191916946386
Position 4761: 0.0197061644782829
Position 8665: 0.01874867111300326
Position 12521: 0.018707956615370787
Position 1538: 0.01399024005442961
Position 10482: 0.01371207864677504
Position 4886: 0.013074072117768171
Position 1708: 0.012757572117802431
Position 9046: 0.011636378721833459
Position 9239: 0.009324159419877466
Position 3591: 0.008408259985405819
Position 4472: 0.008297878256688046
Position 12717: 0.006144131131267371
Position 6690: 0.005406512328160311
Position 973: 0.005229271993509926
Position 7785: 0.0050529715714434115
Position 1028: 0.0050215276306982415
Position 4048: 0.004625395324211535
Position 2139: 0.004510670071639311
Position 418: 0.004505543032391561
Position 2896: 0.004148178784961185
Position 991: 0.0039222859047081185
Position 375: 0.0037095303101202792
Position 4898: 0.003557414239801294
Position 1713: 0.003136442533525665
Position 7836: 0.0028640425888111377
Position 8073: 0.0015963384796327147
Position 1483: 0.0015395610141738546
Position 10758: 0.0014988878149170969
Position 3572: 0.0012874148684962343
Position 5962: 0.001230176170082069
Position 366: 0.0011977643637429917
Position 1885: 0.0011572317076809307
Position 7473: 0.0010642323420698373
Position 7401: 0.0009854709330579673
Position 1470: 0.0007706153153716236
Position 3585: 0.00042813681767436395
Position 9586: 0.0004127313418751121
Position 3785: 0.0003371422171571603
Position 121: 0.0003095285857745123
Position 634: 0.00021432016356597434
Position 191: 0.0001173374655432404
Position 183: 0.00010089329516758373
Position 2237: 7.615397025610192e-05
Position 936: 6.134819417112877e-05
Position 4468: 3.876146133085631e-05
Position 4416: 3.360899853877542e-05
Position 8931: 2.5797324578370028e-05
Position 4315: 2.3678020414680752e-05
Position 4138: 2.1917399766782815e-05
Position 9742: 2.117429787333449e-05
Position 9992: 1.7362067811385715e-05
Position 598: 1.4238208447942302e-05
Position 50: 1.2817392524594127e-05
Position 2737: 1.1769714905290803e-05
Position 483: 9.559582050960102e-06
Position 715: 6.774740261367448e-06
Position 1380: 5.750293541645383e-06
Position 34: 5.431000952166627e-06
Position 549: 5.09652096127256e-06
Position 8951: 4.74717383107539e-06
Position 1001: 4.019263543985469e-06
Position 1060: 3.1318655072162093e-06
Position 381: 3.0389334453952916e-06
Position 215: 2.3408841132686977e-06
Position 1052: 2.3341619968397877e-06
Position 511: 1.3599699926233105e-06
Position 26: 7.759772650810313e-07
Position 596: 7.611325643584558e-07
Position 459: 3.378021988326722e-07
Position 557: 1.7509932923013033e-07
Position 160: 1.5410114744523658e-07
Position 198: 1.1828583616682547e-07
Position 355: 1.0043646567753138e-07
Position 643: 9.076386675608806e-08
Position 648: 5.339144733056507e-08
Position 343: 2.8910239852450804e-08
