Gene = PEA15
index = 1010
Annotated 5SS: [ 186 6380 7929]
Annotated 3SS: [6205 7772 8084]
SMsplice 5SS: [ 186 2898 7929]
SMsplice 3SS: [2800 7772 8084]
top_k =  1000
Partition function (log Z): -2.6146096881251997

Sorted 5' Splice Sites (High to Low Probability):
Position 7929: 0.9711411198754006
Position 186: 0.9691767816163731
Position 2898: 0.7910600584110299
Position 1901: 0.608417179509046
Position 8174: 0.5760983220597864
Position 6380: 0.459665388318451
Position 3329: 0.29201586959271586
Position 6314: 0.11757753853731664
Position 8545: 0.11095818926435905
Position 624: 0.07066393205439021
Position 8540: 0.06596910950818724
Position 8556: 0.0654698843617894
Position 1732: 0.06305437254651354
Position 9192: 0.06210370066124287
Position 3032: 0.048689865680877485
Position 3254: 0.04132062484041078
Position 5864: 0.02648730445763187
Position 2220: 0.02575752049123295
Position 8289: 0.018672964505239375
Position 347: 0.018308565678496376
Position 4757: 0.01764584111889365
Position 5243: 0.012005484778002354
Position 4085: 0.011199929065835527
Position 6108: 0.01025855870105489
Position 117: 0.010096590595823617
Position 5284: 0.009909750191752144
Position 6724: 0.008951446909874252
Position 5465: 0.006754491639716399
Position 4486: 0.006451200196737324
Position 1116: 0.0054532419260548744
Position 1249: 0.0048898776442842665
Position 580: 0.0048694085459334594
Position 5892: 0.00473212997532714
Position 6142: 0.004454521149730244
Position 7902: 0.0036181263343965163
Position 2801: 0.00342958050337042
Position 5527: 0.003301672168317819
Position 1188: 0.002780843951708644
Position 5978: 0.0025768182309583473
Position 8295: 0.0024245696483703987
Position 343: 0.002042737368489377
Position 2336: 0.0020000856722255014
Position 1300: 0.0019211631897369527
Position 1304: 0.0015182657508266844
Position 3019: 0.001497720313075575
Position 5824: 0.0014865773264194915
Position 1993: 0.001405975962723595
Position 8285: 0.0013644610641026002
Position 2725: 0.001260239214874616
Position 8283: 0.0012116542548265745
Position 1476: 0.00114407756382728
Position 1905: 0.001120296906222213
Position 4941: 0.0010582337981960774
Position 8721: 0.0009826120480193378
Position 1333: 0.0009560456872370803
Position 8277: 0.0007193951714112179
Position 331: 0.000648822324736178
Position 564: 0.0006360531567556221
Position 695: 0.0006263256835568945
Position 2594: 0.0006100938767048061
Position 1872: 0.00045401227463602025
Position 9894: 0.0004449770080218906
Position 1277: 0.0004012662834877452
Position 684: 0.00026144155448718653
Position 1370: 0.00025330766144042433
Position 587: 0.00017292132069100192
Position 679: 0.00017162073206442691
Position 8689: 0.0001490233731975354
Position 1443: 0.00013725550305856513
Position 1386: 0.00010910969260812934
Position 8362: 0.00010188326844099662
Position 9489: 9.62546005732838e-05
Position 6556: 8.951263313479326e-05
Position 2780: 8.692626874502486e-05
Position 7450: 6.946770105327743e-05
Position 883: 5.9356237380708845e-05
Position 1924: 5.524297954200232e-05
Position 418: 5.177040983446435e-05
Position 1845: 4.469358524641409e-05
Position 6910: 3.7991686874160274e-05
Position 669: 3.7928318422107915e-05
Position 3345: 3.789825726340752e-05
Position 2164: 3.649433364318984e-05
Position 1151: 3.0370697393578205e-05
Position 22: 2.565822556231256e-05
Position 7439: 2.504560257709057e-05
Position 236: 2.4403658156138123e-05
Position 671: 2.386051911230982e-05
Position 1146: 1.619785988213223e-05
Position 1625: 1.4803143107306416e-05
Position 152: 1.4360230392133705e-05
Position 1633: 1.2095628853898053e-05
Position 3742: 1.1497535484175454e-05
Position 6505: 1.0831574367512424e-05
Position 367: 4.471168101140294e-06
Position 210: 4.041028592326772e-06
Position 540: 3.63170068791267e-06
Position 1302: 3.4404731622571594e-06
Position 426: 3.2785412989821323e-06
Position 441: 3.203805026363544e-06
Position 1129: 1.998625960390272e-06
Position 3629: 1.413978566410041e-06
Position 369: 1.130672916567084e-06
Position 3112: 5.897914748263645e-07
Position 1480: 4.6268790888276853e-07
Position 288: 2.512615638884845e-07
Position 1068: 1.8154534708036195e-07
Position 644: 1.6756393261684015e-07
Position 316: 1.3679687735247138e-07
Position 1255: 1.1821093748993076e-07
Position 925: 1.0726614570174616e-07
Position 1042: 9.462148591270247e-08
Position 305: 8.394160843922887e-08
Position 1016: 7.31737848455431e-08
Position 878: 5.752196362087857e-08
Position 17: 5.0373942811573454e-08
Position 286: 3.887362232127382e-08
Position 932: 2.0139411557584334e-08
Position 1789: 1.8530907793647077e-08
Position 794: 1.1710065047888671e-08
Position 2247: 4.869410692937337e-09
Position 351: 2.306637795464358e-09
Position 314: 1.8729984302894705e-09
Position 383: 8.101085861895701e-10
Position 335: 4.767881343449451e-10
Position 400: 1.1384195829207277e-10
Position 558: 2.6753577094306675e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8084: 0.8745715906593563
Position 7772: 0.6817640143892666
Position 2800: 0.6658407202295574
Position 6205: 0.5597868764082364
Position 9984: 0.3233677231339122
Position 7848: 0.25506682900615996
Position 1792: 0.2495071379320372
Position 1690: 0.20967728436247407
Position 1821: 0.18000501074709088
Position 8401: 0.14412774891948188
Position 3183: 0.12816883362616538
Position 2707: 0.12252496854275632
Position 8487: 0.10589625731213743
Position 9004: 0.07951949109648254
Position 9346: 0.07227944279503679
Position 8753: 0.0675239719361201
Position 3126: 0.06626681054774124
Position 3203: 0.06427974497706453
Position 515: 0.05522941015123269
Position 8982: 0.05041103521407965
Position 9328: 0.04083784526937255
Position 5695: 0.03535759767636812
Position 8432: 0.029017105407285027
Position 1795: 0.025784774124726514
Position 9031: 0.024869952386799097
Position 5152: 0.02160052877830819
Position 7698: 0.02124955042685767
Position 3237: 0.020050847314873048
Position 3081: 0.01933493850051039
Position 3165: 0.01703932611312973
Position 2939: 0.015648487300149047
Position 2133: 0.01509035076763334
Position 9662: 0.01453535281970221
Position 320: 0.014452763943362456
Position 6262: 0.014361884000534958
Position 2686: 0.01381016388840255
Position 8214: 0.012930169528559708
Position 2967: 0.012166916557673784
Position 8923: 0.01097226516336269
Position 7650: 0.010314147608639562
Position 9137: 0.009794668590608832
Position 1151: 0.009234719393295772
Position 6045: 0.00898018236067877
Position 4381: 0.008472963177340174
Position 2104: 0.008182299952633263
Position 9634: 0.0077837521800369035
Position 5351: 0.006227318043208141
Position 9594: 0.006065506350599625
Position 5996: 0.006034781119775856
Position 8888: 0.005790505707808049
Position 4526: 0.005294830167632881
Position 2583: 0.004864144607575282
Position 2862: 0.004856316325790037
Position 1022: 0.004644750081856624
Position 8439: 0.004624629503667947
Position 2629: 0.004563114785357701
Position 6489: 0.004421599851744724
Position 4021: 0.004401881285987985
Position 3190: 0.004214855741228687
Position 8715: 0.004104795422948755
Position 4481: 0.003997637827736734
Position 3142: 0.0037580346812101373
Position 3230: 0.003716215019764569
Position 1576: 0.0036204496867641763
Position 6066: 0.003606012074351173
Position 7864: 0.0033786209233006323
Position 602: 0.0031543652827225543
Position 2897: 0.0030710551875753993
Position 3720: 0.0030105771379526913
Position 10016: 0.002971594886942149
Position 4232: 0.002922179960116268
Position 998: 0.0027598858688490857
