Gene = EDARADD
index = 479
Annotated 5SS: [  228 14997 20022 33173 73999]
Annotated 3SS: [14937 19981 33113 73952 87988]
SMsplice 5SS: [  228 11881 12138 14997 33173 39771 41552 49803 73999]
SMsplice 3SS: [11688 11983 14937 33113 39688 41446 49715 73952 87988]
top_k =  1000
Partition function (log Z): -36.26804520699844

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9957355460589751
Position 14997: 0.9423599224261442
Position 11881: 0.7207318209185439
Position 20443: 0.45746199543827826
Position 12138: 0.3543189480579378
Position 12321: 0.3491297433066496
Position 20022: 0.32114121760551584
Position 19364: 0.31426036284318914
Position 19627: 0.18113838221571912
Position 12051: 0.13962011606973318
Position 12104: 0.09943576963227777
Position 13773: 0.09466934084317222
Position 12326: 0.09381541146188326
Position 3770: 0.08012243773213465
Position 4861: 0.06932713362792692
Position 4825: 0.068225977370013
Position 11870: 0.06379484254565171
Position 1383: 0.06367766799566571
Position 7259: 0.04945059412448259
Position 15940: 0.04402139978867963
Position 12389: 0.03894058696304199
Position 829: 0.03566486947869691
Position 861: 0.029055607058411263
Position 18154: 0.028112513665055804
Position 15108: 0.023113158572624484
Position 7552: 0.021300056584282315
Position 2624: 0.020748421506284205
Position 11098: 0.017500682188544777
Position 632: 0.017000751032401153
Position 12039: 0.01520911266538182
Position 13867: 0.01449697470069312
Position 12644: 0.01439953473900821
Position 16481: 0.008888233674115939
Position 9533: 0.008100917817022484
Position 16355: 0.007497484309061117
Position 3800: 0.006926036106232355
Position 1105: 0.006546551078702394
Position 20928: 0.005195363525766456
Position 3430: 0.0043887538004396395
Position 23342: 0.004010671321554674
Position 10157: 0.0035602749575518997
Position 9678: 0.0033824928624307635
Position 15001: 0.003118927064713765
Position 14068: 0.0029372091242822604
Position 15022: 0.002284163296493313
Position 13400: 0.0021073889269544437
Position 68: 0.0018084455615475761
Position 12953: 0.0017866041309399215
Position 23367: 0.0017480053795513638
Position 16566: 0.0016248663172219737
Position 4660: 0.0011237126104535157
Position 15226: 0.0009637212558240422
Position 16375: 0.0007268282981197441
Position 16336: 0.0006964206409520275
Position 2378: 0.0005351857357903643
Position 232: 0.0004663510949062779
Position 18031: 0.0003758101828247356
Position 16529: 0.0002647369865922511
Position 3349: 0.00023406645245366582
Position 2329: 0.0002316073629527661
Position 1690: 0.00021093749066109093
Position 4177: 0.00018134900361361042
Position 2173: 0.00015457797298191843
Position 1155: 0.0001450823814911435
Position 5922: 0.00011727631518616781
Position 4700: 0.00011540608628892804
Position 4607: 9.054417897764621e-05
Position 4582: 8.233963869535325e-05
Position 3774: 7.784431753831968e-05
Position 284: 5.854300360387757e-05
Position 538: 4.597496694553925e-05
Position 689: 4.1115495829918446e-05
Position 1234: 4.032872887464149e-05
Position 14946: 3.1274332867936874e-05
Position 2098: 3.0646496961772384e-05
Position 987: 2.8604669816425065e-05
Position 983: 2.4516528057595955e-05
Position 216: 2.4245646015178742e-05
Position 16025: 2.3439270933106798e-05
Position 15842: 2.231602199093747e-05
Position 545: 2.0287057141517504e-05
Position 2367: 2.0120363248249118e-05
Position 3368: 1.5776559252757635e-05
Position 2695: 1.4948442898641742e-05
Position 565: 7.790106161664314e-06
Position 865: 7.495674455998392e-06
Position 697: 5.893236323946397e-06
Position 636: 4.8763748582776715e-06
Position 2332: 3.6287114570005006e-06
Position 1064: 3.269003556163824e-06
Position 694: 3.075253675484388e-06
Position 950: 2.8688720252633665e-06
Position 2089: 2.8608460217448115e-06
Position 2433: 1.8128039197543758e-06
Position 738: 1.6521211129325663e-06
Position 844: 1.4920884035583136e-06
Position 730: 1.0951349369029358e-06
Position 373: 3.5730656864074147e-07
Position 375: 2.771707375216403e-07
Position 477: 2.3420252182354237e-07
Position 485: 2.2231498583808266e-07
Position 3819: 1.9390549174782977e-07
Position 21: 1.259373701021504e-07
Position 270: 5.267616454256689e-08
Position 524: 3.4360658738416625e-08
Position 640: 1.9938258822476158e-08
Position 112: 8.22150719733667e-09
Position 365: 3.6859030013710394e-09
Position 436: 1.7327090346892692e-09
Position 245: 1.1639473144471748e-09
Position 526: 9.545862985371397e-10
Position 838: 2.745872503393692e-10
Position 656: 3.994369829390419e-20
Position 638: 3.621730071267578e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 14937: 0.9626229396676689
Position 11983: 0.7710726358799463
Position 11688: 0.7496526798279147
Position 20294: 0.559913447708235
Position 19308: 0.2747252851330641
Position 19981: 0.2404387708375096
Position 12210: 0.22293199269041697
