Gene = SDHC
index = 1237
Annotated 5SS: [  169  9414 14241 26399 42584]
Annotated 3SS: [ 9356 14138 26336 42419 48071]
SMsplice 5SS: [  169  9414 14241 26399 42584]
SMsplice 3SS: [ 9356 14138 26336 42419 48071]
top_k =  1000
Partition function (log Z): -23.823387439650308

Sorted 5' Splice Sites (High to Low Probability):
Position 14241: 0.9913648873865893
Position 9414: 0.8004902923013854
Position 169: 0.6634114188667211
Position 26399: 0.5627318664414503
Position 618: 0.39444833136549884
Position 12512: 0.37674702765438073
Position 23262: 0.3572708254078014
Position 1715: 0.2955030877220264
Position 20296: 0.25840817277700134
Position 26511: 0.20257131728885602
Position 20053: 0.165096757273987
Position 347: 0.11732711825767149
Position 498: 0.07810410237014903
Position 4336: 0.06236383872878934
Position 28806: 0.06221769968411549
Position 2377: 0.038573129671589004
Position 14494: 0.02850137383431949
Position 1190: 0.028449754606521032
Position 13205: 0.025033445221940814
Position 6480: 0.023127228589896905
Position 21157: 0.02019592839560744
Position 10462: 0.01547823238599225
Position 773: 0.013977788745423842
Position 1303: 0.01388787281259771
Position 21484: 0.013225660026476946
Position 2631: 0.011558717694824628
Position 4564: 0.009273202694460629
Position 13106: 0.008682037406777882
Position 9019: 0.007300611629150878
Position 28855: 0.0066191143688664605
Position 1409: 0.005729920493107228
Position 23270: 0.004523753336084591
Position 9221: 0.0043004510938567195
Position 4363: 0.0038635685546589893
Position 190: 0.003672583841276386
Position 1994: 0.0033983612154721257
Position 1281: 0.003255177554020825
Position 194: 0.0029230576326317753
Position 1699: 0.0029033824312282267
Position 381: 0.002241666751680367
Position 16304: 0.0021921547810502292
Position 16009: 0.0021025204784817847
Position 2395: 0.001718071816686977
Position 2261: 0.0017149736673124241
Position 10892: 0.0016071376358607584
Position 8453: 0.0015751285904904368
Position 2117: 0.001453183968782106
Position 356: 0.0013640932029370797
Position 10386: 0.000982128272469231
Position 9866: 0.0009700482825394151
Position 23571: 0.0007849009356976171
Position 20694: 0.0006900410759708591
Position 16602: 0.0005295849560955078
Position 21470: 0.0005076339893651047
Position 23193: 0.0004900872315286832
Position 284: 0.0004346986953644275
Position 9874: 0.00035975810830678347
Position 103: 0.0002801408686542787
Position 178: 0.00024505901885553557
Position 1237: 0.00023785386591740178
Position 921: 0.000218903078018979
Position 1289: 0.0001750745339080603
Position 20925: 0.00015443554756904116
Position 981: 0.00012275684067342396
Position 1537: 0.00010311164814010796
Position 570: 7.028117177157377e-05
Position 3782: 5.790147731177993e-05
Position 622: 4.3868445080151975e-05
Position 1420: 4.193077714990166e-05
Position 20541: 4.094388066987078e-05
Position 1999: 3.4705759718415145e-05
Position 747: 3.304775835255586e-05
Position 513: 2.8951296525659558e-05
Position 662: 2.4854529448346638e-05
Position 967: 1.898064722775829e-05
Position 369: 1.8819510754775537e-05
Position 432: 1.8070577814560963e-05
Position 130: 1.581676062489719e-05
Position 1348: 1.4522314975399994e-05
Position 996: 1.35759822906113e-05
Position 1617: 1.3320523328187078e-05
Position 1326: 1.1356413689105634e-05
Position 532: 9.929701853210848e-06
Position 1730: 9.793757891637917e-06
Position 1745: 9.216366138641296e-06
Position 257: 8.88063958031522e-06
Position 800: 7.892863685284771e-06
Position 2081: 7.098828665818002e-06
Position 2137: 6.614846587276152e-06
Position 1174: 6.475788769758297e-06
Position 678: 5.2721325741584524e-06
Position 1638: 5.000099117885287e-06
Position 863: 4.8585174895149126e-06
Position 248: 4.830762167476785e-06
Position 1479: 3.937654009623896e-06
Position 1574: 3.3191186707997197e-06
Position 160: 2.901853170100891e-06
Position 1399: 2.676076489433431e-06
Position 1982: 1.6378238609463827e-06
Position 1432: 1.6226920984006812e-06
Position 121: 1.9474103312401502e-07
Position 637: 1.3404359134693078e-07
Position 233: 1.2520588127026816e-07
Position 286: 5.450200287891401e-08
Position 1130: 3.6134380831179925e-08
Position 1027: 2.9134646612437798e-08
Position 51: 1.937824779860015e-08
Position 328: 4.116072868731456e-09
Position 631: 2.7027489082577747e-09
Position 413: 2.204868374044102e-09
Position 777: 8.605816713021593e-10
Position 568: 1.2958519029831675e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14138: 0.9952229097047354
Position 26336: 0.753801498971735
Position 9356: 0.7454068680923399
Position 33920: 0.3864770065714572
Position 12393: 0.3442846911040985
Position 1496: 0.2955975594011801
Position 20173: 0.2667227277607408
Position 23148: 0.21751884062194157
Position 26611: 0.19660433028538435
Position 23170: 0.142242323039092
Position 338: 0.12178592069605007
Position 29401: 0.10437625988042538
Position 19912: 0.09526356181988382
Position 19966: 0.07852464701321686
Position 28693: 0.07813902501400721
Position 432: 0.06802093567910393
Position 4133: 0.06604091681213792
Position 9162: 0.05565173020448184
Position 28275: 0.05284953973540448
Position 2348: 0.04580581302900793
Position 26108: 0.045029951542193754
Position 469: 0.040797986872869486
Position 21256: 0.038564852890419214
Position 24612: 0.0346492359602651
Position 13102: 0.03372365261508534
Position 12389: 0.03266681486707445
Position 23126: 0.02327910844684048
Position 23424: 0.022862802162738817
Position 1233: 0.019317575479222807
Position 268: 0.01884024317334883
Position 30302: 0.017976246485602962
Position 1053: 0.017909386793193444
Position 20911: 0.01458331181231257
Position 359: 0.014561634335677283
Position 10344: 0.011804831679556328
Position 14376: 0.011362230626749762
Position 21676: 0.011050115679409882
Position 14358: 0.010584744836721437
Position 599: 0.009667448516932556
Position 25441: 0.008402616479605846
Position 21129: 0.008188336033126561
Position 4467: 0.008047830257499007
