Gene = TUSC2
index = 1511
Annotated 5SS: [ 290 1887]
Annotated 3SS: [1765 2056]
SMsplice 5SS: [ 290 1887]
SMsplice 3SS: [1765 2056]
top_k =  1000
Partition function (log Z): -3.684901005031093

Sorted 5' Splice Sites (High to Low Probability):
Position 1887: 0.9901242642626312
Position 290: 0.8951776631591587
Position 533: 0.27049379511421734
Position 2186: 0.19830831092031734
Position 2504: 0.05844201846706782
Position 2268: 0.05299562871229104
Position 2117: 0.035225887006310776
Position 240: 0.026795980318252782
Position 1206: 0.02589183724829024
Position 75: 0.017912349201209862
Position 1216: 0.010694311449431318
Position 81: 0.010170513599186954
Position 2260: 0.007652445650470025
Position 2132: 0.007495999460481201
Position 2978: 0.005370842607742335
Position 1122: 0.004133618195975451
Position 969: 0.003827028287925079
Position 98: 0.003291059179274362
Position 976: 0.00328850522319916
Position 2740: 0.00318717938035028
Position 96: 0.0030935726132026264
Position 751: 0.0025225247780364547
Position 2323: 0.002118116215149218
Position 2297: 0.0020292253441643667
Position 1594: 0.0017562315219208176
Position 1962: 0.0010376767168860876
Position 1237: 0.0007527371110675315
Position 1467: 0.0006966495139252557
Position 3199: 0.000525293329323986
Position 3146: 0.00045808701270163687
Position 516: 0.000401486561185799
Position 2319: 0.00035610721519750325
Position 1133: 0.0003166999217921287
Position 1072: 0.00030735477843281243
Position 1115: 0.0002892846160215602
Position 158: 0.0002888120774147297
Position 1934: 0.00028843063630996094
Position 2316: 0.0002778233957159075
Position 2272: 0.00022067429421180823
Position 494: 0.00021776245233021957
Position 478: 0.00020771211318895065
Position 2547: 0.00019463082912674122
Position 2729: 0.00017320738816300682
Position 1218: 0.00013310061849293906
Position 1191: 0.00011323392742411758
Position 273: 9.656427383424832e-05
Position 878: 9.057434846862333e-05
Position 2280: 8.008381728051144e-05
Position 450: 7.189371978553274e-05
Position 2708: 6.917579247231878e-05
Position 1394: 6.0508753728616044e-05
Position 3094: 5.102394501285441e-05
Position 2849: 4.880602313602829e-05
Position 430: 4.492266212440542e-05
Position 370: 4.179578319794135e-05
Position 971: 3.709609774991987e-05
Position 2330: 2.882577904608651e-05
Position 615: 2.7603190331479916e-05
Position 711: 2.6603604459943137e-05
Position 1437: 2.565459606828e-05
Position 2119: 2.1940954517966146e-05
Position 84: 2.1869443217891137e-05
Position 6: 2.155094946109689e-05
Position 2090: 2.1148685738437545e-05
Position 261: 2.077543922670375e-05
Position 1863: 1.9743321131407525e-05
Position 2286: 1.8679674059821203e-05
Position 1475: 1.8656507809859628e-05
Position 2438: 1.6617828997855422e-05
Position 1402: 1.6617401616305174e-05
Position 905: 1.3022316158908513e-05
Position 1208: 7.379805815420738e-06
