Gene = EIF3B
index = 493
Annotated 5SS: [  555  6037  7899  8262  8895  9664 11583 11726 12180 14817 16984 17930
 19741 20662 22210 23901 24377 24646]
Annotated 3SS: [ 5843  7778  8203  8765  9505 11450 11658 12132 14605 16910 17806 19661
 20522 22083 23822 24267 24527 25337]
SMsplice 5SS: [  555  6037  7899  8262  8895  9664 11583 11726 14817 16984 17930 19741
 20662 22210 23901 24377 24646]
SMsplice 3SS: [ 5843  7778  8203  8765  9505 11450 11658 14605 16910 17806 19661 20522
 22083 23822 24267 24527 25177]
top_k =  1000
Partition function (log Z): 36.97345930340619

Sorted 5' Splice Sites (High to Low Probability):
Position 7899: 0.9963805887946281
Position 24377: 0.9914273531629186
Position 22210: 0.9766985742160568
Position 17930: 0.9697943334104381
Position 20662: 0.9681899413413158
Position 555: 0.9494947289891098
Position 23901: 0.9357096569618326
Position 8262: 0.9147544241228174
Position 24646: 0.9136807081031234
Position 14817: 0.8887269243637649
Position 11726: 0.8775220606143904
Position 19741: 0.8293663185576904
Position 11583: 0.8046264535543092
Position 8895: 0.7927626249326141
Position 9664: 0.7258830484609369
Position 6037: 0.5775011600562086
Position 12180: 0.5483782011340399
Position 2448: 0.5015607754498715
Position 5024: 0.40209665892043683
Position 5927: 0.24734010705428253
Position 16956: 0.2393576965391028
Position 17598: 0.22750149921388588
Position 8990: 0.1764853355957891
Position 24874: 0.16976504936698636
Position 251: 0.16286998610593134
Position 19773: 0.14030488464645355
Position 18728: 0.13651034812477197
Position 11552: 0.10525923005183233
Position 11982: 0.09309216541253656
Position 20055: 0.07834862600147127
Position 17091: 0.0722624778048478
Position 18098: 0.06488292305051986
Position 20881: 0.06107262218310148
Position 19228: 0.05983388887981484
Position 9875: 0.052456735582323
Position 18830: 0.0518097209528459
Position 20363: 0.051578014057378815
Position 21293: 0.049930390552957934
Position 3062: 0.047798829431019756
Position 542: 0.04593732971634188
Position 12937: 0.04401739601707148
Position 13588: 0.043114625090798664
Position 9165: 0.042594139999874304
Position 8316: 0.04157800167189547
Position 18397: 0.032989604726231456
Position 23980: 0.03005178972950819
Position 4372: 0.0272952363633698
Position 1003: 0.02706395554105677
Position 14718: 0.02458991730813641
Position 11771: 0.022812571465669076
Position 20038: 0.022660842481300816
Position 14346: 0.02182522364210103
Position 9181: 0.02090109353493018
Position 5338: 0.02007058597606003
Position 218: 0.019029236658433403
Position 21898: 0.018560957300069736
Position 2514: 0.01665960216003319
Position 24971: 0.016459465100054686
Position 18080: 0.01632789834798516
Position 10702: 0.016292519172703683
Position 22357: 0.016214905468294565
Position 16395: 0.015718905822770943
Position 22392: 0.015077675014136455
Position 6233: 0.014501023284338147
Position 969: 0.01430429977901764
Position 2424: 0.013542845393907712
Position 210: 0.013435011201102194
Position 6213: 0.011677737917922803
Position 18689: 0.011360219143306368
Position 21169: 0.010000592860204875
Position 15811: 0.009799442147059695
Position 19262: 0.009741111678201627
Position 2103: 0.009711684610427958
Position 5130: 0.009146435171012487
Position 9058: 0.009116554695528948
Position 21005: 0.009008881485348594
Position 16667: 0.008789938140374653
Position 24127: 0.008215390071032802
Position 5706: 0.007797443142682377
Position 22521: 0.007530974856618474
Position 18301: 0.006948597015573124
Position 17122: 0.006902466199428263
Position 17843: 0.0068830566740013515
Position 9213: 0.006842831650403835
Position 5271: 0.0067072031781576676
Position 8430: 0.006446366526468629
Position 19234: 0.006182180207386886
Position 6456: 0.006029679193731056
Position 16988: 0.005883535550719446
Position 2670: 0.005832064350064138
Position 2573: 0.005600749903160091
Position 14102: 0.005494628525889386
Position 9725: 0.005388862087557502
Position 3515: 0.005388081154413352
Position 18538: 0.00534880551087639
Position 2129: 0.004575532181914679
