Gene = DLD
index = 448
Annotated 5SS: [  320  2309 10848 11424 12578 14089 14535 15399 24727 25995 26493 27092
 28130]
Annotated 3SS: [ 2229 10767 11354 12507 13987 14390 15296 24535 25823 26302 26953 28039
 28223]
SMsplice 5SS: [  320  2309 10487 10848 12578 13777 15399 24727 25995 26493 27092 28130
 28414]
SMsplice 3SS: [ 2229 10322 10767 12507 13651 15296 24535 25823 26302 26953 28039 28223
 29548]
top_k =  1000
Partition function (log Z): 15.941504264613592

Sorted 5' Splice Sites (High to Low Probability):
Position 15399: 0.9984784613984438
Position 28130: 0.977276209343341
Position 2309: 0.9387992307999667
Position 28414: 0.9338920312053193
Position 24727: 0.9326754771891782
Position 27092: 0.9308911193110688
Position 12578: 0.9129341856299381
Position 10848: 0.8945935991296469
Position 13777: 0.8450420409097937
Position 26493: 0.7814064057781472
Position 25995: 0.7486504276593633
Position 10487: 0.7238066075680861
Position 14089: 0.6563590000053316
Position 320: 0.6060628005908965
Position 28767: 0.4637048936196755
Position 14535: 0.4195491381157853
Position 10217: 0.39445163451424303
Position 27824: 0.3469009131573772
Position 27639: 0.31677403825183875
Position 11424: 0.2998424284075612
Position 14469: 0.24401232660092137
Position 1357: 0.24292241445921783
Position 4103: 0.21886101461360621
Position 27821: 0.1973755191518549
Position 10502: 0.18983478978709079
Position 26249: 0.1860903519708816
Position 335: 0.11924682413454817
Position 14830: 0.09070306982679299
Position 10115: 0.08756516442971742
Position 29013: 0.08056202043538464
Position 14797: 0.07740310344823395
Position 15198: 0.07203602412153426
Position 7255: 0.06759419503230174
Position 644: 0.06541128930457375
Position 24353: 0.06377459147223866
Position 14278: 0.06009338850911494
Position 904: 0.05972820417003928
Position 22640: 0.05641575186482455
Position 331: 0.05588954946636778
Position 10665: 0.05503723994468087
Position 18630: 0.0515244913548551
Position 1506: 0.05050642959181399
Position 135: 0.04716777958928884
Position 385: 0.04398810481964013
Position 18801: 0.04312399794599924
Position 10456: 0.040919223263471895
Position 2589: 0.037396076957495805
Position 19802: 0.03727615497809704
Position 22010: 0.03689616266088621
Position 10853: 0.036615484832217965
Position 28722: 0.031133265796547713
Position 169: 0.02716017243642286
Position 16794: 0.024292433533994257
Position 12659: 0.02426855171044751
Position 26527: 0.02365739691941669
Position 21890: 0.020212276687214033
Position 13431: 0.019872522937078425
Position 13367: 0.019855148415692008
Position 12842: 0.018101301602566303
Position 959: 0.017817517750024804
Position 1106: 0.017737319744036605
Position 19696: 0.016803783493698495
Position 11127: 0.01642995386158431
Position 6362: 0.014810078455408692
Position 14503: 0.014615537086736269
Position 1202: 0.014074436457038153
Position 13917: 0.014063279669129587
Position 7454: 0.013028148775266866
Position 5531: 0.01279706099371232
Position 6234: 0.011954951375721074
Position 28425: 0.01186786750242483
Position 979: 0.011124480409878127
Position 13188: 0.01051649446835761
Position 12350: 0.010019790345708357
Position 177: 0.009969842013191208
Position 244: 0.009935973426248065
Position 14057: 0.008897609505718471
Position 745: 0.00885205098424874
Position 25952: 0.00849648272976893
Position 7965: 0.0073869682128964685
Position 100: 0.007380266264404977
Position 9518: 0.006990977973033089
Position 14743: 0.006826712283715035
Position 7589: 0.006659810534746983
Position 8209: 0.004811651732534118
Position 2485: 0.004700253320606773
Position 27584: 0.004154868299166323
Position 9304: 0.004142197440829015
Position 29342: 0.0040773143791667365
Position 9332: 0.003687392964765734
Position 4005: 0.003510952689582859
Position 9384: 0.0033745541865951383
Position 10937: 0.0031561542708812207
Position 4429: 0.0030949215041243543
Position 14316: 0.0030835395899184667
Position 819: 0.0028432308176243207
Position 1147: 0.002837641932866259
Position 130: 0.002825162572392815
Position 26883: 0.0028054411914475875
Position 5103: 0.0027921066802898435
Position 4001: 0.002784412268971786
Position 8019: 0.0027601837423489074
Position 28881: 0.0026119779722528513
Position 10719: 0.0024300200379025663
Position 6583: 0.0022645846485308345
Position 29620: 0.0021855612388756033
Position 21944: 0.0021696831200450364
Position 9432: 0.0021494849450921396
Position 10532: 0.0020541227821587156
Position 5793: 0.002004989908858762
Position 3479: 0.0019660380234771727
Position 27831: 0.0017205707530370687
Position 366: 0.001658830916739266
Position 29328: 0.0014332756135317375
Position 2817: 0.0014239172287197142
Position 13802: 0.001419559240951137
Position 340: 0.0013627947078254687
Position 824: 0.001219265924006453
Position 986: 0.0010969863357852083
Position 13309: 0.0009895376616963082
Position 1235: 0.0009133483073465321
Position 10678: 0.0008529232364288113
Position 301: 0.0008459017901691386
Position 12996: 0.0007872566548287873
Position 16316: 0.0007624131992946092
Position 3445: 0.0007374068690140198
Position 1858: 0.0007160204280381247
Position 12582: 0.0007158827598438763
Position 11836: 0.0007048295914990401
Position 27815: 0.0006750872629016183
Position 11174: 0.0006604638086200523
Position 28498: 0.0006257369515450334
Position 3387: 0.0005942916748551067
Position 250: 0.0005715217077220018
Position 1814: 0.0005581461860027063
Position 17980: 0.000535134655407862
Position 486: 0.0005095227762720759
Position 955: 0.0004986545959756979
Position 376: 0.00045787182906200844
Position 297: 0.0004488456627541803
Position 1061: 0.0004155702294386295
Position 3835: 0.0004016020257213931
Position 28112: 0.00038706069214158905
Position 13034: 0.000360994170285101
Position 28055: 0.00034937713672385126
Position 1169: 0.00034752002408761724
Position 13329: 0.0003402965321102234
Position 2313: 0.0003362578036807716
Position 29320: 0.0003319403248339953
Position 1677: 0.00031663594631987376
Position 11531: 0.0003038564121135425
Position 1671: 0.0002965861154699914
Position 28771: 0.0002913468615229156
Position 12690: 0.00028277629098125796
Position 10968: 0.0002826584267513192
Position 13116: 0.0002694102528693361
Position 14781: 0.00026668856753178194
Position 3483: 0.00026400871932602966
Position 1206: 0.0002597077045827637
Position 14511: 0.00023611160444988322
