Gene = RUVBL1
index = 1218
Annotated 5SS: [  241  4497 10937 19052 22266 23230 24943 26525 36119 41342]
Annotated 3SS: [ 4409 10803 18899 22175 23079 24878 26325 36015 41249 42414]
SMsplice 5SS: [  241  4497 10937 19052 21729 21946 22108 22266 23230 26525 36119 41342]
SMsplice 3SS: [ 4409 10803 18899 21606 21832 22032 22175 23079 26325 36015 41249 42414]
top_k =  1000
Partition function (log Z): 4.012131774018118

Sorted 5' Splice Sites (High to Low Probability):
Position 36119: 0.9999855400004133
Position 10937: 0.9931219847222247
Position 23230: 0.9449231599589792
Position 22266: 0.9265703648014092
Position 26525: 0.8872993524225813
Position 4497: 0.8806629000804129
Position 19052: 0.8127366224898117
Position 21729: 0.7789953024727257
Position 22108: 0.770604806389879
Position 41342: 0.7575686541602431
Position 24943: 0.715627392631096
Position 21946: 0.6197398935483917
Position 40751: 0.5394995610499246
Position 3686: 0.5171432835941655
Position 38788: 0.4843138914923074
Position 21516: 0.4403946600272108
Position 21221: 0.43828520441300095
Position 241: 0.4311112332425476
Position 11991: 0.4227440398191459
Position 24239: 0.3522603048492962
Position 1676: 0.33096838650902255
Position 10576: 0.27962402994796465
Position 32349: 0.24131781908498248
Position 39421: 0.2251007199960693
Position 21899: 0.20802909586462753
Position 31158: 0.20121505141760804
Position 12087: 0.18575464341740924
Position 415: 0.1492749953575779
Position 5035: 0.14586940208588
Position 26869: 0.14379149869815439
Position 21694: 0.13956681602550242
Position 28843: 0.12900759784483387
Position 115: 0.12231556236541066
Position 18298: 0.11945679827646755
Position 31094: 0.11624657038804012
Position 41710: 0.11121910631449589
Position 29735: 0.10646689741932508
Position 1999: 0.09137369242480532
Position 22966: 0.07987328332640577
Position 29450: 0.07125717980631513
Position 40733: 0.06746675972222879
Position 10451: 0.06685419183179112
Position 42595: 0.06436963940199773
Position 30186: 0.059182027975005984
Position 7022: 0.056922180706132426
Position 307: 0.05605430693528702
Position 5294: 0.052293202373146754
Position 8544: 0.050478716389581686
Position 26794: 0.048623843244828116
Position 33861: 0.046719210164618975
Position 935: 0.04664947902124312
Position 681: 0.046165637996194914
Position 6830: 0.03876723951257149
Position 14998: 0.037431559370535675
Position 27: 0.03697383907751817
Position 21676: 0.03680514378271951
Position 998: 0.03519641293120018
Position 42611: 0.03509767799506058
Position 22873: 0.03458290385778928
Position 20201: 0.033139881141192436
Position 29083: 0.03220928323929759
Position 24288: 0.03026716347299303
Position 41976: 0.02894887896521213
Position 16906: 0.027214150686459763
Position 11358: 0.026840345736902405
Position 42571: 0.026774522732789113
Position 4305: 0.02412012104612547
Position 736: 0.022683190099713483
Position 19062: 0.022582862776081073
Position 24964: 0.02136434482079339
Position 34553: 0.01953738987215251
Position 10693: 0.017928858666510443
Position 1620: 0.0178142431494238
Position 23872: 0.014510932377059416
Position 467: 0.013974547438022742
Position 894: 0.01393890899388015
Position 25907: 0.013545998881452427
Position 3888: 0.013148188938589744
Position 36710: 0.01210979894461417
Position 38615: 0.01163085763104175
Position 13: 0.01074863914849433
Position 23133: 0.009440506276193564
Position 1653: 0.009272251546808562
Position 41990: 0.009119796756673057
Position 651: 0.008579918851203534
Position 41350: 0.008429853013076182
Position 18936: 0.008356196099967047
Position 23863: 0.008292503625228763
Position 36593: 0.008128853976518666
Position 28394: 0.008113929055072359
Position 41654: 0.008072036170288666
Position 904: 0.006607778888933237
Position 10108: 0.0065281026772040255
Position 311: 0.006137110899776904
Position 24283: 0.0060879781393143075
Position 160: 0.005978695257974057
Position 42585: 0.005937625105792375
Position 42415: 0.00556790372832849
Position 42360: 0.0054845737247488195
Position 38285: 0.005454488988655797
Position 40603: 0.005096154332596662
Position 22360: 0.005067579848568164
Position 19960: 0.005057216554448329
Position 22788: 0.00413554128753461
Position 22829: 0.0041219314600205404
Position 41971: 0.004005297239475604
Position 7018: 0.0037807635948193205
Position 9269: 0.003770080260511516
Position 22866: 0.0034430388574566897
Position 4193: 0.0032787741006248413
Position 25638: 0.0031241847437646396
Position 2220: 0.0028722324307726885
Position 1091: 0.002755947040494228
Position 11436: 0.0026772142291600644
Position 24326: 0.0024843566320260726
Position 4201: 0.0024330708457457237
Position 24355: 0.002432387478326117
Position 4318: 0.0022724610928815557
Position 1157: 0.002211675053417254
Position 487: 0.002147376454013792
Position 1664: 0.0020392013645102055
Position 37157: 0.0018229456164488042
Position 25986: 0.0017722047610437064
Position 11551: 0.001762490302004515
Position 341: 0.0017464177985286307
Position 1219: 0.0017149336113824046
Position 3964: 0.0013676910986262036
Position 42562: 0.0013642388822270918
Position 41537: 0.0013275911733993926
Position 593: 0.0013185965267831132
Position 590: 0.0012421571572104398
Position 3713: 0.0011045753035880508
Position 24710: 0.001100782946713687
Position 19161: 0.001088732233746018
Position 23651: 0.0010400682138487008
Position 22353: 0.0008560226165098738
Position 368: 0.0007889190640178667
Position 1542: 0.0007350393345660706
Position 14723: 0.0007149531000324113
Position 24442: 0.0006546902294853692
Position 22532: 0.0005431609002485924
Position 3664: 0.0005237296894005651
Position 25018: 0.0005070561454195811
Position 42777: 0.0005068902226745359
Position 13664: 0.0004965268701730559
Position 4331: 0.0004516528986225379
Position 217: 0.00044177811573027165
Position 1439: 0.0004322844968588666
Position 23273: 0.0004306047989270946
Position 5206: 0.00041134725644571655
Position 4073: 0.0003996293592390425
Position 611: 0.00038462127948888996
Position 729: 0.0003824761512339841
Position 5014: 0.0003557150456058267
Position 5442: 0.00035332923141444413
Position 1804: 0.00034199764883095064
Position 262: 0.00032894402731989587
Position 3944: 0.0003177283064318126
Position 13101: 0.0002915363558176997
Position 3111: 0.000290640681343435
Position 13115: 0.00026654672495411827
Position 1657: 0.0002488314208505703
Position 5089: 0.00024726378928163214
Position 2774: 0.00023631582426373066
Position 14793: 0.00022068069171792202
Position 1400: 0.0002198073428115341
Position 24142: 0.00021280452793413259
Position 26611: 0.00019561046461301213
Position 4606: 0.00019405635575400155
Position 1830: 0.00019132299879906487
Position 1972: 0.00018150453188807734
Position 40894: 0.00016916327746750742
Position 969: 0.00016138615011201946
Position 28833: 0.00016015064132080643
Position 22689: 0.0001558635333739527
Position 3004: 0.00014553405744991788
