Gene = WARS2
index = 1555
Annotated 5SS: [   117  64322  95090  98408 106577]
Annotated 3SS: [ 64063  95008  98321 106457 107311]
SMsplice 5SS: [   117    404   4200  12285  16073  48041  64151  64322  72790  90727
  95090  98408 106577]
SMsplice 3SS: [   212   4005  12140  15987  47957  64063  64223  72689  90615  95008
  98321 106457 108700]
top_k =  1000
Partition function (log Z): -39.07697151141485

Sorted 5' Splice Sites (High to Low Probability):
Position 4200: 0.9961012743986523
Position 117: 0.9899085241903732
Position 16073: 0.9879696349581937
Position 404: 0.9769189881136104
Position 12285: 0.6847678447457402
Position 13469: 0.535811160750496
Position 13863: 0.410346385481103
Position 3894: 0.40084129382442096
Position 3810: 0.16072480918700305
Position 8201: 0.14573329982207908
Position 9767: 0.10660277090711376
Position 7109: 0.049881494549314356
Position 5042: 0.04462405556069255
Position 14041: 0.04420522067907145
Position 24236: 0.041316691982703775
Position 3040: 0.03832569076544484
Position 2382: 0.03685812753204361
Position 21486: 0.03682917225398345
Position 3136: 0.03311808555349116
Position 7849: 0.027595770280192028
Position 969: 0.025059194348549026
Position 1457: 0.024310170464020675
Position 743: 0.02254216236975137
Position 7602: 0.019158861767856916
Position 11414: 0.018086256298394957
Position 18560: 0.017339309988732742
Position 9724: 0.015828986338440255
Position 19670: 0.010110274762577792
Position 18924: 0.010095620542783424
Position 3715: 0.008096450302055974
Position 5460: 0.0074788721063114415
Position 311: 0.0062369312510446705
Position 10250: 0.0053200981197803025
Position 3906: 0.004638084818296428
Position 55: 0.00391442222471459
Position 18528: 0.003770559958827151
Position 1906: 0.0035294503278969686
Position 13584: 0.002913017461516467
Position 13785: 0.0028130187044228434
Position 19043: 0.0028111862963671862
Position 2936: 0.0025079526672292496
Position 3033: 0.002363970581592747
Position 3855: 0.0022750421933034155
Position 16716: 0.001820388522675617
Position 19748: 0.0018116757974779322
Position 19536: 0.0018113353003004627
Position 2614: 0.0017466595993237842
Position 1072: 0.0016341478430154097
Position 3832: 0.0014952501372749209
Position 19009: 0.0013204613765542778
Position 19344: 0.0013047980929547047
Position 16480: 0.0010894584680842519
Position 5165: 0.001038702442838763
Position 6475: 0.0009584131807784116
Position 3682: 0.0007519308123637252
Position 1267: 0.0006865555623581883
Position 6858: 0.0006742533845513929
Position 767: 0.0006541164005840706
Position 15128: 0.0006248765993049075
Position 4396: 0.0005619832643674294
Position 756: 0.000517368673457054
Position 162: 0.0005130067466857744
Position 421: 0.000422726937865743
Position 3850: 0.00038323561613470803
Position 18797: 0.0003830180182084715
Position 4060: 0.00034080544286567795
Position 19674: 0.00031654364298565476
Position 19744: 0.00031093719720449786
Position 7616: 0.0003046047992378002
Position 16109: 0.00028737341360144015
Position 18317: 0.000278753597830974
Position 8641: 0.00027401601673889627
Position 3510: 0.0002075255121428656
Position 820: 0.0002048608490770408
Position 2386: 0.00017822504342501275
Position 2068: 0.00017468206821653263
Position 2998: 0.00015901578135909305
Position 6607: 0.00011402281934500595
Position 8978: 0.0001043602190166016
Position 5144: 0.00010429999259269609
Position 6124: 7.637906949141675e-05
Position 4461: 6.28191632633161e-05
Position 7534: 5.238507009123381e-05
Position 4157: 4.5801112015292486e-05
Position 1010: 4.4848188488128e-05
Position 18322: 4.298013252596798e-05
Position 440: 3.391355389443334e-05
Position 7729: 3.223986647931135e-05
Position 297: 3.16117976291665e-05
Position 17239: 3.080907607248603e-05
Position 4524: 2.852216931817077e-05
Position 6602: 2.5171435906564994e-05
Position 5930: 2.193216269984263e-05
Position 956: 1.5474146361840133e-05
Position 4430: 1.4796408842333261e-05
Position 4655: 1.1677523877739634e-05
Position 2779: 1.1191499959654673e-05
Position 2668: 1.0349606482623678e-05
Position 419: 9.792913176627711e-06
Position 574: 9.136321198564342e-06
Position 241: 7.13907068211396e-06
Position 276: 6.8879231767148754e-06
Position 1197: 5.48373692387555e-06
Position 876: 4.076842927035014e-06
Position 2142: 3.864332136773974e-06
Position 1349: 3.1670506006629664e-06
Position 1897: 2.0912396080154106e-06
Position 1014: 2.0887223981997182e-06
Position 218: 2.0594846490666408e-06
Position 1925: 1.5834427273822088e-06
Position 1964: 1.5785002117254895e-06
Position 305: 1.2964452084945877e-06
Position 693: 1.2023957925148094e-06
Position 1912: 1.1304679076484143e-06
Position 1715: 1.0266476420436265e-06
Position 1849: 1.0213349911885752e-06
Position 5739: 9.76056400549335e-07
Position 5908: 9.663439347885014e-07
Position 6550: 7.489417222732898e-07
Position 1807: 6.603298840961043e-07
Position 586: 5.543904310501354e-07
Position 1979: 5.448538158339962e-07
Position 1083: 4.4723440270239497e-07
Position 319: 4.3361961411271766e-07
Position 1452: 3.947383458622884e-07
Position 363: 2.666238419715511e-07
Position 561: 2.495383988270607e-07
Position 2037: 2.475906700873303e-07
Position 279: 2.46398574125111e-07
Position 527: 2.412207744181277e-07
Position 426: 2.162701793975424e-07
Position 467: 1.710134244629978e-07
Position 1729: 1.4151067713276592e-07
Position 1515: 8.882372395508614e-08
Position 725: 8.824050574620136e-08
Position 1090: 8.823764999768552e-08
Position 4129: 8.412093856557629e-08
Position 535: 7.66543768064503e-08
Position 6135: 7.569562750133408e-08
Position 782: 7.083555267726458e-08
Position 600: 6.807878633573893e-08
Position 1016: 6.35996296326228e-08
Position 259: 6.22905635718819e-08
Position 4196: 5.640584181144922e-08
Position 4231: 3.3497550412622884e-08
Position 540: 3.3093293786820976e-08
Position 388: 1.7844151953467447e-08
Position 464: 1.5091988383328486e-08
Position 740: 1.3410949037186922e-08
Position 672: 9.563397515666416e-09
Position 5518: 2.7132595382348257e-09
Position 583: 8.416341148014686e-10
Position 478: 5.422473288710041e-10
Position 4484: 5.217240359685846e-10
Position 443: 4.586736114974122e-10
Position 581: 2.733596281503029e-10
Position 598: 2.228633652716956e-10
Position 249: 7.205113080511232e-11
Position 284: 9.789284616557106e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15987: 0.9724100977919878
Position 4005: 0.8778773786483159
Position 212: 0.8712963684440068
Position 12140: 0.684916865305212
Position 3741: 0.5019420367477793
Position 13375: 0.34761900181433064
Position 13334: 0.19114032860713284
Position 13817: 0.1816040267583494
Position 13784: 0.15094215551654364
Position 19535: 0.14162126340532583
Position 25948: 0.12835362474791942
Position 26251: 0.12195776760544422
Position 20667: 0.08870093577549104
Position 13604: 0.08629658019397463
Position 9625: 0.07616716600671226
Position 240: 0.07421134540218723
Position 8110: 0.07227779073289439
Position 22804: 0.06409880378943976
Position 4103: 0.06168932994621829
Position 2935: 0.05858769037065898
Position 3580: 0.05425406500075942
Position 8063: 0.053084686517651365
Position 27280: 0.04694522680804716
Position 4996: 0.045681914840980546
Position 26207: 0.045379816635964874
Position 9671: 0.042536990711252144
Position 21379: 0.035930677008816476
Position 3951: 0.03581858645453053
Position 6976: 0.033642322970125975
Position 13975: 0.033168289740418674
Position 7402: 0.03168952864250843
Position 24146: 0.028786727519089332
Position 22000: 0.024716298825220015
Position 20711: 0.023887914431529423
Position 18912: 0.02258120553900434
Position 642: 0.021568240598079824
Position 2295: 0.021522674507230066
Position 272: 0.020078600153396617
Position 27476: 0.018547125172177388
Position 18443: 0.018406664841763537
Position 11363: 0.017263898738671405
Position 15648: 0.016021374239072284
Position 26130: 0.015832135160277663
Position 22544: 0.015246268183203699
Position 26402: 0.015116198949401943
Position 24055: 0.01489029801964134
Position 2173: 0.01389738379477287
Position 24014: 0.013388349371256405
Position 3714: 0.012369079072030085
Position 24864: 0.011778198245828538
Position 21731: 0.01104983019403809
Position 21402: 0.010775071905585973
Position 22033: 0.010433806813589427
Position 8060: 0.010283540215960844
Position 363: 0.01027497147204489
