Gene = BROX
index = 144
Annotated 5SS: [  390  3248  6479  6807  9962 11612 13003 14705 16276 17149 17625 18964]
Annotated 3SS: [ 3130  6371  6709  9865 11538 12896 14614 16189 17066 17473 18803 20074]
SMsplice 5SS: [  390  2717  3248  6479  6807 11612 13003 14705 16276 17149 17625]
SMsplice 3SS: [ 2591  3130  6371  6709 11495 12896 14614 16189 17066 17473 20074]
top_k =  1000
Partition function (log Z): 14.039403727129624

Sorted 5' Splice Sites (High to Low Probability):
Position 6807: 0.9991354501324958
Position 17625: 0.9452203805112765
Position 14705: 0.9413781676175171
Position 11612: 0.9232096109462793
Position 13003: 0.9191734255910191
Position 6479: 0.8672311723225513
Position 16276: 0.7061438141755715
Position 2717: 0.7056843751002033
Position 17149: 0.6799769710586042
Position 3248: 0.65503511526476
Position 390: 0.6240762099341922
Position 864: 0.41400497125887686
Position 20193: 0.31982996207068526
Position 3283: 0.3144829523236005
Position 9962: 0.29018852037780785
Position 16979: 0.2190680955485672
Position 10414: 0.2160532710584311
Position 63: 0.19052218926724934
Position 2974: 0.18175985068655573
Position 7544: 0.1192908123160886
Position 20487: 0.10492668728412749
Position 1115: 0.0931160890573019
Position 20832: 0.09101667465923334
Position 16945: 0.08025768282475557
Position 10007: 0.07990839481576632
Position 18964: 0.07668708552026855
Position 12518: 0.07513925564597672
Position 20456: 0.07368703171216157
Position 11988: 0.06951615979993842
Position 1154: 0.06285045737774048
Position 8131: 0.05984009187452785
Position 9143: 0.055680243429319966
Position 13017: 0.048718056767430455
Position 20146: 0.047088171178254555
Position 10456: 0.04611041536569276
Position 6627: 0.0439996787348227
Position 394: 0.028759253836031434
Position 18425: 0.027989041531460042
Position 15474: 0.02739551443737391
Position 16926: 0.02688264361594938
Position 2506: 0.026307535585753723
Position 6205: 0.02584331342193454
Position 22215: 0.021348118059427313
Position 7572: 0.01874717006700606
Position 8078: 0.018674007622654087
Position 11269: 0.018333007954684146
Position 821: 0.01825825519236265
Position 15228: 0.015990699038130895
Position 10127: 0.014896040518528613
Position 218: 0.014429726989815237
Position 1204: 0.013131265098994193
Position 15500: 0.01302457686935801
Position 1176: 0.011995157760774
Position 17370: 0.011666033841487209
Position 5542: 0.01110694637773062
Position 2660: 0.010190294844890644
Position 15504: 0.009893753261463646
Position 20402: 0.009483462392770517
Position 6256: 0.009301917408302364
Position 2942: 0.007990819036749593
Position 661: 0.007836029412346623
Position 15453: 0.007638219021119729
Position 10398: 0.006538503710932891
Position 17603: 0.006162596841394096
Position 7531: 0.005997622262628448
Position 2764: 0.005982049106344569
Position 16303: 0.004863736894892874
Position 2497: 0.004349108959044064
Position 18421: 0.003991337274147698
Position 11997: 0.0035474762466861064
Position 1004: 0.003367225475793206
Position 11720: 0.0033236898975052874
Position 7110: 0.0032096188439805344
Position 12520: 0.003200637951972019
Position 16971: 0.003085814538585835
Position 15162: 0.0030049261018340375
Position 1377: 0.0026102180520466466
Position 13343: 0.002502115721785591
Position 1225: 0.0022410980698471996
Position 18026: 0.0022084252787323484
Position 21094: 0.002104358952089795
Position 17629: 0.0020576261328657305
Position 6503: 0.0020513212721465484
Position 16743: 0.001970660088136369
Position 15321: 0.001941213575204886
Position 13300: 0.0019267137393370866
Position 15756: 0.0018720517157552069
Position 3517: 0.0018163828744390627
Position 1213: 0.0017330632420155746
Position 1350: 0.0016782428706103587
Position 12384: 0.0015837919037221255
Position 14106: 0.0012112839571670974
Position 6266: 0.0011561342539420333
Position 18901: 0.0011277354033324767
Position 17947: 0.001096341525442511
Position 19022: 0.0010685512155209171
Position 19379: 0.0010558790128279605
Position 19414: 0.0009223526162192298
Position 1008: 0.0009190538387832734
Position 19350: 0.0007398873762389555
Position 4287: 0.0007256955130018994
Position 12342: 0.0007147604227175008
Position 2984: 0.0007020081716716445
Position 15379: 0.0006767742758602857
Position 7015: 0.0006549673195558722
Position 17126: 0.0006178353496106182
Position 1211: 0.000615507409440138
Position 12982: 0.0005720372936539495
Position 13644: 0.0005267903110969818
Position 21328: 0.00043210786823856675
Position 18372: 0.00042498679687527754
Position 7635: 0.00041481958588864427
Position 12336: 0.00040926306515118424
Position 17083: 0.0003901831998222989
Position 6799: 0.0003894147407201359
Position 832: 0.0003537884699309136
Position 2728: 0.0003347195225475464
Position 2484: 0.00032796244469683356
Position 2363: 0.00032159378227980724
Position 16280: 0.00031689027913082605
Position 2928: 0.00029112752338920434
Position 8282: 0.00028595213850844735
Position 16338: 0.0002789461760060492
Position 1925: 0.00025551224873024625
Position 1062: 0.00022132030558976161
Position 17352: 0.00022011810151674775
Position 18621: 0.00021435002763776583
Position 14393: 0.00021408463436630183
Position 243: 0.000194741131389327
