Gene = ADPRHL2
index = 35
Annotated 5SS: [ 241 2466 2951 3220 3648]
Annotated 3SS: [2368 2742 3034 3546 4221]
SMsplice 5SS: [ 241 2466 2951 3648]
SMsplice 3SS: [2368 2742 3546 4221]
top_k =  1000
Partition function (log Z): 2.6771756897441756

Sorted 5' Splice Sites (High to Low Probability):
Position 2466: 0.9715085038181951
Position 241: 0.8615638645370102
Position 2951: 0.8554532333992839
Position 3648: 0.8360222116012459
Position 503: 0.560548892174714
Position 3220: 0.3605110889273159
Position 3238: 0.17639399824028545
Position 3251: 0.172509282931018
Position 1115: 0.16757776460677135
Position 2892: 0.0879359267792717
Position 229: 0.0410657125871813
Position 1306: 0.030751011000280836
Position 4640: 0.02869234497428611
Position 1066: 0.023357745059105917
Position 61: 0.02313865554337138
Position 4045: 0.02218482509477471
Position 2500: 0.01764799671881619
Position 176: 0.016204989027918053
Position 1074: 0.01244219431029599
Position 4422: 0.010629264509134248
Position 3189: 0.009387283597776519
Position 601: 0.005495923198965247
Position 3224: 0.005399747136125084
Position 3199: 0.004691379049211419
Position 3652: 0.004513172859094822
Position 1017: 0.0041392755861432385
Position 1263: 0.0037939256620534564
Position 3617: 0.00359850504855084
Position 4354: 0.0035432586990326123
Position 1024: 0.002867019795310749
Position 4099: 0.0028132729459322946
Position 1045: 0.0026150743488733523
Position 3255: 0.0025624820793313857
Position 2903: 0.002424479024569691
Position 486: 0.00218967387014587
Position 1093: 0.0020000206043242876
Position 530: 0.0018996529181171946
Position 2449: 0.00182559365853931
Position 1523: 0.0017949142664349113
Position 4542: 0.0016785594006674916
Position 3019: 0.001518359490528824
Position 2624: 0.0015021831533984036
Position 324: 0.0009046020735222857
Position 3695: 0.0008250038359876393
Position 1351: 0.0008246669438340707
Position 3547: 0.0008232538524329368
Position 1243: 0.0008071360534993098
Position 3247: 0.0007968075216204369
Position 876: 0.0007864044712116609
Position 4248: 0.0006098255457604967
Position 3245: 0.0005527590916094539
Position 918: 0.0005223438045104009
Position 708: 0.00045892656596473327
Position 798: 0.0003777003760038231
Position 2784: 0.0003752384431724027
Position 2006: 0.00036793854595779275
Position 1258: 0.0003604376224748757
Position 3656: 0.0003565372578821126
Position 261: 0.0003323453145035988
Position 4172: 0.00032040479381134987
Position 4793: 0.0003194162529362094
Position 2942: 0.00030971466282257975
Position 317: 0.00020718672481633127
Position 271: 0.00020177889581416398
Position 840: 0.00019402077525908402
Position 636: 0.00019302350646214272
Position 1240: 0.00017738348984133143
Position 818: 0.00017594386563278905
Position 3259: 0.0001481013230262278
Position 2829: 0.00013444928878435285
Position 842: 0.00012480718102084791
Position 1311: 0.00011605722811481065
Position 3635: 0.00011200935792962281
Position 3632: 8.061203145786365e-05
Position 852: 7.673552283638008e-05
Position 3293: 7.421141423473165e-05
Position 849: 6.991868151924774e-05
Position 712: 5.976452465814962e-05
Position 4755: 5.3006018961015904e-05
Position 2478: 5.012466682493724e-05
Position 2330: 4.6866771029650026e-05
Position 972: 4.684452557960833e-05
Position 869: 4.6722408590055396e-05
Position 661: 4.441791996349695e-05
Position 2933: 3.7851493335219126e-05
Position 4399: 3.752986525145856e-05
Position 426: 3.561889358289583e-05
Position 403: 3.419247072647418e-05
Position 2508: 3.3467022559381355e-05
Position 199: 3.111719668530153e-05
Position 2931: 2.9981638888190005e-05
Position 1031: 2.8382530574866445e-05
Position 2707: 2.6961803816406077e-05
Position 1371: 2.1476590669976156e-05
Position 1678: 1.940963302467036e-05
Position 1635: 1.7884635889552918e-05
Position 698: 1.7005695377212484e-05
Position 651: 1.5295158349549024e-05
Position 135: 1.3707777573480204e-05
Position 1663: 1.2883260822637468e-05
Position 1645: 1.2874386945218604e-05
Position 2413: 1.2208991056067537e-05
Position 180: 1.1333647145924747e-05
Position 192: 9.701429084327698e-06
Position 2580: 8.313384700639354e-06
Position 165: 3.231432150727294e-06
Position 2860: 2.5738751643905514e-06
Position 2792: 2.363061265367042e-06
Position 1026: 1.4308857378865478e-06
Position 3968: 4.721392590759867e-07
Position 581: 3.651376398106141e-07
Position 8: 3.168994755616307e-07
Position 2837: 3.1281743864186324e-07
Position 479: 2.624901548582863e-07
Position 507: 1.398736318820217e-07
Position 18: 4.050549339259278e-08
Position 488: 9.169881060708342e-09
Position 397: 3.9017370147338954e-09
Position 523: 2.8924992184342595e-09
Position 187: 1.4770712599622774e-09
Position 609: 4.163270463431824e-11
Position 445: 3.7781148016741045e-11
Position 456: 1.3368321917935123e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2368: 0.9708376664168162
Position 2742: 0.9489647255555818
Position 4221: 0.8207327226842489
Position 3546: 0.7409599861991697
Position 3127: 0.45299784095867823
Position 378: 0.2403748942017355
Position 423: 0.23482621341947393
Position 3055: 0.11244106183036964
Position 1004: 0.11096942564840333
Position 4886: 0.07400064464311432
Position 3100: 0.07323017936661995
Position 3034: 0.06659539463514969
Position 3363: 0.04441802092413596
Position 4502: 0.04023822475101311
Position 818: 0.03545461354040029
Position 1205: 0.03522216201056062
Position 3479: 0.02601727893699293
Position 706: 0.025353040850067447
Position 3313: 0.02493013941647473
Position 3900: 0.024744230219477605
Position 3512: 0.022776977460438132
Position 876: 0.02110145285320773
Position 2998: 0.019712499201668284
Position 3693: 0.01870657233603106
Position 2371: 0.016053531400654953
Position 152: 0.013389950126415251
Position 382: 0.011964908683057336
Position 3807: 0.010416767389843698
Position 361: 0.008903925860277856
Position 942: 0.008373785377661338
Position 4318: 0.006318460508198
Position 4421: 0.006291819975271336
Position 4660: 0.00604153202222766
Position 4728: 0.005352088991845472
Position 3001: 0.005237163598984921
Position 2571: 0.005165050732606461
Position 3963: 0.004269772776083651
Position 3405: 0.004252680110151202
Position 1065: 0.0041294859993303975
Position 4005: 0.003839957636106732
Position 2386: 0.0037459229577123
Position 484: 0.0036799345229374045
Position 892: 0.0033033935256672068
Position 3018: 0.003258900054238409
Position 743: 0.0030807461592505755
Position 4244: 0.003076742359643664
Position 569: 0.002785896208149379
Position 3446: 0.002780027187083698
Position 4541: 0.0027482074366962767
Position 3923: 0.002524459572568986
Position 2697: 0.0019035031037942126
Position 5015: 0.00134918014495654
Position 4505: 0.001320623135243807
Position 1253: 0.0012581781888901325
Position 4365: 0.0011479056500564753
Position 3935: 0.0011363087345114934
Position 4175: 0.001135318035339904
Position 823: 0.0010551208179353712
Position 3157: 0.0008763421913528331
Position 363: 0.0007548740397731841
Position 3813: 0.0006206335613124223
Position 462: 0.0006199026746910313
Position 3371: 0.0006183981209628622
Position 4562: 0.0006048547804657747
Position 3844: 0.0004995139412526079
Position 3778: 0.00047043344904393287
Position 2812: 0.00046150239944518675
Position 4890: 0.0004603675241529378
Position 3015: 0.00044122804539690184
Position 1016: 0.0004135672288088254
Position 1211: 0.00041162517647437314
Position 393: 0.00040250318452427836
Position 541: 0.0003917488382661709
Position 2860: 0.0003865699390655475
Position 1333: 0.0003517213674565985
Position 3835: 0.0003334780574202954
Position 708: 0.00030412886079268705
Position 2302: 0.00029686068654911967
Position 4483: 0.00028719001766290043
Position 197: 0.0002736542187715234
Position 180: 0.00025775195950559116
Position 3559: 0.00024403337352561801
Position 1226: 0.00022209304822332513
Position 4044: 0.00021605175810423817
Position 3216: 0.00020918607477677466
Position 2809: 0.00019300897767533004
Position 338: 0.0001925709644178223
Position 1857: 0.00018559033407229643
Position 1182: 0.00018253942330300212
Position 2928: 0.0001798849125589731
Position 3576: 0.00017885318006777406
Position 3768: 0.00017649731840634314
Position 3711: 0.00016138828224320504
Position 403: 0.00015185899126368257
Position 947: 0.00014932456972494674
Position 2752: 0.0001385805861202478
Position 2574: 0.00013392555823841352
Position 4758: 0.00013253595983853675
Position 2669: 0.00011569937082128777
Position 546: 0.00011198111630938893
Position 388: 9.805699246696099e-05
Position 2418: 9.673574872238573e-05
Position 2873: 9.57302277793808e-05
Position 3320: 9.571684766341125e-05
Position 507: 8.487275181744247e-05
Position 1732: 8.034252695659087e-05
Position 4057: 6.915794108991336e-05
Position 3141: 6.636977856349776e-05
Position 4065: 6.382832162162729e-05
Position 3379: 5.9232016412602585e-05
Position 1023: 5.30595660454758e-05
Position 4290: 5.0499210467885164e-05
Position 347: 4.8881332351765e-05
Position 4975: 4.662041931979004e-05
Position 4113: 4.485996062702922e-05
Position 2795: 4.430909006414396e-05
Position 1179: 4.368564761160064e-05
Position 1946: 4.31944027540546e-05
Position 4024: 4.238970434083561e-05
Position 1020: 4.087929392048664e-05
Position 1342: 3.967504752172672e-05
Position 2174: 3.843518497426681e-05
Position 2277: 3.307916754826454e-05
Position 2775: 2.990974998395391e-05
Position 1170: 2.4192438548219598e-05
Position 523: 2.399952232748372e-05
Position 2931: 2.2230953265820117e-05
Position 2891: 1.939828271094124e-05
Position 2845: 1.804699715180846e-05
Position 199: 1.5737596338987416e-05
Position 2255: 1.264706577739343e-05
Position 2528: 1.2194826806491203e-05
Position 1036: 1.0603809901032097e-05
Position 3133: 8.570393515059191e-06
Position 2428: 8.302906232119677e-06
Position 2699: 7.089976765851172e-06
Position 2064: 6.714482427559374e-06
Position 2629: 6.08792847645451e-06
Position 2755: 5.9421778286214216e-06
Position 2047: 4.260529619264028e-06
Position 530: 1.7138977495570787e-06
Position 397: 1.4843606421070443e-06
Position 712: 1.1442445546134617e-06
Position 2761: 8.627332848624227e-07
Position 586: 8.40994537714718e-07
Position 1039: 6.551129776213154e-07
Position 589: 5.837868793834393e-07
Position 607: 5.447487494657656e-07
Position 2265: 5.289388088140809e-07
Position 3267: 3.238657789718416e-07
Position 240: 2.411357564441166e-07
Position 2765: 2.1233777833194588e-07
Position 2594: 2.0955941816419743e-07
Position 261: 1.3761431747884127e-07
Position 229: 1.1743046119800472e-07
Position 2792: 1.1182030010175118e-07
Position 723: 1.001334781460379e-07
Position 233: 8.904461380049177e-08
Position 283: 8.085621259730183e-08
Position 290: 4.490805079354337e-08
Position 2638: 4.079041909206026e-08
Position 300: 3.969443930612592e-08
Position 206: 3.0972729015759126e-08
Position 102: 2.797831067278727e-08
Position 3199: 2.377032003140679e-08
Position 265: 1.3078861155403015e-08
Position 616: 6.34734202087265e-09
Position 4069: 5.197979487915103e-09
Position 620: 2.262402691642575e-09
Position 651: 2.209174685335592e-09
Position 636: 1.4773295127723504e-09
Position 2148: 1.052594698632433e-09
Position 2087: 7.221106467424434e-10
Position 757: 2.5618976896277763e-10
Position 267: 1.6448623308881493e-10
Position 279: 1.1930209824606868e-10
