Gene = MRPS22
index = 875
Annotated 5SS: [   290 174555 338393 341239 342519 344517 345255 346987 349985]
Annotated 3SS: [174483 338149 341071 342353 344372 345170 346840 349875 351112]
SMsplice 5SS: [   290  50172  75898  79482  79650  79842  81419 106540 115634 137726
 151862 156621 157405 180434 210917 225942 246160 246424 254763 258844
 285575 314839 315061 342519 344517 345255 346987 349985]
SMsplice 3SS: [ 50033  75836  79394  79567  79744  81295 106403 115481 137648 151758
 156514 157223 180351 210811 225738 246041 246265 254621 258671 285494
 314709 314929 342353 344372 345170 346840 349875 351112]
top_k =  1000
Partition function (log Z): -155.5990897684733

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.7885197450472563
Position 14683: 0.4121638631823543
Position 15231: 0.3026486353272384
Position 14569: 0.2714308408591446
Position 14917: 0.2405387913408291
Position 176: 0.18247873589271651
Position 530: 0.12253981476271557
Position 838: 0.07728463721134678
Position 14606: 0.07270489632844725
Position 15657: 0.06788207690743601
Position 14171: 0.06205918329071897
Position 14950: 0.02808000248360062
Position 15247: 0.017765392783593528
Position 232: 0.008967055102487395
Position 15831: 0.008753156317394917
Position 792: 0.0078017793100910605
Position 14934: 0.006295302836004062
Position 5436: 0.005780610643079029
Position 14943: 0.0052835107478410885
Position 132: 0.003464711981796364
Position 14625: 0.0018053414047495928
Position 854: 0.0016647049691629356
Position 2005: 0.0016189204095292094
Position 846: 0.0013947979505467632
Position 733: 0.0009967349784845527
Position 311: 0.0008575021809068192
Position 927: 0.000466783170339007
Position 537: 0.00034278562732931406
Position 348: 0.00027760307267059737
Position 178: 0.00020345058936674607
Position 3692: 0.00016557610909215443
Position 3112: 0.0001326172007704174
Position 3510: 0.00010207626353974473
Position 5729: 8.070853251284896e-05
Position 497: 6.028473201685253e-05
Position 3537: 5.714737578821964e-05
Position 543: 4.662002176547756e-05
Position 4400: 4.622224366533248e-05
Position 539: 3.746553169543762e-05
Position 88: 3.085136923888978e-05
Position 1257: 3.0007696331290926e-05
Position 1812: 2.8992053330967507e-05
Position 112: 1.784393866555984e-05
Position 4103: 1.3434675232170433e-05
Position 136: 1.2232409160636273e-05
Position 559: 1.1512967621579339e-05
Position 2975: 8.156743109823561e-06
Position 322: 7.996282806192125e-06
Position 396: 7.986149890956168e-06
Position 180: 6.567995448448676e-06
Position 209: 3.3992174767995066e-06
Position 518: 3.3008126041712665e-06
Position 637: 1.968847127300966e-06
Position 704: 7.631319307296985e-07
Position 5284: 2.0045089903224687e-07
Position 5438: 1.448673501828353e-07
Position 600: 1.3356963679818353e-07
Position 862: 1.2446745547295467e-07
Position 721: 1.1691528663349527e-07
Position 1185: 7.855180794614229e-08
Position 1189: 5.76779344453349e-08
Position 238: 5.356079801291449e-08
Position 728: 3.5812737024088515e-08
Position 1158: 2.697901865579586e-08
Position 1266: 2.6254091312420764e-08
Position 1178: 1.9091191473318914e-08
Position 894: 1.724634057098675e-08
Position 1131: 6.666743790428976e-09
Position 754: 5.035952788543915e-09
Position 2788: 3.740195295062839e-09
Position 2741: 3.5751839326974116e-09
Position 2939: 2.095619814566381e-09
Position 1925: 1.640383296989863e-09
Position 1174: 9.663438955958394e-10
Position 945: 8.980080933889856e-10
Position 884: 7.618165342057193e-10
Position 115: 6.020297918752619e-10
Position 782: 4.945026372539915e-10
Position 241: 4.3891378512149587e-10
Position 411: 3.944148684230311e-10
Position 61: 3.0323272825170286e-11
Position 870: 1.0323692846858274e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14467: 0.6099300643380747
Position 15407: 0.3952111304499746
Position 15988: 0.3620728771369758
Position 14814: 0.3389503451933211
Position 15118: 0.32604064786641207
Position 14394: 0.17064857051340102
Position 421: 0.10257946042728014
Position 691: 0.07061244623217558
Position 19232: 0.06514601139075449
Position 13965: 0.06205918329071897
Position 15497: 0.045535213954479535
Position 18164: 0.030270656141502032
Position 18049: 0.020006428805165365
Position 765: 0.010466806183113768
Position 5177: 0.00866406392174829
Position 5643: 0.0069459823666370435
Position 6987: 0.005187780562413088
Position 6054: 0.005133077892052421
Position 330: 0.0045891225217028955
Position 2325: 0.0035801654933898613
Position 3238: 0.0035008928736315974
Position 4063: 0.0033370914907767486
Position 10661: 0.003182523493243116
Position 7760: 0.0030686563553432127
Position 1523: 0.0030456595235347043
Position 4177: 0.002711563786049075
Position 8334: 0.002570714014913475
Position 464: 0.0024519662580333814
Position 10781: 0.001931746044140637
Position 488: 0.001769890407440939
Position 6206: 0.0016146888546734147
Position 428: 0.0014253130655077313
Position 14723: 0.00136070354633883
Position 3728: 0.0011669110475334113
Position 5341: 0.0011370243324881984
Position 782: 0.0010729980046201497
Position 887: 0.001043057962697761
Position 4550: 0.0010418901445066954
Position 5619: 0.0010392620166291022
Position 4282: 0.001021073894229612
Position 732: 0.0009473164571973356
Position 12112: 0.0009143013944139109
Position 1891: 0.0008761954812997179
Position 6380: 0.0007842017444979958
Position 8420: 0.0006608966165590238
Position 6769: 0.0006529467418598559
Position 4345: 0.0006398066429499455
Position 8688: 0.0005700377827827306
Position 389: 0.000548471047203719
Position 11199: 0.00054162312341032
Position 637: 0.0005396421263241432
Position 750: 0.0005388582803146165
Position 12132: 0.0005105928764362109
Position 8223: 0.00042968401454827974
Position 1029: 0.0004245778683541667
