Gene = AP5Z1
index = 88
Annotated 5SS: [  135  5691  6133  7839  8177  8750  9427  9831 10063 10807 12155 12673
 13330 14308 14970 15266]
Annotated 3SS: [ 5552  5945  7693  8066  8580  9285  9792  9899 10627 12011 12531 13217
 14209 14836 15050 15492]
SMsplice 5SS: [  135  5691  7839  8177  8750  9427  9831 10063 10807 11051 12155 12673
 13330 14308 14970 15266]
SMsplice 3SS: [ 5552  7693  8066  8580  9285  9792  9899 10627 10877 11973 12531 13217
 14209 14836 15050 15492]
top_k =  1000
Partition function (log Z): 31.187746191508957

Sorted 5' Splice Sites (High to Low Probability):
Position 12673: 0.987679482191845
Position 12155: 0.9872530881650142
Position 5691: 0.9611211948304212
Position 135: 0.9528436828036535
Position 13330: 0.9449403253612517
Position 11051: 0.9417878211068739
Position 8177: 0.9340656818839586
Position 8750: 0.9278858018462274
Position 14308: 0.907544601356553
Position 14970: 0.7666104593356929
Position 10807: 0.6952760844745504
Position 10063: 0.6862722676165278
Position 13695: 0.6720284177897604
Position 9427: 0.6644216978844764
Position 9831: 0.5868386933917865
Position 7839: 0.5504894036249157
Position 15266: 0.5039366570932178
Position 6133: 0.30750051191621963
Position 9999: 0.29490733643367845
Position 7076: 0.19970489762664428
Position 7344: 0.1746906411146652
Position 13044: 0.12930799002901222
Position 15188: 0.11092116137186464
Position 10322: 0.1101112908623592
Position 274: 0.10124314226249843
Position 10503: 0.0953536523867177
Position 14287: 0.08823273538477051
Position 302: 0.07423417490665923
Position 365: 0.05822735399565319
Position 10846: 0.05347782481738049
Position 14538: 0.05203251398166753
Position 14670: 0.04925281437560116
Position 15153: 0.04721131386325472
Position 15201: 0.04044205730942388
Position 6016: 0.04042537783655853
Position 7805: 0.030831983093084152
Position 13881: 0.030446325177641467
Position 8427: 0.029864578013479255
Position 15719: 0.026840758488930277
Position 8790: 0.02553925842093362
Position 15273: 0.025417040075194335
Position 12430: 0.025068852482412942
Position 15369: 0.021034141293412075
Position 326: 0.02016789048831725
Position 14548: 0.017316688478125945
Position 2045: 0.016801880576975955
Position 15659: 0.015598901130083833
Position 13105: 0.015392138935208308
