Gene = PUM3
index = 1100
Annotated 5SS: [  197  5816  7062 10211 10885 12991 13280 14468 15567 17169 19525 20461
 24224 32022 32881 33898 36428]
Annotated 3SS: [ 5723  6839 10074 10808 12896 13212 14292 15462 17089 19425 20406 24142
 31878 32657 33809 36336 39777]
SMsplice 5SS: [  197  5030  5816  6513  7062  9944 10211 10885 12991 13280 15567 17169
 19525 20461 32022 33898]
SMsplice 3SS: [ 4930  5723  6392  6839  9848 10074 10808 12896 13212 15462 17089 19425
 20406 31878 33809 39777]
top_k =  1000
Partition function (log Z): 14.823569655004318

Sorted 5' Splice Sites (High to Low Probability):
Position 197: 0.9985327301436379
Position 19525: 0.991884114926221
Position 20461: 0.9869918988379899
Position 5816: 0.9654150868287871
Position 12991: 0.9545751088109392
Position 9944: 0.9351248874771725
Position 33898: 0.9238120859413319
Position 15567: 0.9116514946366281
Position 10211: 0.8440172691011287
Position 7062: 0.7954981957925381
Position 6513: 0.7926654090471644
Position 13280: 0.7765412805924433
Position 10885: 0.6455124517232985
Position 17169: 0.6419496916976536
Position 32022: 0.6251445735978733
Position 5030: 0.5666122734729131
Position 14221: 0.5220367129133141
Position 17615: 0.3409218510334861
Position 14468: 0.31179202943760737
Position 5034: 0.28200714414147493
Position 11678: 0.2515485935179074
Position 6727: 0.24747803210081645
Position 17244: 0.24511375020393142
Position 5495: 0.22866054777821285
Position 4484: 0.19322240038845473
Position 13544: 0.13417415981734593
Position 6289: 0.13396406523892637
Position 11862: 0.1278305509569755
Position 19929: 0.12340775681969873
Position 2603: 0.11567790906983055
Position 34232: 0.10087137569847354
Position 3795: 0.08960975910913198
Position 1990: 0.07642072226314764
Position 4274: 0.07462287581968774
Position 28417: 0.06842132484372047
Position 37863: 0.06756908191797562
Position 8089: 0.06352735104715734
Position 6737: 0.06122610044910364
Position 12564: 0.04809375720922059
Position 13768: 0.04541611843897734
Position 14383: 0.039222081146632067
Position 15499: 0.03643050233380814
Position 7125: 0.02790448126911265
Position 6299: 0.027706811410273684
Position 18529: 0.025511076259583272
Position 2081: 0.02440277465306654
Position 7178: 0.024088145588191896
Position 9622: 0.024038689496915226
Position 20150: 0.022671591942784942
Position 19190: 0.022619124509806104
Position 12153: 0.021609339533479748
Position 13594: 0.020621019627659245
Position 13469: 0.020616779314840326
Position 11880: 0.018525533873569016
Position 4235: 0.01756937895094543
Position 3248: 0.017232307300085143
Position 12709: 0.017080602982819243
Position 15647: 0.016040321405642172
Position 9367: 0.01407700492665937
Position 17636: 0.013551470076929719
Position 7863: 0.013379517830596262
Position 15620: 0.013157688719457512
Position 4243: 0.012976906700644558
Position 23361: 0.012944587068191536
Position 5834: 0.012899010673058002
Position 3037: 0.012054275320653918
Position 15067: 0.01174412551702221
Position 7072: 0.01170519928453319
Position 11048: 0.011702356774097433
Position 12949: 0.011067774372197168
Position 23325: 0.010742940573131046
Position 4839: 0.01018043773766333
Position 10734: 0.008122353116152189
Position 1240: 0.007544285164473121
Position 7161: 0.007129924830920116
Position 10683: 0.007099269902524504
Position 17860: 0.007073983852691944
Position 9591: 0.006928469947243278
Position 17538: 0.0067988916335550076
Position 16616: 0.006526646073094608
Position 10428: 0.006376875975314214
Position 3204: 0.006359350626939665
Position 4309: 0.006203759744519804
Position 2987: 0.005550062694357262
Position 12187: 0.0053219628322110826
Position 19777: 0.005043915553836348
Position 16305: 0.004813047365930576
Position 12253: 0.004723225145994341
Position 6753: 0.004489326888687434
Position 5379: 0.004370765451981759
Position 5497: 0.004339612823138334
Position 2010: 0.004276038800908759
Position 12464: 0.00421443765562445
Position 1673: 0.004200937697990382
Position 4044: 0.004045047664039735
Position 1142: 0.0037033614643527378
Position 4509: 0.0036585510776583003
Position 7769: 0.0036534023390400222
Position 2877: 0.003652111044267489
Position 431: 0.0034220424768617724
Position 10261: 0.0033240145692147024
Position 9928: 0.003183636475608603
Position 7050: 0.002535121664354663
Position 1214: 0.0023904247328701547
Position 16053: 0.0021455264293716056
Position 1464: 0.0020319952337374014
Position 17704: 0.0017377323697340035
Position 20501: 0.0016458522130778498
Position 1134: 0.0015887675655058757
Position 8624: 0.001539397464809686
Position 13628: 0.001435070560960496
Position 24378: 0.001408760184368679
Position 13274: 0.0013395814792425968
Position 1929: 0.001314819066832606
Position 9330: 0.001284890856213623
Position 7717: 0.001276707481332574
Position 13090: 0.0011608586188666201
Position 15575: 0.0011392313422935382
