Gene = MOCS2
index = 854
Annotated 5SS: [ 509 1238 2683 7663 8401 9349]
Annotated 3SS: [ 1115  2537  7534  8249  9224 11091]
SMsplice 5SS: [  48 2683 4894 7663 8401 9349]
SMsplice 3SS: [ 2537  4692  7534  8249  9224 11091]
top_k =  1000
Partition function (log Z): 4.896821623986454

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.9713410926928879
Position 9349: 0.9668561898136278
Position 48: 0.9568621429066528
Position 7663: 0.8999904261812338
Position 8401: 0.718206750361005
Position 4894: 0.5707846532627268
Position 2873: 0.38462248223476514
Position 8013: 0.2962794896703556
Position 2432: 0.1581205571444065
Position 10734: 0.1571781039389563
Position 10448: 0.1357931157930486
Position 2984: 0.13510371833890936
Position 1238: 0.12176109403429823
Position 10882: 0.11128516248568711
Position 9089: 0.09870370225737682
Position 10326: 0.09472547236354532
Position 10613: 0.08431037721207367
Position 7788: 0.0639017620026478
Position 9537: 0.056646474041029335
Position 5989: 0.047907255724861826
Position 6080: 0.040065553584387265
Position 2420: 0.03954302756057771
Position 2365: 0.0353596798920161
Position 2038: 0.03496886100089937
Position 11153: 0.029388719240506657
Position 6233: 0.02790528922323723
Position 509: 0.027479633221887876
Position 6161: 0.0271732572736405
Position 6229: 0.025217952138010116
Position 3279: 0.02423006442708924
Position 3148: 0.023741206855690516
Position 6165: 0.023158255736974487
Position 5674: 0.021903898683685186
Position 6695: 0.02091538695639742
Position 8126: 0.02070778801917341
Position 9560: 0.019204656026108463
Position 7924: 0.016688623743345683
Position 5939: 0.015952436791785922
Position 702: 0.01553936280928555
Position 137: 0.014844922034780002
Position 5823: 0.014507024415152206
Position 2687: 0.014279759789865296
Position 713: 0.014097625975971589
Position 9331: 0.013471935745167847
Position 9791: 0.011984122252322277
Position 10878: 0.011577717076927603
Position 8571: 0.01009843855673707
Position 2267: 0.009346473773448275
Position 9684: 0.00901731338784436
Position 10808: 0.008843079477176757
Position 3962: 0.008482345254023667
Position 7659: 0.008410311195257402
Position 4751: 0.008075226054007668
Position 5310: 0.007947483070383681
Position 1779: 0.0072906398267963204
Position 79: 0.006876078330025044
Position 8427: 0.006544702979556089
Position 688: 0.00608442801366377
Position 3814: 0.005184835165472715
Position 1116: 0.005140487234547069
Position 11313: 0.0050327445760598565
Position 7619: 0.004758716499606221
Position 7623: 0.004753560018987214
Position 1352: 0.004723238278022351
Position 6396: 0.004587999827415006
Position 5335: 0.00433252500533206
Position 1078: 0.004300290163327194
