Gene = LEPR
index = 782
Annotated 5SS: [    89   4727 144954 150151 151798 172214 175942 178153 181031 181309
 184586 188250 189455 189645 195573 197495 199372 200807 202330]
Annotated 3SS: [  4650 144893 149820 151673 172004 175795 178007 180739 181190 184385
 188100 189294 189561 195355 197311 199275 200700 202253 215538]
SMsplice 5SS: [    89   4252   4727   9397  18589  21434  25496  28997  65855  73318
  75784  94789  96844 101788 111776 137368 144954 167437 172214 175942
 176806 178153 178828 181031 181309 188250 189373 189645 197495 199372
 213251]
SMsplice 3SS: [  4161   4650   9209  18440  21246  25309  28887  65739  73234  75638
  94669  96742 101676 111688 137186 144878 167299 172117 175795 176696
 178007 178593 180739 181190 188100 189294 189561 197311 199275 213204
 215538]
top_k =  1000
Partition function (log Z): -88.73807497803443

Sorted 5' Splice Sites (High to Low Probability):
Position 18589: 0.9990905343292253
Position 28997: 0.9690258168142782
Position 4252: 0.9244734932025264
Position 9397: 0.829157841485702
Position 89: 0.77618279849883
Position 4727: 0.7424009326770862
Position 21434: 0.6527772527430004
Position 25496: 0.6091539201747307
Position 17015: 0.45744406892349654
Position 34702: 0.2825896292932582
Position 16482: 0.24587749570874995
Position 30719: 0.213929095191801
Position 12600: 0.18910800507461403
Position 3673: 0.11426671108733295
Position 213: 0.09936068223561112
Position 2079: 0.09921964790815392
Position 808: 0.09856452305173287
Position 35498: 0.09340257042943283
Position 24677: 0.07052474811916208
Position 27866: 0.055490710265943904
Position 32818: 0.05208642698651291
Position 29273: 0.047612252543621336
Position 10144: 0.04759199399859127
Position 9799: 0.04457647112037643
Position 4053: 0.044279387922517316
Position 31218: 0.040467843402961196
Position 16532: 0.040383552177512556
Position 34262: 0.02973194193960699
Position 35209: 0.028717513127458842
Position 35312: 0.026381257184795143
Position 8474: 0.024954010844229553
Position 982: 0.020313481593998577
Position 1888: 0.01849331301955156
Position 19766: 0.0180771318235166
Position 5478: 0.017954150326625493
Position 2165: 0.017492402485576188
Position 31053: 0.016869911302770296
Position 7708: 0.016740629796605976
Position 4829: 0.016676900312716514
Position 3861: 0.015297403392052492
Position 7056: 0.014644029513134075
Position 12912: 0.014439435135716902
Position 2000: 0.014163256383772796
Position 1545: 0.013734723442843396
Position 400: 0.013476407418646667
Position 9908: 0.013333990061204086
Position 781: 0.011950989298714368
Position 3363: 0.008060620037663732
Position 629: 0.00777958906269227
Position 31185: 0.006526704951674836
Position 32274: 0.006150174836827152
Position 122: 0.005300736267451726
Position 2150: 0.00516499291711535
Position 12663: 0.004863792912409754
Position 2115: 0.004572423563464979
Position 1340: 0.0044212455401455245
Position 6691: 0.003844823300021925
Position 9904: 0.003809662185680639
Position 1418: 0.003452241535731612
Position 251: 0.0031676687656446577
Position 253: 0.0030456780571290263
Position 986: 0.002971911665226891
Position 5001: 0.002828353231373452
Position 4275: 0.002785016599915838
Position 951: 0.0023780795377884517
Position 15408: 0.0022602515931711828
Position 2016: 0.0019762754693058594
Position 1469: 0.0017684367530949852
Position 1852: 0.0016238924997573044
Position 3771: 0.0015225791491075096
Position 4227: 0.0014019633627295426
Position 2096: 0.0013782066253733149
Position 2800: 0.0013747899014383933
Position 2910: 0.0013513335557730846
Position 3090: 0.001297411186504898
Position 725: 0.001128133375347409
Position 698: 0.0011276687621105926
Position 3768: 0.0010798093541416957
Position 2226: 0.0010015935842043351
Position 1296: 0.0008443822797330177
Position 4569: 0.0005989853241010521
Position 4332: 0.00035884044690244395
Position 4285: 0.0002732270371268941
Position 29001: 0.00014549101123634246
Position 689: 0.00010122858103862711
Position 1127: 7.4778721536543e-05
Position 4350: 6.022387713423127e-05
Position 1711: 3.090473690348848e-05
Position 618: 2.7901673094643335e-05
Position 21399: 2.3575805131104985e-05
Position 3254: 2.3096820319234057e-05
Position 596: 2.1432324491820892e-05
Position 7342: 1.9884510386636205e-05
Position 687: 1.6722481184070487e-05
Position 2841: 1.4497913508211677e-05
Position 119: 1.2724173070409546e-05
Position 3: 1.19388431885465e-05
Position 257: 1.0757180005696005e-05
Position 145: 1.0137755319283611e-05
Position 485: 9.8933489450016e-06
Position 1732: 9.086946054611306e-06
Position 114: 8.86367257194447e-06
