Gene = GLUL
index = 599
Annotated 5SS: [ 528 3635 5076 5951 6447 6850]
Annotated 3SS: [3455 4913 5803 6318 6649 7482]
SMsplice 5SS: [1032 3635 3851 4832 5076 5951 6447]
SMsplice 3SS: [3534 3743 4694 4913 5803 6318 7482]
top_k =  1000
Partition function (log Z): 3.124256492756097

Sorted 5' Splice Sites (High to Low Probability):
Position 3635: 0.9446666026170403
Position 6447: 0.905474517814544
Position 5076: 0.8748402839950578
Position 5951: 0.8197820687110575
Position 4832: 0.6031275257630826
Position 3851: 0.5160228641106098
Position 1032: 0.5157089060192994
Position 6850: 0.4666368612625472
Position 4465: 0.29526654837905175
Position 110: 0.21541645833478842
Position 528: 0.1988479786049294
Position 392: 0.1645398990194179
Position 7358: 0.16044038320140913
Position 1710: 0.1470296532108795
Position 778: 0.13392839821617217
Position 6118: 0.08488219085972665
Position 5016: 0.06630951457148204
Position 1223: 0.05428723298386376
Position 6480: 0.054181612218656895
Position 446: 0.05194486446287283
Position 3301: 0.05060992288459214
Position 35: 0.03461356294488375
Position 6484: 0.03309149509715972
Position 4278: 0.02921089569039832
Position 5526: 0.0284413831000377
Position 4749: 0.02656254083596044
Position 3614: 0.02486228220942799
Position 3624: 0.023725218110546797
Position 5845: 0.019721576309490323
Position 8276: 0.019501612686161914
Position 8695: 0.013486587683717379
Position 3861: 0.012965134511761327
Position 73: 0.0117181349431237
Position 7730: 0.011485009382000325
Position 2220: 0.010976696222326578
Position 5679: 0.00834622164167193
Position 4436: 0.006929238676798012
Position 5056: 0.005968075672974601
Position 897: 0.005714006423629879
Position 1437: 0.0054618528194613
Position 740: 0.005363328817707133
Position 3145: 0.004778991780167845
Position 2583: 0.004687853293156924
Position 8193: 0.004558365143230226
Position 1237: 0.004261580781058242
Position 8156: 0.004222464172596668
Position 2555: 0.004138836480923193
Position 4444: 0.002707684427689796
Position 8188: 0.002427415424278832
Position 1599: 0.0024271591452498195
Position 4755: 0.0024263829245431473
Position 2563: 0.002326939666785899
Position 7625: 0.002255205553778464
Position 5506: 0.0021666852208438486
Position 4619: 0.002166197357439223
Position 4256: 0.0020681104226011986
Position 6568: 0.002025125572594141
Position 3884: 0.0016638337819017191
Position 2341: 0.0015224433978638142
Position 6123: 0.001462534728662744
Position 869: 0.0013843802811193205
Position 5972: 0.0013784303222610702
Position 3914: 0.0013664495198188018
Position 9228: 0.001248720127040321
Position 7909: 0.0009623652579308981
Position 1138: 0.0009520404516542787
Position 7403: 0.0009150411503227367
Position 3669: 0.0008946901367639099
Position 9547: 0.000873429344028609
Position 4131: 0.0007940099388924139
Position 1474: 0.0007902644073437555
Position 2203: 0.0007644621990604487
Position 1663: 0.0007564715199096662
Position 1026: 0.0007492180516953638
Position 2265: 0.0006632711530532017
Position 3536: 0.0006386923539781933
Position 6728: 0.0006038025996529479
Position 1960: 0.0005951580010746746
Position 9959: 0.0005561025321666514
Position 453: 0.0004580952601566257
Position 1714: 0.0004568335721440653
Position 1532: 0.00043852059520539373
Position 4763: 0.00042497373892073356
Position 4361: 0.00037272664114925346
Position 8411: 0.00035820302529340954
Position 9887: 0.00032774947088734963
Position 6843: 0.00030923933386529565
Position 3231: 0.0002930497241043719
Position 6221: 0.00028562031403931614
Position 6432: 0.0002579655251519232
Position 5965: 0.00024251856336786614
Position 5476: 0.00021406396959850068
Position 6792: 0.00021383807164621348
Position 711: 0.0001921424405988256
Position 3572: 0.0001598146247577298
Position 6509: 0.00011552928867609347
Position 7683: 0.00010776001559123922
Position 1498: 0.00010017487308560793
Position 6395: 9.966009672302692e-05
Position 5746: 9.811631960640752e-05
Position 5865: 9.41752327565484e-05
Position 3879: 8.959486439982935e-05
Position 3686: 7.276629504426993e-05
Position 3648: 6.9416427625443e-05
Position 6726: 6.629100038480008e-05
Position 3895: 6.375076674017198e-05
Position 3626: 5.498136796841672e-05
Position 83: 3.7444628980445374e-05
Position 426: 3.2506588451466926e-05
Position 15: 2.876298068704384e-05
Position 1422: 2.8039996224455208e-05
Position 4232: 2.1278736321297746e-05
Position 444: 1.6584785202925594e-05
Position 724: 1.4285333328563285e-05
Position 3514: 1.3918224901899138e-05
Position 964: 1.0924748780971432e-05
Position 6315: 9.912295193020997e-06
Position 6451: 9.583460294762263e-06
Position 683: 8.629892125079165e-06
Position 1002: 7.906862720306735e-06
Position 419: 7.643314658059946e-06
Position 1122: 4.928369595314716e-06
Position 548: 3.175827281390351e-06
Position 5370: 2.792802067806907e-06
Position 7005: 2.2102284962686963e-06
Position 782: 1.6219110975893757e-06
Position 7623: 1.3064392103202928e-06
Position 932: 1.0858658404873652e-06
Position 3845: 1.0632346714358128e-06
Position 990: 8.995676861279683e-07
Position 6971: 8.564903401142435e-07
Position 245: 6.269664654307751e-07
Position 961: 5.07057003730687e-07
Position 6854: 2.293230201907193e-07
Position 4876: 2.1311214242541795e-07
Position 4049: 1.545241286006799e-07
Position 6732: 2.4847062271228077e-08
Position 5918: 1.2464869297578454e-08
Position 6060: 1.2186952153303777e-08
Position 550: 1.3976696232514736e-09
Position 696: 1.3604669829623884e-10
Position 1087: 1.3173272181864319e-10
Position 785: 2.7759026445580497e-12
Position 631: 4.072208730985662e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4913: 0.9184435177314471
Position 6318: 0.9133230041106936
Position 5803: 0.772248836675448
Position 7482: 0.609396494347285
Position 3534: 0.6056663998089153
Position 4694: 0.5752921235090637
Position 3743: 0.5315982952129863
Position 3455: 0.37462196629758954
Position 6649: 0.29006120667465785
Position 245: 0.2099295241033848
Position 9706: 0.17429261442784902
Position 4330: 0.16505778521831863
Position 866: 0.11559114721702997
Position 4385: 0.10773583395997546
Position 1589: 0.09397142359610881
Position 7218: 0.07597431727190049
Position 7179: 0.05973210099941079
Position 6737: 0.05910234647864425
Position 6661: 0.057014667205271624
Position 9810: 0.0554295028233954
Position 8526: 0.04942668425385791
Position 4182: 0.046303338911525785
Position 8104: 0.040187601537510324
Position 1370: 0.039050785052366095
Position 6018: 0.03891730985047616
Position 4730: 0.03878650728425154
Position 6345: 0.03845778813777701
Position 6205: 0.03714282617120796
Position 6037: 0.0356543882023001
Position 5768: 0.033797622510559656
Position 6769: 0.03057232396954261
Position 3230: 0.0253184547010119
Position 1122: 0.023591807124528782
Position 5405: 0.023130010757703254
Position 265: 0.02310537217671312
Position 9381: 0.02309991503831462
Position 10445: 0.021004736133641445
Position 5805: 0.01762281517759139
Position 3205: 0.01653619067176412
Position 6635: 0.016395538731979385
Position 7308: 0.015280318230164005
Position 4142: 0.015042061196073615
Position 4944: 0.01235840497305537
Position 631: 0.011527458649822743
Position 3023: 0.011092308143273215
Position 8947: 0.00981201363195748
Position 6797: 0.009705717220888385
Position 6684: 0.009201944184259264
Position 1593: 0.009028589413003984
Position 5740: 0.008700124789552163
Position 7292: 0.008619326421475258
Position 5616: 0.00807043070866686
Position 3377: 0.008044164243164283
Position 1988: 0.007051503889409619
Position 9749: 0.006828131870624297
Position 2469: 0.006753308387551398
Position 4954: 0.006458080602752979
Position 4656: 0.006444192107305345
Position 6294: 0.006064593864357147
Position 7872: 0.005807320670877721
Position 10337: 0.005766574367595276
Position 5303: 0.005412270063564611
Position 4604: 0.005326067117314421
Position 3403: 0.005140662739277193
Position 4971: 0.005122874814736189
Position 9178: 0.004885788265875354
Position 6677: 0.004878969701770941
Position 7736: 0.004878936142902523
Position 818: 0.004555403655105047
Position 5357: 0.004224796707408638
Position 832: 0.0041443952884100185
Position 6941: 0.003950244081675131
Position 8155: 0.003668154801785698
Position 4915: 0.003643477331041189
Position 5902: 0.0035977380466704805
Position 7628: 0.003357980194575043
Position 5941: 0.003353237174233583
Position 1353: 0.003293001970319604
Position 3202: 0.003062954884463687
Position 8328: 0.003036419978314977
Position 2401: 0.0027898388472673533
Position 9111: 0.002556924876138618
Position 527: 0.002540806537621059
Position 7117: 0.002378564466062758
Position 1126: 0.0021938010263573213
Position 7672: 0.002058085764825751
Position 6002: 0.0020193300595966997
Position 2202: 0.001968172748865311
Position 10469: 0.0019635621110600586
Position 498: 0.0019581397172073467
Position 6816: 0.0018966160259085393
Position 924: 0.001895347250483029
Position 9640: 0.0018352655890475343
Position 4282: 0.001800577829963954
Position 4278: 0.0016708321734296213
Position 6892: 0.0016323210659553963
Position 8025: 0.0016144349925715853
Position 7552: 0.0015887118080114664
Position 1615: 0.0015555592526870466
Position 2147: 0.0015489864733078706
Position 4509: 0.0014942889782487883
Position 2423: 0.0014810082775614064
Position 1611: 0.001427232272581391
Position 4082: 0.001389979151316747
Position 5880: 0.0013844951324575553
Position 10181: 0.0013610098238035283
Position 6349: 0.001354192415217752
Position 417: 0.001281374167555897
Position 9774: 0.0012026466487347948
Position 6752: 0.001158673305541128
