Gene = SHFM1
index = 1252
Annotated 5SS: [  204 15094]
Annotated 3SS: [14999 20924]
SMsplice 5SS: [  204 14909 15094]
SMsplice 3SS: [14808 14999 20924]
top_k =  1000
Partition function (log Z): -4.2949656776439635

Sorted 5' Splice Sites (High to Low Probability):
Position 15094: 0.999914435373162
Position 204: 0.6042888266235669
Position 672: 0.5854639805077629
Position 14909: 0.5603880908570551
Position 443: 0.43872388334643175
Position 15314: 0.23683783457480273
Position 1744: 0.2080028567203994
Position 12818: 0.186697714621665
Position 16032: 0.15621361094138636
Position 3105: 0.09716225464126363
Position 15535: 0.08138228705236962
Position 264: 0.07301735582660299
Position 4904: 0.0599100270525822
Position 12131: 0.056516859802544187
Position 477: 0.05092238477987907
Position 18691: 0.044469816461468165
Position 241: 0.039432375782790706
Position 6203: 0.03267546162575465
Position 20988: 0.018041058864298208
Position 400: 0.01758195590047026
Position 12875: 0.01458233081902402
Position 16992: 0.013050488184141687
Position 17897: 0.011767618853846992
Position 20647: 0.010894743770797197
Position 846: 0.009612907576360357
Position 16691: 0.009520361337468168
Position 15221: 0.0056851375351564875
Position 17447: 0.005629015107708847
Position 19323: 0.004510009301686341
Position 19278: 0.0037714477527331673
Position 19586: 0.00357162172815742
Position 149: 0.0033514394942704404
Position 19606: 0.0032920275473872097
Position 15475: 0.003072652216080276
Position 73: 0.0030457815930833576
Position 159: 0.0023077996002340015
Position 2950: 0.002230945733431777
Position 16641: 0.0022205869970805064
Position 43: 0.002208905573558325
Position 18888: 0.001684226565300356
Position 15483: 0.0016390303824398503
Position 19291: 0.001583952132083636
Position 17827: 0.0014466229219690285
Position 3669: 0.001066588494154758
Position 2363: 0.0009728187198955917
Position 4840: 0.0008408966621225401
Position 22: 0.0008241013772095467
Position 19524: 0.0007656759323915636
Position 2240: 0.0005925544920351808
Position 1563: 0.00058033200722575
Position 16388: 0.0005535327603758762
Position 17845: 0.000550090018782464
Position 659: 0.0005401376320841908
Position 15800: 0.0005330436812836665
Position 5759: 0.0004787883273528274
Position 16445: 0.0004768089136039971
Position 7313: 0.0004258959243413011
Position 10587: 0.0004105025340994882
Position 221: 0.00036289251547876614
Position 467: 0.00036065448425001126
Position 9683: 0.00027716262733348574
Position 372: 0.00027435271848668053
Position 481: 0.00026440439906540625
Position 273: 0.0002574067146801424
Position 106: 0.0002572786946674362
Position 4197: 0.00023227601742925534
Position 4006: 0.00017246702888453416
Position 1263: 0.00017152846251883278
Position 1268: 0.0001707945984671609
Position 1245: 0.00015184397152266543
Position 3755: 0.00011558233526582455
Position 52: 0.00010011605122167327
Position 15271: 7.927696845052334e-05
Position 2517: 5.7577479954376584e-05
Position 471: 5.703919966613126e-05
Position 130: 4.735539458607842e-05
Position 3589: 4.725737335898507e-05
Position 3888: 4.435285283908063e-05
Position 229: 4.354389691968912e-05
Position 15443: 4.065122397813182e-05
Position 306: 3.601254017436003e-05
Position 4001: 3.413888700196855e-05
Position 3759: 2.4795319343985496e-05
Position 79: 2.2664682730514398e-05
Position 1359: 1.6470846244083898e-05
Position 492: 1.18343002564734e-05
Position 27: 1.1173551621937025e-05
Position 258: 9.025881338781294e-06
Position 256: 8.234601354945945e-06
Position 46: 7.4846207659745505e-06
Position 33: 7.474537186959663e-06
Position 13: 7.355660069493857e-06
Position 163: 5.260765146930303e-06
Position 181: 3.533066442218794e-06
Position 379: 3.4089529724028527e-06
Position 447: 2.499083747367629e-06
Position 227: 2.4187625028251005e-06
Position 502: 2.3588199053042655e-06
Position 108: 2.0853558567499565e-06
Position 381: 1.690227931902988e-06
Position 57: 1.6290203168749598e-06
Position 190: 5.531902508805502e-07
