Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  1000
Partition function (log Z): 0.8158350620872997

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.9953562985947554
Position 160: 0.909042715722559
Position 439: 0.4465284000696966
Position 787: 0.042070392455651556
Position 1090: 0.02950094848062638
Position 345: 0.02577486866460442
Position 1977: 0.017805109944801504
Position 1725: 0.012700223525733563
Position 313: 0.010948439257462186
Position 820: 0.01046846185568664
Position 166: 0.009931710731435256
Position 1957: 0.008981291941347476
Position 449: 0.004304729074043274
Position 453: 0.004019396899671909
Position 1853: 0.003980578377317993
Position 808: 0.00336068240783853
Position 413: 0.0030626507521132884
Position 1111: 0.0030357448920576464
Position 1514: 0.0028577587925005064
Position 29: 0.0026784257611831537
Position 856: 0.0019717104815667437
Position 353: 0.0008695372767898023
Position 601: 0.0007922453872106726
Position 1094: 0.0007414408531947246
Position 195: 0.0005739511171313093
Position 50: 0.0005053260616622331
Position 447: 0.000312232362691475
Position 1335: 0.000279094923689129
Position 2035: 0.0002571700205235705
Position 1569: 0.00014930894511625909
Position 528: 0.00011438946146102176
Position 944: 9.1245510116899e-05
Position 692: 7.830824108824401e-05
Position 112: 7.378106208764005e-05
Position 385: 6.715804434757486e-05
Position 118: 4.669228392335238e-05
Position 721: 4.1075165502745144e-05
Position 902: 3.3716319508514915e-05
Position 469: 3.367738920260894e-05
Position 328: 3.097365438378824e-05
Position 2161: 2.992549695823355e-05
Position 518: 2.6195076746857007e-05
Position 394: 2.569220501624309e-05
Position 387: 2.5561758888039735e-05
Position 2080: 2.419193419579663e-05
Position 362: 2.223762560915152e-05
Position 1260: 2.18248669840894e-05
Position 459: 1.9358517686451344e-05
Position 711: 1.4528529896044055e-05
Position 1120: 1.0371214300246857e-05
Position 1582: 9.041151745361248e-06
Position 479: 8.45533315952057e-06
Position 11: 7.684897491782818e-06
Position 1949: 7.3731308455651435e-06
Position 1270: 4.843886975664241e-06
Position 2141: 2.4541955503311343e-06
Position 1188: 2.086740088527297e-06
Position 228: 1.365616996755146e-06
Position 1996: 1.2996877212072199e-06
Position 222: 1.2420419106995754e-06
Position 1231: 1.2131899577820168e-06
Position 1463: 1.0743131882571164e-06
