Gene = DPM3
index = 467
Annotated 5SS: [54]
Annotated 3SS: [298]
SMsplice 5SS: [54]
SMsplice 3SS: [272]
top_k =  1000
Partition function (log Z): -5.6439765956180485

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.9880416320743269
Position 60: 0.010638665392488816
Position 48: 0.0009893390711301201
Position 237: 8.146408213114927e-05
Position 99: 5.94029388799199e-05
Position 43: 4.994051835726605e-05
Position 247: 4.418228655739026e-05
Position 64: 4.249975382988154e-05
Position 165: 2.9096965678417118e-05
Position 223: 2.8207679958347276e-05
Position 129: 2.6032833034373054e-05
Position 298: 2.2505578814136905e-05
Position 208: 9.165292422715636e-06
Position 412: 5.855549095622471e-06
Position 121: 5.380698093207028e-06
Position 444: 4.413315122223416e-06
Position 442: 2.967432738397859e-06
Position 472: 2.582996192395903e-06
Position 103: 2.060470345040766e-06
Position 242: 1.8322861932292052e-06
Position 321: 1.6200896342201208e-06
Position 58: 1.079032032843976e-06
Position 358: 4.2343439372452993e-07
Position 484: 2.921560894382935e-07
Position 153: 2.844928077567543e-07
Position 417: 1.5428155856957898e-07
Position 482: 4.1079791922878346e-08
Position 399: 2.7029004789962903e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.4053727550037749
Position 298: 0.3309977327121249
Position 408: 0.25670798367970465
Position 165: 0.003019623474113467
Position 202: 0.000925168217634634
Position 635: 0.0006646686830234968
Position 412: 0.0006643086237803938
Position 316: 0.0004988852699307941
Position 528: 0.00034313904491040174
Position 337: 0.0003167522428148869
Position 610: 0.00026369535693258683
Position 321: 5.883398303610662e-05
Position 242: 5.23378268027391e-05
Position 585: 5.0799554080916266e-05
Position 376: 5.011687064887332e-05
Position 390: 4.446908758207889e-05
Position 507: 2.2644672333433192e-05
Position 566: 1.3188643686159742e-05
Position 124: 7.72765646277892e-06
Position 277: 5.444254836461101e-06
Position 641: 2.2655159636754293e-06
Position 637: 1.568712332553929e-06
Position 534: 1.490188464570882e-06
Position 128: 1.484350977352622e-06
Position 117: 1.3445233609612234e-06
Position 522: 1.0441469529897315e-06
Position 559: 8.394970829512029e-07
Position 540: 3.685279098564553e-07
Position 115: 2.856126219992731e-07
Position 135: 9.633900654467421e-08
Position 530: 4.6587915465274936e-08
Position 550: 3.3329675770289896e-08
Position 543: 6.620222011418822e-09
