Gene = IL20RB
index = 691
Annotated 5SS: [  337 22728 24486 31701 34224 37692]
Annotated 3SS: [22600 24294 31575 34072 37548 52247]
SMsplice 5SS: [  337 18063 22728 24486 28920 29153 31056 31701 37692]
SMsplice 3SS: [17954 22629 24294 28828 29013 30965 31575 37548 52247]
top_k =  1000
Partition function (log Z): -6.587237831409922

Sorted 5' Splice Sites (High to Low Probability):
Position 337: 0.9871278672461028
Position 37692: 0.9768168441143842
Position 24486: 0.9762521106520385
Position 22728: 0.9691246822164238
Position 28920: 0.9203396114184965
Position 29153: 0.8739900241506803
Position 10871: 0.8392813554253666
Position 31056: 0.7274315028853621
Position 31701: 0.6852817446758678
Position 18063: 0.6256368632339828
Position 43117: 0.33476162604027726
Position 20203: 0.3263268709101343
Position 34224: 0.2650085198864391
Position 6923: 0.19746146597069103
Position 32192: 0.17140318648390343
Position 31762: 0.1590592219778055
Position 37252: 0.13232019222435323
Position 32214: 0.11445875108825858
Position 32136: 0.10727038954016054
Position 1816: 0.10061465634344177
Position 36898: 0.10033854162594909
Position 32796: 0.09659215560365961
Position 32837: 0.09443094701611093
Position 1502: 0.08607943536057139
Position 9022: 0.0842857855283838
Position 3031: 0.08298859965672634
Position 32111: 0.0811644348266727
Position 10463: 0.07187833191096211
Position 20217: 0.07015201488279446
Position 32943: 0.06985987218480888
Position 29051: 0.048114729088348684
Position 810: 0.04554805153695854
Position 42108: 0.038743034881248806
Position 23118: 0.03596744552298203
Position 32904: 0.03293136755251985
Position 36871: 0.031434922548288446
Position 30479: 0.027970276826695853
Position 3707: 0.027903419719820306
Position 35354: 0.02497288430387342
Position 32991: 0.024862223856629995
Position 38798: 0.022776872156552417
Position 24876: 0.019329273512363528
Position 1923: 0.019011593934730325
Position 35206: 0.0187963915014254
Position 7553: 0.017428586180919855
Position 3146: 0.015782906178090993
Position 33585: 0.014184361006704182
Position 36728: 0.013546770374899922
Position 10231: 0.013474942256296085
Position 34694: 0.013387057144345448
Position 23876: 0.013151286505219253
Position 2944: 0.013105458542281095
Position 32094: 0.012654472564825431
Position 41690: 0.012506368010811477
Position 33581: 0.01219032323688291
Position 34088: 0.011085083274285415
Position 34588: 0.009965173732038176
Position 38180: 0.009269976023556212
Position 22976: 0.008746088396488999
Position 8566: 0.008696850076148763
Position 7257: 0.008235490445007208
Position 23767: 0.007738992083964174
Position 43171: 0.007501301299701402
Position 23778: 0.0060914079872863795
Position 29890: 0.005639389850662867
Position 34183: 0.005589808984087392
Position 8478: 0.004916504966131599
Position 5252: 0.004557827025234913
Position 7881: 0.004293213800157293
Position 32857: 0.0039091625403418605
Position 22996: 0.003803352120858269
Position 23168: 0.003679670768019395
Position 36908: 0.0034327860349873942
Position 31024: 0.0033992745949423704
Position 31726: 0.003264227367660371
Position 31936: 0.003242686182872862
Position 34570: 0.0025960836199752785
Position 32128: 0.0025609850354075085
Position 1517: 0.0015947460597598945
Position 41730: 0.0012845607564924892
Position 687: 0.0011740697009953063
Position 33112: 0.001064596780965379
Position 341: 0.001049599031660659
Position 1620: 0.001015376079239364
Position 31693: 0.0009791939119307906
Position 35401: 0.0009419182079290732
Position 33502: 0.0009208452741917805
Position 32930: 0.0006868350468194817
Position 32710: 0.0006090115883303672
Position 3127: 0.000572140631194564
Position 31507: 0.0005521034287871687
Position 24360: 0.0005048132752274705
Position 32113: 0.0004929529177653033
Position 5568: 0.00048358179369228265
Position 33628: 0.0004733619760719512
Position 33670: 0.00045070879310127614
Position 43101: 0.000425866578626849
Position 32961: 0.00041723199885095464
Position 32168: 0.00039409305969020144
Position 31626: 0.0003364493304945004
Position 5311: 0.0003303045776066556
Position 37622: 0.00032906294503631806
Position 5882: 0.0003146241536815785
Position 31171: 0.0002755990784201209
Position 32908: 0.00027001073113227224
Position 32913: 0.0002455415723353904
Position 1147: 0.00022080684564841765
Position 29193: 0.0002199792829842566
Position 37700: 0.00019131938587828504
Position 861: 0.0001411145508627772
Position 1777: 0.00011595614911340356
Position 230: 0.00011230913629231752
Position 38269: 9.293297921652092e-05
Position 1971: 9.00832354331272e-05
Position 2847: 6.190282313787041e-05
