Gene = INSL5
index = 703
Annotated 5SS: [210]
Annotated 3SS: [3010]
SMsplice 5SS: [210]
SMsplice 3SS: [3010]
top_k =  1000
Partition function (log Z): -7.233104359290932

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9486224172853444
Position 488: 0.2976123835590297
Position 779: 0.16968133099363247
Position 1333: 0.07278473967617823
Position 1059: 0.063524349150695
Position 3047: 0.060540503130051306
Position 968: 0.03921695754626357
Position 815: 0.0258350695264072
Position 1321: 0.024274624739670868
Position 2726: 0.011960046001668438
Position 1158: 0.009278362062684726
Position 984: 0.008693971077319222
Position 169: 0.0083165116378545
Position 1317: 0.007997493310885433
Position 1151: 0.007926303799233765
Position 514: 0.007469573930211152
Position 216: 0.007395244376297838
Position 3088: 0.005745167833551257
Position 774: 0.003808642845550384
Position 2212: 0.0033728638605989318
Position 2896: 0.002934239726048214
Position 971: 0.002931187659060557
Position 2518: 0.002861206628219237
Position 2810: 0.0019149760915101947
Position 1879: 0.0015814338120469416
Position 763: 0.0015337066034861854
Position 1523: 0.0012008978247417025
Position 110: 0.0008822358884711464
Position 537: 0.0008128166917872989
Position 1377: 0.000758927568928779
Position 844: 0.00047378364397878905
Position 565: 0.0004321863739482825
Position 579: 0.0004261122951366191
Position 771: 0.00021463573835170497
Position 921: 0.0002004085628304968
Position 3166: 0.00016119673722411602
Position 2798: 0.00011633376916511657
Position 225: 8.201479355896643e-05
Position 92: 5.95559481073001e-05
Position 227: 5.689697279044796e-05
Position 531: 5.3684138654946794e-05
Position 791: 4.7990838175676224e-05
Position 1134: 4.495859821534506e-05
Position 310: 4.189413716979169e-05
Position 999: 3.667947942211455e-05
Position 904: 2.930228773329712e-05
Position 996: 2.6843175694722812e-05
Position 315: 1.5645945180675657e-05
Position 837: 1.4854667415647217e-05
Position 106: 1.0530001840656543e-05
Position 2747: 7.5031323998347295e-06
Position 2477: 7.1291156041237485e-06
Position 664: 6.753934009519785e-06
Position 647: 6.049289478292965e-06
Position 2733: 5.672682676075986e-06
Position 382: 5.551599576981708e-06
Position 120: 4.333621500375262e-06
Position 594: 3.3649660901703222e-06
Position 156: 3.1424866631584176e-06
Position 924: 3.1011586999848645e-06
Position 927: 1.328991130022498e-06
Position 251: 1.118476242435355e-06
Position 529: 9.298238187400941e-07
Position 597: 7.754100531836506e-07
Position 657: 3.300478371115623e-07
Position 298: 2.444378516503522e-07
Position 273: 1.228599558938676e-07
Position 300: 1.2044395821198916e-07
Position 23: 1.137108338401037e-07
Position 427: 9.935210956271502e-08
Position 481: 6.221286437041411e-08
Position 332: 5.021742525287352e-08
Position 143: 4.5564759780105715e-08
Position 71: 1.2882903635826806e-08
Position 275: 4.917387229009396e-09
Position 58: 5.743641024119129e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3010: 0.44223453694160797
Position 427: 0.18483972828406459
Position 903: 0.17447787380959018
Position 681: 0.16407840093009976
Position 2685: 0.1543731009456989
Position 342: 0.1334425753557191
Position 2917: 0.12518565743948373
Position 1224: 0.10946391648842327
Position 2969: 0.07295743087639309
Position 3377: 0.04168751912302847
Position 2591: 0.03055581845355057
Position 3126: 0.027060508003978377
Position 3430: 0.014575636331086085
Position 1053: 0.013951576806725407
Position 2140: 0.012292683527904701
Position 1570: 0.011995418277535454
