Gene = PRDX6
index = 1069
Annotated 5SS: [ 227 4217 8242 9136]
Annotated 3SS: [ 4059  8094  8988 10468]
SMsplice 5SS: [ 227 3400 4217 8242 9136]
SMsplice 3SS: [ 3176  4059  8094  8988 10468]
top_k =  1000
Partition function (log Z): 4.958403023597004

Sorted 5' Splice Sites (High to Low Probability):
Position 8242: 0.9849735593770786
Position 4217: 0.9548101895070813
Position 9136: 0.9093761276357629
Position 227: 0.8529368042984581
Position 3400: 0.4044934333900225
Position 3462: 0.38851014634415876
Position 4604: 0.24874839980674457
Position 504: 0.2190263360536832
Position 2492: 0.21775653575103127
Position 2258: 0.18247556392482048
Position 3888: 0.1087102980218074
Position 2989: 0.10233625797515647
Position 3414: 0.09568949114902547
Position 2415: 0.08689389410530508
Position 8018: 0.07868686879188587
Position 7760: 0.07360264573461692
Position 3215: 0.07257985186958342
Position 5731: 0.07204457712201408
Position 9838: 0.06331669055596326
Position 10620: 0.05220925906366521
Position 10700: 0.047241889242660616
Position 2362: 0.04653457540232836
Position 10144: 0.03529442291850186
Position 9206: 0.032727135835518374
Position 142: 0.03106543897963807
Position 1426: 0.022171767314005747
Position 2532: 0.01949859580613077
Position 280: 0.019446371112319914
Position 4305: 0.018246463090568696
Position 9885: 0.018022796909581317
Position 8857: 0.01700900800510274
Position 9076: 0.015035942804024123
Position 2035: 0.014724240660971442
Position 10149: 0.014551491997143026
Position 5275: 0.012416641525633472
Position 4299: 0.010352715486255885
Position 5569: 0.009687696446979222
Position 9296: 0.009524119108655136
Position 9676: 0.009229774688908718
Position 606: 0.00917164660022824
Position 2170: 0.008824545196323742
Position 10080: 0.0073604543975525445
Position 5421: 0.006701829942387677
Position 956: 0.005266391358788946
Position 9719: 0.004579584870487281
Position 6622: 0.004290026089557264
Position 3930: 0.003910885758840849
Position 10615: 0.0037587898394537776
Position 7894: 0.003626800316194112
Position 10350: 0.003425056171931243
Position 4684: 0.003188963054028335
Position 7648: 0.0027613237144331606
Position 8246: 0.0025708284320067583
Position 3004: 0.0021915133795391206
Position 10634: 0.002019866386868278
Position 4385: 0.0017165674700207795
Position 567: 0.0013109641817025614
Position 8543: 0.0012917633398867067
Position 864: 0.0012804656104684526
Position 9404: 0.0012024386197628943
Position 960: 0.0011966081715375602
Position 511: 0.001165212345611801
Position 9500: 0.0011136886278608166
Position 9855: 0.0010934943357549054
Position 4160: 0.0010673931367599556
Position 9375: 0.0010444990003716124
Position 3247: 0.0010365491968180609
Position 2241: 0.0008945092864043643
Position 10022: 0.0008814686517086886
Position 5934: 0.0008646158228072281
Position 6795: 0.0008579581487801598
Position 8288: 0.0007773317281628615
Position 9234: 0.000747504247365301
Position 810: 0.0007055609892894944
Position 1985: 0.0006991636881387574
Position 1233: 0.0006926821659655537
Position 10054: 0.0006750189455169409
Position 3052: 0.0006681210977148151
Position 6227: 0.0006158314607557566
Position 4258: 0.0005477744474395309
Position 5340: 0.000492501515508501
Position 5576: 0.0004895005575446151
Position 10708: 0.0004892676336226911
