Gene = ICMT
index = 674
Annotated 5SS: [ 224 1055 2467 4039]
Annotated 3SS: [  965  2296  3820 10677]
SMsplice 5SS: [ 224  441 1055 4039]
SMsplice 3SS: [  314   965  3820 14017]
top_k =  1000
Partition function (log Z): -8.709618568901005

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.79449213008058
Position 4039: 0.7925079165578889
Position 1055: 0.7493333730748764
Position 441: 0.6380764789647656
Position 3627: 0.39951140211506536
Position 1536: 0.203805266436047
Position 2467: 0.11705322331004729
Position 1357: 0.11367436331953315
Position 3978: 0.07535983708749658
Position 901: 0.054737649696162544
Position 14152: 0.047297756842224294
Position 11087: 0.0340143864373079
Position 10534: 0.03097465844842314
Position 4295: 0.02963514971298694
Position 3931: 0.02943300321588691
Position 13228: 0.0242194741800453
Position 8560: 0.020806509616152002
Position 719: 0.019876795965378266
Position 11179: 0.017363692783801635
Position 11703: 0.016920858392371004
Position 493: 0.014440919777820884
Position 10849: 0.013347247709900941
Position 12399: 0.010442866197282491
Position 544: 0.009410770391188122
Position 405: 0.009159616464699523
Position 13332: 0.008339921236816143
Position 1109: 0.007916334039144539
Position 353: 0.007759706890918553
Position 660: 0.007340553281543745
Position 2854: 0.006489902915879213
Position 10813: 0.006276468471741843
Position 10876: 0.005802780817117239
Position 11259: 0.005491062476188791
Position 3964: 0.005459956682462923
Position 3392: 0.005399526087560045
Position 14231: 0.00539367155374877
Position 457: 0.004684861941600219
Position 1289: 0.004118471506246078
Position 11521: 0.003744555144095553
Position 524: 0.003741138867104539
Position 2432: 0.0036856103056819548
Position 879: 0.003170095261892939
Position 804: 0.002854628469040483
Position 11993: 0.002363139658621908
Position 1323: 0.002362638866443314
Position 1351: 0.002047113853069908
Position 723: 0.0019159437388707131
Position 992: 0.001667640313485871
Position 1619: 0.0016334390991745932
Position 2774: 0.0014918637094751088
Position 2680: 0.001416935272528644
Position 10496: 0.0014106573834917057
Position 548: 0.001300014723742051
Position 572: 0.0011448445802679
Position 2187: 0.0011175360791134245
Position 1310: 0.0008987166992997129
Position 3607: 0.0007802557588897506
Position 3742: 0.0007402902063194386
Position 3928: 0.0007262528369039262
Position 670: 0.0006734632235363186
Position 269: 0.0006296271056540334
Position 664: 0.0005430703009151566
Position 3617: 0.0004531497867731435
Position 694: 0.00044013481095188714
Position 347: 0.000415473176681485
Position 1364: 0.00040603582515971243
Position 409: 0.0003010823495569808
Position 827: 0.0002474213296654719
Position 107: 0.00022844105806510992
Position 6079: 0.00022144621961560728
Position 690: 0.0002090745873128439
Position 3194: 0.00019434818143023502
Position 2412: 0.00017844258748071456
Position 768: 0.00016398801749506464
Position 2552: 0.00015305992219095537
Position 2365: 0.00012671434857690895
Position 447: 0.00012088446243800793
Position 483: 0.00011946607892059719
Position 473: 0.00011275787192880546
Position 1833: 9.855126762900732e-05
Position 624: 9.534280232160773e-05
Position 539: 8.381742465377352e-05
Position 287: 8.326962264846747e-05
Position 1184: 8.129919137095097e-05
Position 2405: 7.029793488801666e-05
Position 4291: 6.052864559372867e-05
Position 1161: 4.084630009321131e-05
Position 1941: 3.999970106468213e-05
Position 1113: 2.9160551200194905e-05
Position 1817: 2.7096560729162632e-05
Position 452: 1.9748806482001913e-05
Position 1458: 1.9109153016263183e-05
Position 1429: 1.7504522226362754e-05
Position 1168: 1.7245400259455847e-05
Position 808: 1.5583317197036252e-05
Position 6991: 1.4881010957737195e-05
Position 412: 1.4510876154496082e-05
Position 1093: 8.838612473103525e-06
Position 427: 4.2599126365055535e-06
Position 12: 2.51714611989786e-06
Position 1079: 1.014760146964942e-06
Position 72: 6.856912047153509e-07
Position 170: 1.0979694670357465e-07
Position 998: 6.7682666240548965e-09
Position 1144: 2.516372674179048e-09
Position 1224: 2.4447651324977174e-09
Position 883: 7.626010792724392e-10
Position 314: 3.2243956890197427e-10
Position 517: 3.8323968192749174e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3820: 0.9066634705232215
Position 965: 0.7137386855109527
Position 14017: 0.6726544398637777
Position 314: 0.5342107614149498
Position 3500: 0.34955234625027487
Position 1288: 0.16008670332304945
Position 10677: 0.14631407300895746
Position 2296: 0.12016573027398467
Position 1428: 0.07114457489842686
Position 10460: 0.06257085727035354
Position 3516: 0.05056047200037628
Position 854: 0.04947075475443417
Position 13188: 0.03828798830555737
Position 14694: 0.03644296595430466
Position 10971: 0.029612767979573008
Position 14714: 0.02866211052713598
