Gene = ATG3
index = 108
Annotated 5SS: [  507  3588  8684 11772 13431 17907 20161 23818 24229 25489 27695]
Annotated 3SS: [ 3545  8633 11700 13322 17856 20078 23782 24072 25360 27625 29182]
SMsplice 5SS: [  507 11772 13431 20161 24229]
SMsplice 3SS: [11700 13322 20078 24072 27625]
top_k =  1000
Partition function (log Z): 5.064850110312195

Sorted 5' Splice Sites (High to Low Probability):
Position 13431: 0.9996062551770886
Position 24229: 0.994113972170438
Position 20161: 0.9888434274834109
Position 11772: 0.8752546670002443
Position 507: 0.6411722094890894
Position 3588: 0.5283244234073388
Position 12139: 0.5062664974573744
Position 13133: 0.4754965815231865
Position 23818: 0.4325090258392813
Position 25489: 0.428404682486634
Position 763: 0.3307531372702828
Position 12811: 0.328951911579165
Position 118: 0.219962221823156
Position 17907: 0.18151673447507402
Position 14196: 0.1635126439835107
Position 8684: 0.11838401502266643
Position 16704: 0.11454403783569796
Position 27711: 0.10268731393528852
Position 16692: 0.08824920539350511
Position 26796: 0.08747867527347175
Position 11813: 0.08578056967035391
Position 23398: 0.060568804130438914
Position 27707: 0.058733607639392636
Position 20660: 0.058237977882467595
Position 124: 0.05588758561541433
Position 1568: 0.05463015753915328
Position 23524: 0.051381300973092583
Position 3940: 0.04949613797930112
Position 26518: 0.04884321687353312
Position 27369: 0.03758862213465674
Position 199: 0.03622368610379243
Position 3893: 0.03402259521669853
Position 5939: 0.03160213094006787
Position 14905: 0.03121219397125191
Position 12000: 0.029037106508715303
Position 12444: 0.028397375739386298
Position 24490: 0.024693359313585624
Position 7446: 0.02417313561865501
Position 15666: 0.02174658118221755
Position 1326: 0.019813312511975666
Position 3378: 0.01914046038372914
Position 26119: 0.018301077579780483
Position 24606: 0.018175179436404884
Position 15662: 0.01290522101810657
Position 17651: 0.012302162829843545
Position 25944: 0.01139499914966908
Position 20835: 0.011066727313293542
Position 24730: 0.010286700896937945
Position 146: 0.009595793534771606
Position 2456: 0.009431234228950713
Position 1911: 0.009341096729620104
Position 1920: 0.008651811465749084
Position 13062: 0.008558619229948477
Position 20702: 0.008420004292940455
Position 2850: 0.008023172966519372
Position 14181: 0.007799560910246843
Position 20654: 0.007669019649816264
Position 24602: 0.0074355379273872545
Position 26553: 0.007424083194191821
Position 16032: 0.007109892171359628
Position 1241: 0.007104774923174483
Position 11759: 0.0063846111762026515
Position 21887: 0.006079029961242191
Position 19148: 0.005644586319565864
Position 20251: 0.00518278059363832
Position 917: 0.004746047373469752
Position 1836: 0.004718435691584886
Position 25829: 0.004159828747407792
Position 15561: 0.0041491795875467806
Position 19568: 0.004040140803672084
Position 12982: 0.0036785043532917326
Position 22267: 0.003390103917398069
Position 27930: 0.0028986942364804353
Position 26167: 0.0027385323739560694
Position 23621: 0.0026550512522027785
Position 17109: 0.0024993551207078686
Position 25895: 0.0023817967308294645
Position 28996: 0.0022259234868500454
Position 11947: 0.00218012673760216
Position 45: 0.0018852641915566885
Position 23822: 0.0018378283773612194
Position 16327: 0.001802997927348372
Position 20544: 0.001756195220974121
Position 604: 0.0017446849361232946
Position 13737: 0.0015509516514630583
Position 22215: 0.0015378544304131406
Position 22550: 0.001454643183172432
Position 2799: 0.0013033094167819994
Position 314: 0.0012652258667531296
Position 12815: 0.0012510725359918542
Position 2113: 0.001161244334889227
Position 14923: 0.0010817839304383989
Position 2994: 0.0009589150788887137
Position 1907: 0.0009532171000492725
Position 27695: 0.000916357128209133
Position 14655: 0.0009131589435946084
Position 21549: 0.0009000397475780048
