Gene = FANCG
index = 540
Annotated 5SS: [ 576  866 1412 1876 2753 3046 3293 3585 4055 4552 4738 5090 5646]
Annotated 3SS: [ 774 1279 1672 2616 2914 3145 3432 3987 4261 4690 4933 5521 5799]
SMsplice 5SS: [ 576 1412 2753 3038 3293 3585]
SMsplice 3SS: [1279 2616 2914 3145 3432 5799]
top_k =  1000
Partition function (log Z): 9.420543294260842

Sorted 5' Splice Sites (High to Low Probability):
Position 576: 0.9062531955757243
Position 3585: 0.8837353685054663
Position 2753: 0.8707146136220448
Position 1412: 0.8267024877213036
Position 3038: 0.7738456451352436
Position 3293: 0.7046015737214522
Position 4552: 0.5468855944924833
Position 4738: 0.532074682197766
Position 5090: 0.5064622204279234
Position 866: 0.4482463319964276
Position 2031: 0.4065493248971425
Position 4055: 0.26939335444811846
Position 286: 0.237771644919744
Position 5646: 0.22129709407164558
Position 3046: 0.2134304134591259
Position 3308: 0.19992407601298776
Position 4095: 0.18655754507522487
Position 4059: 0.18568919372483914
Position 1876: 0.1641502522002445
Position 4961: 0.11391983713706626
Position 3567: 0.10094368645183126
Position 5410: 0.09638730905309958
Position 2168: 0.08384640531506013
Position 1704: 0.05963590986533382
Position 4791: 0.056491885934116935
Position 3337: 0.04721727396658334
Position 889: 0.04533389102604717
Position 1125: 0.04187352569137811
Position 5163: 0.04159402059703997
Position 4890: 0.031959997891330645
Position 1553: 0.031176679650037436
Position 600: 0.01855937644164721
Position 4087: 0.017674567516459037
Position 1976: 0.01573014224069025
Position 629: 0.015496986522951103
Position 387: 0.014368236675675179
Position 4779: 0.013651346332535072
Position 2017: 0.012881682850262444
Position 1166: 0.01103554701542308
Position 3960: 0.010620113105476212
Position 2130: 0.009738415362615813
Position 1624: 0.00917898026111716
Position 347: 0.0091077670157283
Position 4612: 0.007434770021723391
Position 5522: 0.006985511579966121
Position 2577: 0.006214384219154771
Position 1652: 0.005702576843517868
Position 4208: 0.00561454317944711
Position 3287: 0.005260972056864363
Position 1656: 0.005145322821339493
Position 127: 0.00476343820090879
Position 1642: 0.004726227672057491
Position 3010: 0.004111611799095747
Position 1640: 0.0041039242732272795
Position 1654: 0.003958538638849566
Position 5712: 0.0034940307787434694
Position 1547: 0.0032078712790797677
Position 395: 0.0031450033410907545
Position 4187: 0.0028614066903812495
Position 2035: 0.0024938100164234546
Position 4304: 0.0024515475003695753
Position 3590: 0.0024391925904493038
Position 4200: 0.002304056743241803
Position 4884: 0.0021097842680570236
Position 1638: 0.0020814652636266325
Position 4293: 0.002070825740245612
Position 4368: 0.001892935675367016
Position 5905: 0.0018838145187238967
Position 1815: 0.0017992994235962348
Position 1792: 0.001724092698109801
Position 584: 0.0016587864802390286
Position 4472: 0.0013297384488399984
Position 5898: 0.0013280395910859656
Position 3481: 0.0012645502415913944
Position 3824: 0.0012591244344744767
Position 1519: 0.001234926843672215
Position 5738: 0.001183433962870596
Position 4949: 0.0011816523348083833
Position 4691: 0.001085626746570578
Position 14: 0.0010745634604362696
Position 3351: 0.001026945213168452
Position 141: 0.0008650181920600962
Position 178: 0.0008565650539538753
Position 775: 0.0008493275009544503
Position 2175: 0.00083504467730822
Position 5416: 0.0007503386740647649
Position 185: 0.0007300965519236627
Position 419: 0.0006824219270489057
Position 5169: 0.0005970249711990724
Position 1600: 0.0005294417103046861
Position 3316: 0.00040249458617016247
Position 2218: 0.00040228143726293836
Position 4508: 0.00038971358279989583
Position 3815: 0.00033026588658838934
Position 1820: 0.00028071612902513685
Position 209: 0.00025340819993533836
Position 1077: 0.00024365205362515715
Position 5944: 0.00022309235363628842
Position 4322: 0.00020965499199722767
Position 1256: 0.00020795096866365622
Position 2915: 0.0002005731518478391
Position 3940: 0.00019071858027112421
Position 3343: 0.00018573502295537197
Position 5893: 0.00017615090554047813
Position 3027: 0.00017223443728622893
Position 3000: 0.00016117956373418968
Position 4807: 0.00013755668999124786
Position 1130: 0.00013117679481209872
Position 47: 0.00012165956780375822
Position 791: 0.0001216072466396021
Position 874: 0.00012082867032569248
Position 1660: 0.00011233356692489384
Position 2793: 0.00011101680217763973
Position 3642: 0.00011078759347429797
Position 3004: 0.00010751416805656086
Position 3321: 8.108457969136908e-05
Position 3794: 8.005954333450728e-05
Position 3063: 6.766275895106515e-05
Position 1010: 5.66045891459191e-05
Position 196: 4.065791720161482e-05
Position 3385: 3.7740589223169796e-05
Position 3107: 3.543407241036549e-05
Position 327: 3.4589081942027054e-05
Position 1065: 3.3492589018640595e-05
Position 1644: 3.170770579627452e-05
Position 3904: 3.0599716653309636e-05
Position 2985: 2.9430693384653223e-05
Position 3012: 2.592943461852543e-05
Position 561: 2.5745701500724603e-05
Position 4518: 2.1930203057958474e-05
Position 3273: 1.810528304737064e-05
Position 2156: 1.783635383621371e-05
Position 3113: 1.2705847522162071e-05
Position 3207: 1.1823716000244966e-05
Position 513: 1.0886886408288414e-05
Position 967: 8.427259837937327e-06
Position 1170: 8.333035870124238e-06
Position 467: 6.4998824197454e-06
Position 456: 6.205336144230098e-06
Position 1203: 5.967418048342153e-06
Position 1180: 5.682261501155276e-06
