Gene = SRA1
index = 1328
Annotated 5SS: [ 883 1164 6329 7250]
Annotated 3SS: [1037 6125 7140 7398]
SMsplice 5SS: [ 883 1164 7250]
SMsplice 3SS: [1037 7140 7398]
top_k =  1000
Partition function (log Z): -3.8458251683666846

Sorted 5' Splice Sites (High to Low Probability):
Position 1164: 0.9844737851126296
Position 7250: 0.8868577255989611
Position 883: 0.7756978497593014
Position 49: 0.5974004628909346
Position 7470: 0.3751803957081489
Position 6329: 0.290444784927459
Position 869: 0.11768402941146705
Position 7485: 0.1081272700100117
Position 1701: 0.06975941472548629
Position 550: 0.055545187490033086
Position 6183: 0.0542933439804261
Position 7256: 0.04152710468864072
Position 374: 0.03349733087431416
Position 4123: 0.02875521377703339
Position 2391: 0.02868964101859572
Position 1744: 0.025216063728261625
Position 2789: 0.025075766884409826
Position 4188: 0.02478237384482293
Position 803: 0.009196289770909923
Position 462: 0.0062455090554215656
Position 243: 0.005186041581097923
Position 7474: 0.004903073450957436
Position 3845: 0.004712657349871199
Position 260: 0.0036849606037542043
Position 1341: 0.0035139995119693192
Position 94: 0.003277788371939409
Position 7315: 0.00318826658304701
Position 6350: 0.0028747950637968735
Position 7268: 0.00282243656641961
Position 325: 0.002815321025669604
Position 160: 0.002321698830589954
Position 913: 0.0013443910771539296
Position 1216: 0.0012066246838762864
Position 7936: 0.0009556256070907388
Position 456: 0.0008755163772923137
Position 2471: 0.0008066436563428184
Position 1726: 0.0007523080201951596
Position 7813: 0.0007443993896573889
Position 126: 0.0007272879845357897
Position 548: 0.0005712848641159541
Position 2829: 0.0005329982555655068
Position 483: 0.0005205711887357803
Position 53: 0.0004783339517427984
Position 1515: 0.00045624743340922784
Position 1309: 0.0004172233762506694
Position 7219: 0.0004075083951354321
Position 7147: 0.0003998402463776421
Position 873: 0.00035215254942750414
Position 354: 0.0003323176803346352
Position 320: 0.0003296507198956046
Position 4004: 0.000327896405952383
Position 7802: 0.0002976782484449706
Position 477: 0.00027386986158152183
Position 523: 0.000272998189908575
Position 3772: 0.00023874615224974766
Position 1291: 0.0002081242801078127
Position 640: 0.00020006316083884113
Position 1731: 0.0001962209062674037
Position 554: 0.00017881789852051196
Position 351: 0.0001586674661544176
Position 7243: 0.00014495095001033562
Position 359: 0.00012348121206443033
Position 5240: 0.00011550002536482655
Position 4479: 0.0001136773631729516
Position 6869: 0.00011331848413202024
Position 113: 0.0001084585107401942
Position 1752: 0.00010829731122003009
Position 278: 9.402241132155916e-05
Position 162: 8.39886388180487e-05
Position 492: 6.583554218820245e-05
Position 4784: 6.043638230565678e-05
Position 5464: 5.4494239193227423e-05
Position 647: 4.8110510838647016e-05
Position 34: 4.777108954467392e-05
Position 5918: 3.779864571730514e-05
Position 1133: 3.539915752162353e-05
Position 665: 3.503561389843598e-05
Position 3233: 3.414669442363977e-05
Position 2042: 3.2108335427606736e-05
Position 941: 2.8262514097376972e-05
Position 517: 2.811844426554438e-05
Position 130: 2.648568281461788e-05
Position 92: 2.447469906563663e-05
Position 730: 2.2899188910399106e-05
Position 954: 2.1131438444931445e-05
Position 117: 1.9482985045854378e-05
Position 785: 1.6518015044446917e-05
Position 916: 9.447568972670513e-06
Position 852: 9.072395198801929e-06
Position 1168: 8.377296231416175e-06
Position 254: 6.3578961883283615e-06
Position 1352: 5.796998610938801e-06
Position 1354: 5.348071422683165e-06
Position 1707: 3.545286425244039e-06
Position 1435: 3.233205185195699e-06
Position 103: 3.189146783724431e-06
Position 213: 3.0120881666569693e-06
Position 206: 2.7139863840760923e-06
Position 140: 2.654735617643583e-06
Position 3620: 2.123680262401053e-06
Position 14: 1.8378767223947161e-06
Position 1214: 1.731238753646304e-06
Position 362: 1.6958612887758584e-06
Position 5559: 1.1575544990671891e-06
Position 787: 8.941840634738996e-07
Position 1474: 6.040431582502476e-07
Position 2440: 5.130004053669721e-07
Position 111: 4.661249173096334e-07
Position 708: 4.4260748951946224e-07
Position 1297: 2.64228060210102e-07
Position 1528: 2.275681087954044e-07
Position 4279: 1.2434357681079774e-07
Position 7415: 1.2164231042838748e-07
Position 1620: 1.0871598113255084e-07
Position 1791: 8.674603842042378e-08
Position 1179: 4.633921982719996e-09
Position 301: 4.2928252562144944e-10
Position 105: 3.997370172283393e-10
Position 143: 2.5985631083942366e-11
Position 1231: 3.1897512708369554e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 0.897578454715806
