Gene = RP11-96L14.7
index = 1182
Annotated 5SS: [205 666]
Annotated 3SS: [ 485 1222]
SMsplice 5SS: [205 666]
SMsplice 3SS: [ 485 1615]
top_k =  1000
Partition function (log Z): -6.071246801958867

Sorted 5' Splice Sites (High to Low Probability):
Position 205: 0.9852871945733285
Position 666: 0.6263340854885193
Position 1284: 0.2793334799696922
Position 11: 0.25760375883866227
Position 1109: 0.05266139803923769
Position 52: 0.030102449296255832
Position 1379: 0.03001757338263929
Position 1115: 0.027653675965107875
Position 670: 0.02644283735195708
Position 499: 0.022367777055601886
Position 600: 0.015137897875657377
Position 1808: 0.008553868074001688
Position 41: 0.008545939703285215
Position 1438: 0.008324866700641524
Position 492: 0.007709982101749758
Position 629: 0.0033167105248845456
Position 1590: 0.00271389917407004
Position 1430: 0.002395788435148065
Position 1418: 0.001956546980841126
Position 615: 0.0018437759660623642
Position 1367: 0.0016715447942294611
Position 1676: 0.0015283224149566757
Position 2105: 0.0005912599852311809
Position 1406: 0.0004465346059395146
Position 225: 0.00040847898892407256
Position 334: 0.0003271308451137646
Position 209: 0.0001292853106072897
Position 185: 0.00012080999329062349
Position 196: 2.3115063911459693e-05
Position 686: 1.9218056123686547e-05
Position 845: 1.7657973918818805e-05
Position 1148: 9.89756470065226e-06
Position 34: 9.020285644108608e-06
Position 537: 7.77784691735273e-06
Position 387: 7.231828215379678e-06
Position 930: 6.705929811119321e-06
Position 571: 5.828172951849457e-06
Position 1104: 4.961456015043364e-06
Position 113: 2.4150492805168004e-06
Position 354: 2.0668752644279843e-06
Position 268: 1.419396664652106e-06
Position 1219: 1.3653137110154018e-06
Position 105: 9.42406206020025e-07
Position 1397: 9.218300852718232e-07
Position 45: 6.506034393507648e-07
Position 381: 1.8094630307147425e-07
Position 148: 1.552402636996342e-07
Position 1501: 1.5097650867681358e-07
Position 523: 8.342453911082431e-08
Position 73: 4.762913060201638e-08
Position 87: 2.942213243942274e-08
Position 292: 2.1625407427643484e-08
Position 549: 1.8551787209602857e-08
Position 198: 5.827061157006063e-10
Position 297: 2.0151812207724237e-10
Position 89: 1.6816117297931476e-10
Position 474: 1.2257598820894023e-12
Position 444: 4.480746032770414e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 485: 0.6631465937979308
Position 1615: 0.4827513346868258
Position 1222: 0.4127313573857684
Position 131: 0.19472698615336614
Position 1015: 0.08607582413411598
Position 1098: 0.07332330039973209
Position 401: 0.06953160733768328
Position 73: 0.06209705094263809
Position 1470: 0.03773759791995435
Position 97: 0.032656361252505886
Position 444: 0.02958243885245937
Position 1378: 0.025926432163604494
Position 2214: 0.024577593581727356
Position 979: 0.01675977211086767
Position 491: 0.015179013131143526
Position 1493: 0.014410269456061291
Position 1986: 0.013948528365096939
Position 1180: 0.013895624756145272
Position 1942: 0.012553030551642443
Position 1675: 0.01240167981810033
Position 316: 0.012111142831510846
Position 1161: 0.01048427226518151
Position 534: 0.0070875293068965745
Position 961: 0.006937531374824053
Position 1643: 0.006737541739265508
Position 1046: 0.005560035815186164
Position 1476: 0.005323476788783006
Position 596: 0.00459568212954568
Position 1409: 0.004464145278168939
Position 720: 0.00427382625660074
Position 284: 0.004259548033625869
Position 1915: 0.004122069297872186
Position 1367: 0.0031984590367035246
Position 781: 0.0031270462804387396
Position 802: 0.0028932576230771773
Position 1017: 0.00256914353067
Position 2169: 0.0020933907927171867
Position 1946: 0.001905017009833575
Position 1540: 0.0018562370102407565
Position 736: 0.0015023668602031184
Position 1051: 0.0015006461267033364
Position 1236: 0.0014755058120266469
Position 373: 0.0011409967313635804
Position 1795: 0.0009566903942660657
Position 1735: 0.0008980845411733181
Position 1757: 0.0008649715802287473
Position 1136: 0.0007590893351659501
Position 549: 0.0006556645010741244
Position 1245: 0.0006542001998807877
Position 877: 0.0005683132547141978
Position 415: 0.0004840472981031033
Position 313: 0.0004435711710622893
Position 288: 0.00042397185562426337
Position 2292: 0.00033625027713144834
Position 462: 0.0003245548585596624
Position 733: 0.0003035958117538253
Position 1127: 0.0002856090414374789
Position 807: 0.00026204910931188565
Position 1024: 0.00024053638700665002
Position 2004: 0.00020665588116255983
Position 919: 0.00019367409953394837
Position 637: 0.0001847352104255147
Position 1108: 0.00018349857938364039
Position 934: 0.00015555725150502578
Position 906: 0.00015165967311365336
Position 263: 0.0001406956212607941
Position 2259: 0.00013133252228100662
Position 204: 0.00011010178156679911
Position 1114: 0.0001080909259546792
Position 139: 0.00010703884404387402
Position 509: 5.1311776318664345e-05
Position 513: 4.018660469824307e-05
Position 730: 3.957527329866953e-05
Position 608: 3.43028578690799e-05
Position 555: 3.015205200049871e-05
Position 148: 2.2261906873630606e-05
Position 320: 1.712355502809284e-05
Position 1112: 7.911931250543672e-06
Position 901: 6.451470312887587e-06
Position 495: 5.724030004266172e-06
Position 640: 5.344541065228129e-06
Position 515: 3.83982938738329e-06
Position 1516: 3.303719237562079e-06
Position 326: 2.8981032630197883e-06
Position 523: 2.563567597337873e-06
Position 644: 2.2925313451294285e-06
Position 988: 1.6322194293403788e-06
Position 642: 1.5171919427178033e-06
Position 143: 1.480033632890633e-06
Position 864: 1.4486430817967235e-06
Position 537: 1.1652706946962582e-06
Position 345: 5.544694493357372e-07
Position 1257: 1.8355009868164644e-07
Position 334: 1.6426118738864708e-08
Position 338: 8.008469007893983e-09
Position 209: 2.5278592785333075e-09
Position 503: 3.23202762921013e-11
