Gene = TRIM14
index = 1483
Annotated 5SS: [  229  9322 19280 24344 27302 31769]
Annotated 3SS: [ 9225 19045 24180 27208 31204 49522]
SMsplice 5SS: [  456  9322 19280 24344 31276]
SMsplice 3SS: [ 9225 19045 24180 31204 43632]
top_k =  1000
Partition function (log Z): -14.942054338584136

Sorted 5' Splice Sites (High to Low Probability):
Position 19280: 0.9999975281137002
Position 31276: 0.965099340053829
Position 24344: 0.9590948169354853
Position 456: 0.5061497926385664
Position 32033: 0.44835030156402955
Position 229: 0.40600046341789564
Position 34921: 0.21477218826330602
Position 27302: 0.18422170404034816
Position 23531: 0.16965461077632238
Position 31769: 0.1588898363821605
Position 24861: 0.1305182189507117
Position 1191: 0.08427755827145994
Position 33086: 0.07826488589098059
Position 19639: 0.07499821064353782
Position 28829: 0.0733321315644036
Position 27251: 0.07087863920308193
Position 12613: 0.06108771062179512
Position 36297: 0.05995458145348142
Position 29279: 0.058925362072435886
Position 14793: 0.05821657880874426
Position 581: 0.04698310156614894
Position 6174: 0.0439630254761983
Position 13757: 0.03791525718666817
Position 2275: 0.03303580542003684
Position 796: 0.03200611025423593
Position 24893: 0.029105588967754958
Position 166: 0.021216125404671292
Position 350: 0.019868330566545793
Position 13546: 0.01985758756663599
Position 29330: 0.019720943102157284
Position 13439: 0.019703725465966847
Position 7053: 0.019213088497180654
Position 31416: 0.01832097845646934
Position 13521: 0.017701638363924056
Position 29284: 0.017557638265963873
Position 27346: 0.015173532187028448
Position 9142: 0.014967401372353833
Position 1141: 0.014779840100196376
Position 29355: 0.014283938449223725
Position 24906: 0.013865887854770687
Position 26407: 0.009795196066616585
Position 37145: 0.009681724183384087
Position 37998: 0.00941088121065051
Position 25389: 0.005999486729772577
Position 25129: 0.005017960436229247
Position 27383: 0.004390287849021986
Position 150: 0.0038816385725285183
Position 33906: 0.0036405365663409774
Position 25218: 0.003559720853918642
Position 60: 0.002788705906375458
Position 249: 0.002590933173795294
Position 28245: 0.0025869714327740566
Position 1049: 0.001461749826074538
Position 33026: 0.0014257105416991247
Position 35000: 0.0008047466822683987
Position 439: 0.0007804432953785027
Position 1044: 0.000695419340038121
Position 35011: 0.0005746935122820036
Position 1275: 0.00035771452283503316
Position 217: 0.00024535594147278287
Position 3422: 0.00016433320174358612
Position 4444: 0.00015483115877350804
Position 2167: 0.0001471457035876147
Position 2180: 0.0001277266988875867
Position 475: 0.00011876563191111123
Position 3034: 0.00011783536374771993
Position 31323: 0.0001081201312379622
Position 33160: 0.00010526393326283375
Position 2492: 9.01941056566363e-05
Position 223: 8.476042446677982e-05
Position 468: 7.776203337937575e-05
Position 2826: 6.144415551511408e-05
Position 1418: 6.001113402252508e-05
Position 492: 5.963891604261805e-05
Position 1126: 5.8341554571431375e-05
