Gene = UGCG
index = 1528
Annotated 5SS: [  548 17981 26186 28113 29731 32913 34592 35594]
Annotated 3SS: [17838 26082 28010 29617 32733 34504 35403 36060]
SMsplice 5SS: [  548 17981 26186 28113 29731 32913 34592 35594]
SMsplice 3SS: [17838 26082 28010 29617 32733 34504 35403 36060]
top_k =  1000
Partition function (log Z): -1.713134103527611

Sorted 5' Splice Sites (High to Low Probability):
Position 17981: 0.9999999999999998
Position 32913: 0.963271899730739
Position 34592: 0.9313298899581888
Position 28113: 0.8776684357854776
Position 26186: 0.8699575824148946
Position 35594: 0.7136137630180269
Position 29731: 0.6009760743508137
Position 548: 0.5446300993266676
Position 3376: 0.4004549949581171
Position 33330: 0.3951717826283205
Position 32734: 0.3694042082819823
Position 494: 0.36147418658031905
Position 36203: 0.2529209028497941
Position 23409: 0.23406890206290162
Position 3239: 0.1904240884162925
Position 35205: 0.1575455565122767
Position 117: 0.09090695816567587
Position 14514: 0.08940599230462665
Position 1366: 0.08142080982497697
Position 11879: 0.0647322748309249
Position 9807: 0.06341253894463653
Position 33476: 0.057764412347716614
Position 35837: 0.05450428003206092
Position 12890: 0.047631392249763885
Position 35120: 0.04227134171166347
Position 137: 0.04068277347488491
Position 2536: 0.03812493421439085
Position 33419: 0.03681581258922717
Position 21041: 0.03273534264352028
Position 28897: 0.031146027661163006
Position 35528: 0.026096795152385114
Position 31391: 0.02488902497468331
Position 28871: 0.0247379272702896
Position 4005: 0.02446426357963891
Position 34278: 0.023320021784505467
Position 3574: 0.019076851333759866
Position 37195: 0.018822993255001
Position 31680: 0.017893565462225033
Position 35707: 0.016932925784605174
Position 18421: 0.015418342403681902
Position 26645: 0.015185768735530911
Position 35616: 0.015001409498281514
Position 2320: 0.014501517142460202
Position 23441: 0.014099988225340775
Position 32612: 0.011843196638668663
Position 28243: 0.010987839941696368
Position 19071: 0.009677475150127037
Position 34273: 0.009520825778996907
Position 36226: 0.0075345495139865805
Position 132: 0.006845109737392119
Position 27325: 0.006634195354112384
Position 23456: 0.0062034690428259855
Position 35448: 0.006048433506113773
Position 433: 0.005879396532501899
Position 1270: 0.0056301631922791385
Position 34648: 0.004924881485362374
Position 37540: 0.004869875570013099
Position 19075: 0.00464049973841374
Position 18428: 0.004057778019568097
Position 35080: 0.003836391571048936
Position 36270: 0.003741264939790989
Position 1817: 0.0037122033254454057
Position 37895: 0.0031477768000217838
Position 26029: 0.0030958303444216257
Position 552: 0.0029473011303184377
Position 36248: 0.0028864907027647707
Position 1859: 0.0028108251769176635
Position 36179: 0.002643003074307034
Position 510: 0.0025713348045777293
Position 28118: 0.002547420010282082
Position 31488: 0.0024408724364580986
Position 35314: 0.002295166363465438
Position 27302: 0.0022766149209737926
Position 33566: 0.002256816879873119
Position 36332: 0.002216308900452709
Position 35256: 0.0021000263317947146
Position 821: 0.0017938585391378983
Position 35167: 0.001714426144705339
Position 1027: 0.0016018145377840447
Position 35703: 0.0013155235662025027
Position 35914: 0.001109575702797329
Position 1343: 0.0011047747738530576
Position 21554: 0.001066597128448781
Position 37118: 0.0010153436862440077
Position 879: 0.0008990541561370987
Position 36717: 0.0008447445994945527
Position 1444: 0.0008396983165259667
Position 18433: 0.0008113402347956775
Position 754: 0.0007192833914799211
Position 855: 0.0005982607600418954
Position 2544: 0.0004765250730803844
Position 2852: 0.0004605657363247697
Position 584: 0.0003972188128735721
Position 4763: 0.00033848418547491245
Position 1426: 0.0003154282709057649
Position 1579: 0.000271142705787027
