Gene = MED10
index = 828
Annotated 5SS: [ 233 1429 4271]
Annotated 3SS: [1344 4167 5992]
SMsplice 5SS: [ 233 1429 3844 4271]
SMsplice 3SS: [1344 3671 4107 5992]
top_k =  1000
Partition function (log Z): -1.259595808912516

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.9641535316525032
Position 4271: 0.9435804278344718
Position 1429: 0.8861472004191127
Position 3844: 0.772090508159127
Position 1053: 0.26674473366858065
Position 5871: 0.22634368096950816
Position 3041: 0.2233966840513237
Position 657: 0.12141517679419844
Position 3054: 0.08855324990429239
Position 3829: 0.06315217835800606
Position 2754: 0.0588553964356587
Position 1949: 0.0565739186723595
Position 625: 0.04496401871934367
Position 1899: 0.03812679395320806
Position 2746: 0.030697864187037256
Position 3901: 0.02683975314503045
Position 2520: 0.026396157596432993
Position 186: 0.024829463907436112
Position 6182: 0.017042200721325992
Position 2837: 0.014821145757059666
Position 2495: 0.013985109563192903
Position 2803: 0.013084527029940066
Position 2734: 0.011824901936369958
Position 1273: 0.010173079501143956
Position 1281: 0.010169221754761986
Position 1264: 0.009908735828580907
Position 4418: 0.00887044590505485
Position 1530: 0.007963917838862404
Position 2142: 0.007570673998012679
Position 2336: 0.007542808259661243
Position 2897: 0.0062361573122095134
Position 3369: 0.005192538733345647
Position 1091: 0.003768353999343035
Position 3027: 0.0030173763304009557
Position 1073: 0.002795497338022007
Position 714: 0.002701126156193282
Position 1206: 0.002560018077838286
Position 2627: 0.0024897458186693717
Position 4786: 0.0023372135829866853
Position 729: 0.002271489103252224
Position 3598: 0.0020796267549895663
Position 1234: 0.0020040494669470153
Position 2272: 0.001815041436902029
Position 880: 0.0015830257899167094
Position 1155: 0.0015449059516459737
Position 3893: 0.0014796795777720073
Position 1684: 0.0014237929437204543
Position 1458: 0.0012668274118969396
Position 1409: 0.0009454312196672425
Position 2395: 0.0008964141398068536
Position 3014: 0.000836010327065645
Position 87: 0.0007750100985652156
Position 2506: 0.0007353927030043254
Position 3975: 0.0007246047824718643
Position 2800: 0.0007211173804898919
Position 50: 0.0005011920916856965
Position 965: 0.0004703560254246024
Position 3049: 0.0004030957538911606
Position 6139: 0.00037465267330164773
Position 2859: 0.0003494778003266992
Position 152: 0.00034045391112792235
Position 1125: 0.0003181005429993981
Position 1485: 0.0002587231094612683
Position 1783: 0.00024110942320952768
Position 819: 0.00023435312315361474
Position 5784: 0.0002268658755086582
Position 1215: 0.0002035982169003949
Position 4753: 0.0001876900144424583
Position 545: 0.00018276803977280187
Position 717: 0.00016837299829166612
Position 1138: 0.00016567088501693626
Position 91: 0.00015914373401504874
