Gene = S100A8
index = 1221
Annotated 5SS: [120 582]
Annotated 3SS: [418 732]
SMsplice 5SS: [120 582]
SMsplice 3SS: [418 667]
top_k =  1000
Partition function (log Z): -6.469657512323385

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.8372931909024772
Position 582: 0.8183064734136682
Position 173: 0.09251756373432993
Position 246: 0.014082988453918243
Position 65: 0.01235500763053245
Position 116: 0.006302254558297952
Position 494: 0.005415094139664724
Position 40: 0.005142321915339159
Position 572: 0.005054068624406274
Position 419: 0.00455299684137521
Position 96: 0.002442220803862795
Position 72: 0.0018360342208598704
Position 597: 0.0018278903846405481
Position 165: 0.001467087024357169
Position 563: 0.0012435024735056685
Position 814: 0.0008245018926548699
Position 405: 0.0008141324599063262
Position 294: 0.0005978715099042112
Position 197: 0.0004710970826668317
Position 195: 0.0004318131888466839
Position 428: 0.00035780868439298276
Position 299: 0.0001310426971236137
Position 782: 7.715665096444215e-05
Position 133: 6.936110951720408e-05
Position 356: 6.250347433771199e-05
Position 217: 3.9381185362145725e-05
Position 170: 2.1455880094882694e-05
Position 199: 2.0002409257021937e-05
Position 740: 1.893548602848938e-05
Position 565: 1.5088708872873765e-05
Position 244: 1.4291257178079448e-05
Position 182: 9.898915680672843e-06
Position 787: 7.078286763166293e-06
Position 753: 6.4580560241586185e-06
Position 620: 6.173899781193215e-06
Position 432: 6.044483335875671e-06
Position 311: 5.679422159892444e-06
Position 215: 4.93354884851572e-06
Position 201: 2.038835809711102e-06
Position 599: 1.00664313141578e-06
Position 645: 8.042229830835229e-07
Position 762: 6.420040854952494e-07
Position 483: 5.568333566439538e-07
Position 209: 4.351591131641506e-07
Position 748: 2.1470000527874727e-07
Position 525: 1.1299909945862393e-07
Position 443: 8.794206194494498e-09
Position 410: 3.745933834099263e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.886446223262123
Position 667: 0.7375496718539875
Position 732: 0.12129220227022815
Position 275: 0.02521559534174614
Position 693: 0.008912236303416534
Position 401: 0.007284223329139614
Position 494: 0.006048901712466333
Position 787: 0.0041366249792220994
Position 920: 0.003733600661095943
Position 532: 0.002099485463611879
Position 404: 0.0017576016482612673
Position 822: 0.0014442987223515366
Position 738: 0.001405896131008163
Position 371: 0.0009229307736629036
Position 277: 0.0009199702817010224
Position 462: 0.0008675765728122827
Position 458: 0.0007771794024416043
Position 509: 0.0007100370596738438
Position 760: 0.0003805343473061673
Position 316: 0.00037138995454636146
Position 642: 0.00023137930368782213
Position 428: 0.00022653928285085406
Position 452: 0.0002122557848600312
Position 798: 0.0002001092855350522
Position 141: 0.0001536302197249471
Position 311: 0.00013440663233259048
Position 309: 0.0001334118279097576
Position 283: 9.158798155605643e-05
Position 161: 6.447426556336941e-05
Position 745: 4.6727867433226365e-05
Position 891: 2.090830345881336e-05
Position 835: 1.369147674812082e-05
Position 580: 1.1003017126896756e-05
Position 893: 9.256340678217437e-06
Position 116: 8.093219056067971e-06
Position 801: 5.94461762119966e-06
Position 163: 3.614203357207819e-06
Position 848: 2.8945238129822367e-06
Position 321: 2.127955385450208e-06
Position 873: 1.9672917386330056e-06
Position 762: 1.5866084312513534e-06
Position 555: 1.4749821306305322e-06
Position 856: 1.014010470818587e-06
Position 572: 9.541604841948035e-07
Position 158: 7.639353110553176e-07
Position 327: 5.779395550895434e-07
Position 930: 1.9041616626059156e-07
Position 545: 1.2158582945749107e-07
Position 868: 1.0973671393446787e-07
Position 860: 8.030785484516956e-08
Position 182: 6.29046498178462e-08
Position 177: 4.355318422870632e-08
Position 106: 2.013334535735569e-08
Position 557: 1.515036451175002e-08
Position 124: 6.707371536175036e-09
