Gene = ZMYM6NB
index = 1605
Annotated 5SS: [ 156 1587]
Annotated 3SS: [1405 3233]
SMsplice 5SS: [ 156 1587]
SMsplice 3SS: [1405 3233]
top_k =  1000
Partition function (log Z): -8.954842117125594

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.8776747985636237
Position 1587: 0.650344878393132
Position 526: 0.11713273388574467
Position 933: 0.08043254899445022
Position 892: 0.052610574319052826
Position 308: 0.034611619867227675
Position 2065: 0.027229761496072077
Position 3100: 0.02202122217413444
Position 1448: 0.016242369293187304
Position 3353: 0.009885370310561106
Position 2646: 0.007762578533897722
Position 921: 0.006437211026881283
Position 1557: 0.005663432895919408
Position 461: 0.004031113806602302
Position 1745: 0.0032368445561520042
Position 3279: 0.002210300760003345
Position 3457: 0.0021388571681118726
Position 421: 0.0012016031641950999
Position 31: 0.0011369356622206988
Position 3384: 0.0007795226464133451
Position 3356: 0.0006773931922276141
Position 141: 0.00063883606557442
Position 66: 0.0004862672240070357
Position 107: 0.00046248756647994675
Position 1313: 0.00023305393599487966
Position 3502: 0.0002189240531421517
Position 2336: 0.00014615585081369044
Position 3114: 0.0001232601053326362
Position 1526: 0.00011094761871897186
Position 3406: 0.00010462470941590103
Position 75: 7.856490812251478e-05
Position 535: 7.694031192929388e-05
Position 2726: 7.313836743803379e-05
Position 1290: 7.161088828184284e-05
Position 590: 6.450122695625292e-05
Position 944: 4.5167906074045616e-05
Position 1170: 4.12082967205571e-05
Position 390: 3.9430832540121824e-05
Position 200: 3.146319208649059e-05
Position 1165: 2.6656310931100227e-05
Position 705: 1.8610058050430832e-05
Position 1032: 1.3198329083928928e-05
Position 102: 1.2060118014245848e-05
Position 1293: 1.1576329165577857e-05
Position 202: 1.056398473586943e-05
Position 1150: 5.1352643314496035e-06
Position 1490: 2.9096104224263633e-06
Position 546: 2.0864580597429545e-06
Position 331: 1.7263790585407682e-06
Position 543: 1.530698995611288e-06
Position 2363: 1.4436359617794886e-06
Position 3151: 1.2574431700726537e-06
Position 541: 1.02472799340603e-06
Position 505: 9.408717785013129e-07
Position 8: 6.501388445709905e-07
Position 1516: 6.024734542318584e-07
Position 1433: 5.898565985458179e-07
Position 617: 4.800688500349805e-07
Position 515: 3.9368557474984096e-07
Position 530: 2.537283932812765e-07
Position 905: 7.51236058221307e-08
Position 1147: 7.235214854285019e-08
Position 73: 3.3659795618666653e-08
Position 322: 2.976106346599511e-08
Position 760: 1.7484753863776514e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1405: 0.5350091007940974
