Gene = IDNK
index = 675
Annotated 5SS: [   54  5044  5792 18424]
Annotated 3SS: [ 5012  5704 18379 20260]
SMsplice 5SS: [  656  5044  5792 15037 18465]
SMsplice 3SS: [ 5012  5704 14773 18379 20260]
top_k =  1000
Partition function (log Z): -10.316554607536558

Sorted 5' Splice Sites (High to Low Probability):
Position 5792: 0.975558219444474
Position 5044: 0.719090162380716
Position 15037: 0.7151901130310617
Position 18465: 0.5885442848768172
Position 656: 0.4723120969166033
Position 16845: 0.3825810527865822
Position 54: 0.36450842284499263
Position 356: 0.20492740871135992
Position 20056: 0.13473694793170607
Position 10710: 0.10629700052809753
Position 908: 0.08905959672457327
Position 18566: 0.08339286691508374
Position 1936: 0.056007308078363585
Position 18424: 0.05335650225907514
Position 542: 0.044205177228062935
Position 58: 0.04280973720121093
Position 18530: 0.03258685171634286
Position 37: 0.028619824752310993
Position 2941: 0.0273253206854396
Position 7945: 0.019201059469033967
Position 16858: 0.016822528064137223
Position 28: 0.016621175098208638
Position 1305: 0.016213790906143274
Position 1340: 0.014682210711994857
Position 11616: 0.012837021237024411
Position 18767: 0.011950921461528976
Position 884: 0.011447053474743044
Position 1975: 0.011353464339476456
Position 5213: 0.011259552431372333
Position 3861: 0.010940238144995966
Position 11132: 0.010660673936503379
Position 7556: 0.010165651299140634
Position 5252: 0.010133707062980873
Position 12040: 0.00923216673212299
Position 4291: 0.008148674063714589
Position 6407: 0.0075891951542985375
Position 592: 0.007534555377463373
Position 386: 0.006744647378815607
Position 18922: 0.0062686054464485925
Position 14221: 0.006205449849037668
Position 18800: 0.0059174233348852495
Position 4493: 0.005781872362944611
Position 1119: 0.005587222701249689
Position 270: 0.0037786131061820862
Position 4319: 0.003737320314747617
Position 1508: 0.0034116958777431886
Position 17892: 0.0033535589278851155
Position 17619: 0.0032063261578541974
Position 5184: 0.0031108485984629947
Position 3106: 0.00276476980281791
Position 135: 0.001999478457381299
Position 5048: 0.001769250758996443
Position 4421: 0.0016614137191872896
Position 5877: 0.001652667367049826
Position 618: 0.0014754974862788604
Position 4426: 0.0012917914605020241
Position 3805: 0.0011850438765096429
Position 3529: 0.0010795744513108266
Position 3737: 0.0009565766163681414
Position 5468: 0.0009433268827123982
Position 1062: 0.0008521823505679645
Position 5094: 0.0008483270019465626
Position 1365: 0.0007957070063900232
Position 2784: 0.000752450155731875
Position 4219: 0.0005773703251875753
Position 1138: 0.0005700177758429444
Position 2368: 0.0004875343682810403
Position 5918: 0.0003200380293889142
Position 1045: 0.00030726660085783825
Position 1319: 0.00028566288514916447
Position 4533: 0.0002689392512106718
Position 9957: 0.00022785018864482357
Position 3988: 0.00021564216575701312
Position 145: 0.0001638921919916604
Position 92: 0.0001408560052295767
Position 90: 0.0001321142610611158
Position 10745: 7.126470332778782e-05
Position 6560: 5.7205457160295926e-05
Position 5889: 5.190190401154231e-05
Position 401: 4.5478944328214916e-05
Position 605: 3.414994139528696e-05
Position 6127: 2.827429403969659e-05
Position 1092: 2.4412415774097954e-05
Position 6059: 2.1497461627113482e-05
Position 664: 1.7996715421242056e-05
Position 2015: 1.7342414628186525e-05
Position 666: 1.2082328934037457e-05
Position 2658: 7.2004925369141704e-06
Position 2064: 6.849860638767154e-06
Position 6073: 6.316372543507661e-06
Position 6579: 5.981611486663221e-06
Position 1069: 4.759698550237699e-06
Position 864: 3.691223966124295e-06
Position 2159: 3.5865769136524357e-06
Position 2404: 3.528106971388266e-06
Position 5873: 3.2512116992627577e-06
Position 2195: 3.2133419296836354e-06
Position 2379: 2.7428262608921076e-06
