Gene = KIFAP3
index = 746
Annotated 5SS: [   260  19391  27984  35463  36406  39242  40324  42810  50278  58234
  82541  90114  91426  91994  92724  96611 102183 113650 120685]
Annotated 3SS: [ 19258  27828  35406  36263  39141  40198  42710  50098  58070  82439
  90004  91312  91827  92597  96511 102096 113459 120584 152913]
SMsplice 5SS: [   260  19391  27984  36406  39242  82541  88630  90114  90325  91426
  91994  92724  96611 120685 131071]
SMsplice 3SS: [ 19258  27828  36263  39141  82439  88413  90004  90242  91312  91827
  92597  96511 120584 130950 152913]
top_k =  1000
Partition function (log Z): -56.99594753709692

Sorted 5' Splice Sites (High to Low Probability):
Position 19391: 0.9990024146380857
Position 27984: 0.9871826659167758
Position 36406: 0.9756214491903188
Position 7192: 0.8529696885069113
Position 39242: 0.8086844888329354
Position 260: 0.7131960128068208
Position 19540: 0.41202854832042707
Position 29907: 0.3747094253945243
Position 33019: 0.33370096224322315
Position 34311: 0.2991946152551585
Position 33023: 0.26637626247557694
Position 22343: 0.2658385885104779
Position 28636: 0.26308342238578186
Position 543: 0.17271474310764579
Position 5991: 0.1279960715907955
Position 533: 0.12384238813000202
Position 28631: 0.10809105769538353
Position 28386: 0.1003574410704331
Position 36654: 0.07479178509927081
Position 6729: 0.06863902692346213
Position 6763: 0.0632448501383425
Position 29595: 0.020581355642529914
Position 39559: 0.019513141777976757
Position 29451: 0.01564252873238201
Position 41215: 0.0127303824497112
Position 407: 0.010856420696044748
Position 20399: 0.01078202621232177
Position 3009: 0.00952921387967942
Position 845: 0.008312900262318033
Position 1010: 0.006679040950717122
Position 3956: 0.005397644131748807
Position 79: 0.005173053911429031
Position 2277: 0.005042897736604673
Position 30792: 0.004449202932971986
Position 146: 0.004438416224195742
Position 1186: 0.0036587287131541932
Position 3590: 0.0031116202358187
Position 4703: 0.003028241248820781
Position 3219: 0.002839274027380056
Position 2272: 0.0027975671139178933
Position 4315: 0.0026711668443818084
Position 41391: 0.0021212891730140364
Position 3264: 0.0014378337765395739
Position 27929: 0.0012240400516170381
Position 3836: 0.0010501435439720069
Position 19583: 0.0002577001988940256
Position 138: 0.00022718581321233493
Position 36603: 0.00014050469920423543
Position 140: 9.956184477011716e-05
Position 327: 5.388460115646361e-05
Position 320: 2.4231863574422003e-05
Position 16: 9.56207730461048e-06
Position 1191: 8.994521662907684e-06
Position 801: 2.4988776971247254e-06
Position 1637: 1.3967410078393092e-06
Position 819: 1.0100340866120616e-06
Position 493: 1.0050262267537189e-06
Position 831: 8.0840950762863e-07
Position 1197: 7.130615845429793e-07
Position 1285: 6.693065545869431e-07
Position 351: 5.539634560436368e-07
Position 448: 4.548587789358228e-07
Position 1057: 4.460704306358042e-07
Position 638: 3.9351614566683583e-07
Position 1766: 3.736802875788798e-07
Position 76: 3.436640871572154e-07
Position 1804: 2.880813477308099e-07
Position 667: 2.5137752063431076e-07
Position 1423: 1.8651063333252988e-07
Position 1778: 1.6906787438443772e-07
Position 1046: 1.5571970088874825e-07
Position 1387: 1.4763031185384248e-07
Position 1098: 1.299681250912955e-07
Position 1427: 1.1493746672203826e-07
Position 412: 9.842454090319814e-08
Position 281: 9.622862301736507e-08
Position 312: 7.131101723599465e-08
Position 440: 6.790431969057446e-08
Position 52: 6.732084164050852e-08
Position 384: 4.458361490946742e-08
Position 711: 3.41112838849386e-08
Position 708: 2.132570102027924e-08
Position 124: 1.3427933991311743e-08
Position 633: 1.0440451153946679e-08
Position 660: 7.2734599812825706e-09
Position 33: 4.727991044330184e-09
Position 160: 3.5634679252841453e-09
Position 334: 2.682843299042042e-09
Position 31: 2.2591422847692876e-09
Position 19760: 2.2153291806504453e-09
Position 20138: 1.1462203825029412e-09
Position 4515: 7.52483811449207e-11
Position 4293: 6.63481540517525e-11
Position 2369: 6.395070258863416e-11
Position 5449: 5.180641143672664e-12
Position 5392: 3.720399692105631e-12
Position 2645: 2.5654668019853087e-12
Position 2071: 5.453190073804994e-13
Position 2422: 2.9048002951557306e-13
Position 2792: 2.747468401929864e-13
Position 4348: 1.052297095685962e-13
Position 3655: 7.735071378969711e-14
Position 3029: 2.160397722611591e-14
Position 2952: 1.8945049672826716e-14
Position 4163: 1.68637317669596e-14
Position 3489: 1.551366599162516e-14
Position 2698: 1.1058677612362764e-14
Position 4046: 8.684103009826511e-15
Position 2593: 8.092663834290776e-15
Position 2540: 7.971281732239575e-15
Position 3668: 6.994089511389533e-15
Position 2564: 6.7010139811118265e-15
Position 2507: 6.165650780563586e-15
Position 745: 2.8455393523056864e-15
Position 756: 1.9494529955683337e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 19258: 0.9998045090826196
Position 36263: 0.9894676961184834
Position 27828: 0.9884095448545015
Position 39141: 0.7818536643524979
Position 32854: 0.5170847134204957
Position 6884: 0.4311304008730783
Position 29822: 0.37238245430501593
Position 50098: 0.34750960178624085
Position 28488: 0.3188555237122853
Position 34232: 0.299358369246344
Position 22175: 0.26584025104047304
Position 6963: 0.2526713338692632
Position 19470: 0.2404798709187943
Position 46958: 0.19299537804435515
Position 19500: 0.14911519895986464
Position 28276: 0.10036659517793133
Position 7112: 0.09561628103228005
Position 32817: 0.08363479042852444
Position 36514: 0.08250475549568005
Position 48549: 0.06547669597978832
Position 41283: 0.06391599067208491
Position 6905: 0.06207109929648517
Position 5857: 0.05873370023256248
Position 28491: 0.05259905667746676
Position 41557: 0.0442268463050573
Position 5917: 0.03539749329218625
Position 39034: 0.0318017271847213
Position 6583: 0.03161694918979772
Position 39319: 0.030223627279218946
Position 48333: 0.030137850305734785
Position 351: 0.0291234512885741
Position 46457: 0.02521145632900454
Position 29450: 0.022980557972786995
Position 19475: 0.021890375853911737
Position 48457: 0.020914392066126414
Position 6708: 0.0205868442667718
Position 6614: 0.020584753315235137
Position 6624: 0.019603175933245003
