Gene = UBIAD1
index = 1520
Annotated 5SS: [855]
Annotated 3SS: [12437]
SMsplice 5SS: [  116  2107 12527]
SMsplice 3SS: [ 2043 12437 14357]
top_k =  1000
Partition function (log Z): -9.872903991662902

Sorted 5' Splice Sites (High to Low Probability):
Position 2107: 0.7793834452842515
Position 12527: 0.66729475389139
Position 855: 0.4303283220534766
Position 116: 0.39781775709280126
Position 230: 0.2679801694422079
Position 8890: 0.1869758368904928
Position 618: 0.1421166242854769
Position 9182: 0.12177477242361139
Position 944: 0.11578232860837435
Position 280: 0.09959524920371417
Position 724: 0.08510064632925314
Position 578: 0.05694953204673782
Position 5533: 0.03396661469541248
Position 9101: 0.029539012487077965
Position 12639: 0.02674025591223188
Position 2574: 0.020589463351939955
Position 12451: 0.019638336876517715
Position 123: 0.01819601841115262
Position 10127: 0.01689169975324978
Position 341: 0.013184835684980668
Position 3083: 0.012990415437645756
Position 2543: 0.011055867648537783
Position 11494: 0.00883818296200771
Position 1046: 0.005168498487789244
Position 755: 0.004874465317508728
Position 157: 0.004655212759658794
Position 11536: 0.003551130152855687
Position 4716: 0.0034243026275715817
Position 3018: 0.002816511373718381
Position 986: 0.002562550557608074
Position 6145: 0.0023096592844147417
Position 7898: 0.0022944207800579737
Position 5802: 0.0018259669868128873
Position 2581: 0.0017521844785369355
Position 7515: 0.001485986864740397
Position 1031: 0.0013766365491456754
Position 1236: 0.001354560921904103
Position 5624: 0.0012949335838122636
Position 918: 0.0012649626503781106
Position 555: 0.0012060231675408682
Position 8005: 0.001130124740625966
Position 990: 0.0010591387399363403
Position 885: 0.0008843907181184382
Position 2479: 0.0008838790592729362
Position 1879: 0.0008564892943213161
Position 1875: 0.0008138457238767192
Position 460: 0.0006151033448042776
Position 1861: 0.00048696853623662347
Position 2731: 0.0004533149641069818
Position 995: 0.0003469006430238796
Position 3277: 0.00032581105832656245
Position 518: 0.00024801715593159853
Position 126: 0.00024323291287738178
Position 2244: 0.00020991125149644668
Position 70: 0.00020279361846336038
Position 2760: 0.00020033800932994943
Position 2116: 0.00018254699930371452
Position 2226: 0.0001802059818377979
Position 1682: 0.00017388925084917326
Position 4674: 0.00017093935356509818
Position 2745: 0.00016102062190499205
Position 274: 0.00012447073541388724
Position 2736: 0.0001224185050451915
Position 3119: 9.920676168083056e-05
Position 745: 9.408812369408122e-05
Position 759: 7.093368648042911e-05
Position 626: 5.828291827127225e-05
Position 582: 5.491321165513466e-05
Position 2889: 2.89343540696634e-05
Position 557: 2.3347145882402318e-05
Position 3050: 2.064665108367437e-05
Position 315: 1.9155796341262818e-05
Position 4718: 1.8713831195425712e-05
Position 4566: 1.821251523267541e-05
Position 4217: 1.7515431120203028e-05
Position 716: 1.7077830248666583e-05
Position 5369: 1.6670277804535413e-05
Position 2522: 1.2494798576484861e-05
Position 300: 1.2107171798644646e-05
Position 462: 1.0573576731102098e-05
Position 731: 1.0555457671616285e-05
Position 150: 9.869960341989177e-06
Position 475: 9.671878545281235e-06
Position 719: 9.395220908505609e-06
Position 2894: 9.379821264697463e-06
Position 672: 8.724269146299287e-06
Position 155: 8.40286170672184e-06
Position 367: 8.045832177197759e-06
Position 531: 4.8238839070010154e-06
Position 5488: 3.14739468048389e-06
Position 501: 2.111906643263024e-06
Position 473: 1.8325991905677093e-06
Position 5543: 1.6416033013577377e-06
