Gene = ATP6V0B
index = 113
Annotated 5SS: [ 460 1201 1526 1732 2012 2177 2569]
Annotated 3SS: [1151 1441 1653 1941 2124 2377 3332]
SMsplice 5SS: [1201 1526 1732 2012 2177]
SMsplice 3SS: [1441 1653 1941 2124 2294]
top_k =  1000
Partition function (log Z): 5.544359569547437

Sorted 5' Splice Sites (High to Low Probability):
Position 1732: 0.9947822207811019
Position 1526: 0.9941744902629397
Position 2177: 0.914442849011518
Position 2012: 0.7054608125483111
Position 940: 0.6093640206150172
Position 1201: 0.6059115176912006
Position 2569: 0.4394384598042101
Position 660: 0.40781412788469285
Position 460: 0.292632336422881
Position 1327: 0.06991407305253686
Position 650: 0.05038279655154247
Position 289: 0.03769245752331012
Position 956: 0.035373465268799704
Position 261: 0.028693464367427427
Position 511: 0.01634682705173617
Position 276: 0.012704595723265282
Position 3210: 0.010219666696359759
Position 2407: 0.007883421301629636
Position 2191: 0.006668130799792381
Position 284: 0.005380524145648985
Position 837: 0.005095982302362888
Position 919: 0.0049559186732419285
Position 456: 0.004399480659791772
Position 3035: 0.004024714641675391
Position 258: 0.0036297344373951855
Position 2305: 0.0024153461696628546
Position 1062: 0.002328040713212443
Position 85: 0.0020206952969545294
Position 893: 0.0019128169616471776
Position 1121: 0.0016982334387074583
Position 947: 0.0016369227474181504
Position 2932: 0.0013055591673732279
Position 1727: 0.0011911487169622783
Position 1353: 0.0009166265079921466
Position 329: 0.0008143088456802333
Position 2049: 0.0007492694303414404
Position 3231: 0.0005556675649671065
Position 345: 0.0004879969815545459
Position 1350: 0.0003932178269884903
Position 1786: 0.0003902313482012396
Position 1574: 0.00037678069177255385
Position 470: 0.0003465724062742059
Position 2802: 0.00033562807152958654
Position 1530: 0.0003242937583490933
Position 1541: 0.000297753614158439
Position 1368: 0.00027059135694960804
Position 161: 0.00023938498810503208
Position 1019: 0.00022191107134650516
Position 2181: 0.00021398311473748536
Position 195: 0.00018076686045777682
Position 2982: 0.00012253693333605394
Position 788: 0.00011863393919185904
Position 530: 0.00011125797450021077
Position 2027: 0.00011046707062771456
Position 423: 9.504791995348797e-05
Position 1512: 9.421401790015335e-05
Position 253: 9.323411650366075e-05
Position 1953: 7.733057797273537e-05
Position 248: 7.416501031531884e-05
Position 2986: 7.195076545643396e-05
Position 1744: 6.933135768017277e-05
Position 349: 6.738678069691401e-05
Position 2595: 6.493070587669694e-05
Position 1738: 5.872163036028292e-05
Position 1331: 5.431487727227547e-05
Position 1377: 4.7347272388221204e-05
Position 3010: 4.6560796864433164e-05
Position 2961: 4.632857866372157e-05
Position 1358: 4.1880834308115994e-05
Position 2030: 3.8945604356516384e-05
Position 2296: 2.990771496933831e-05
Position 1091: 2.8820097890431352e-05
Position 1267: 2.3086315103087827e-05
Position 959: 2.167390761294429e-05
Position 1341: 2.098546249663206e-05
Position 2548: 2.0665053873018408e-05
Position 1505: 2.038799204081843e-05
Position 2388: 2.019057526262867e-05
Position 2440: 1.6489844234998066e-05
Position 768: 1.3141683131884963e-05
Position 1538: 1.0990421251706963e-05
Position 1758: 1.0470329937894595e-05
Position 115: 9.40381025081923e-06
Position 1509: 7.256593879716579e-06
Position 1154: 5.069295789579539e-06
Position 121: 3.897479003771836e-06
Position 1826: 3.4005886995692547e-06
Position 1469: 3.3560357155924053e-06
Position 705: 3.1278448638325374e-06
Position 723: 2.2276927801561454e-06
Position 1472: 1.91637816699961e-06
Position 1883: 1.4881309525982412e-06
Position 3079: 1.4366596245086048e-06
Position 203: 1.1429947127937008e-06
Position 2053: 1.0877580511304649e-06
Position 832: 1.0768474404003623e-06
Position 1991: 1.0667844501900397e-06
Position 1736: 9.082932952338709e-07
Position 1838: 8.880176606032116e-07
Position 2051: 8.679081065862295e-07
Position 1442: 8.562706427534083e-07
Position 1773: 8.24308761115832e-07
Position 3008: 7.994206323563648e-07
Position 1577: 6.810575735840391e-07
Position 3031: 6.635432760263251e-07
Position 1790: 5.941469443296697e-07
Position 2434: 4.3516722589412723e-07
Position 1788: 3.874706281663815e-07
Position 2497: 3.7476892458589944e-07
Position 1807: 2.2681039241190772e-07
Position 1588: 2.2348483986614457e-07
Position 366: 2.0140182528563006e-07
Position 1694: 1.6686695472161363e-07
Position 2643: 1.273648255291095e-07
Position 384: 1.2545882964626327e-07
Position 734: 1.078918288480358e-07
Position 2449: 6.396360384166774e-08
Position 1686: 3.607919645336819e-08
Position 429: 2.950181972024024e-08
Position 2083: 1.7974717963037755e-08
Position 2096: 2.6672250916405985e-10
Position 803: 1.6764057367021474e-11
Position 1771: 2.4254005318480716e-12
Position 688: 5.106754236364202e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1441: 0.9230350552999241
Position 2124: 0.9111849128080339
Position 1653: 0.8078497360385775
Position 828: 0.6130503527855392
Position 1941: 0.5630417669406058
Position 2377: 0.2678214887806412
Position 3332: 0.19805055523165593
Position 1117: 0.19129737252569276
Position 2726: 0.1909014439191156
Position 2294: 0.19065695033490968
Position 1634: 0.18149344649400825
Position 3151: 0.13736725757469062
Position 2502: 0.12876057168882019
Position 2481: 0.12147024261757093
Position 1151: 0.11982171684651965
Position 1057: 0.086060493661913
Position 1874: 0.0749642591918951
Position 1407: 0.06956218455432343
Position 1844: 0.06450180437978112
Position 3196: 0.053211478861807
Position 803: 0.051739239991758834
Position 2132: 0.040724822444546796
Position 1016: 0.032682157315547036
Position 1038: 0.031013286301557714
Position 1248: 0.02929232776728583
Position 2873: 0.018973417877673492
Position 1090: 0.017319947400240024
Position 2456: 0.016999856426062512
Position 2922: 0.015975088214598962
Position 1594: 0.00862240167489833
Position 1073: 0.008148628584616582
Position 1114: 0.007976140165730474
Position 2245: 0.007743827405977924
Position 2410: 0.007655619613840087
Position 2671: 0.007465512712569337
Position 3419: 0.007401747088263522
Position 2891: 0.006506875943591988
Position 2348: 0.005844412012572731
Position 2615: 0.0051557457187722975
Position 3446: 0.004434703661847972
Position 2434: 0.004416887178915427
Position 574: 0.004090672478673729
Position 2070: 0.0036713457403725652
Position 3019: 0.0032780743819487428
Position 844: 0.0029377940293363785
Position 3503: 0.0029171497689184206
Position 3612: 0.002717833668998962
Position 1957: 0.0025054040298145923
Position 1081: 0.0023862262427192457
Position 2813: 0.0023380975380619916
Position 775: 0.002267642004681007
Position 1273: 0.002200916412667541
Position 352: 0.0018005336028172083
Position 3255: 0.0016952976632776762
Position 3438: 0.001687226834409651
Position 1818: 0.0016851746960617187
Position 2489: 0.0015918382182004394
Position 2568: 0.001534388751740233
Position 2637: 0.0015284939721421891
Position 2091: 0.0014513455450250352
Position 2140: 0.0014062484341320044
Position 3214: 0.001311470887972147
Position 2321: 0.0012074445045951038
Position 3566: 0.0011990320385782266
Position 2685: 0.0010951114274547296
Position 939: 0.0010564327993606145
Position 2528: 0.0007484597553972464
Position 1998: 0.0006581356288815517
Position 1409: 0.0006271848306912904
Position 2176: 0.0006023959609431269
Position 1615: 0.0004735745001742483
Position 3031: 0.0004540624950201205
Position 1878: 0.00043178759391508773
Position 3106: 0.00038278350880871357
Position 1234: 0.0003482253804953262
Position 1851: 0.00034087822701922555
Position 618: 0.0003133304899019859
Position 3461: 0.0002915514322722088
Position 1609: 0.00024990205033668836
Position 2989: 0.00023659828731921548
Position 1044: 0.00021480276983622222
Position 3340: 0.00020682363754424225
Position 965: 0.0002014156678351082
Position 2986: 0.00017935342953591437
Position 3512: 0.00017840933913112008
Position 3542: 0.00017394367137999237
Position 1344: 0.0001711755709921469
Position 489: 0.00016172963782042015
Position 2769: 0.00013111149151895534
