Gene = CCT3
index = 317
Annotated 5SS: [  312  2639  3598  3753  4919 13494 17627 19598 21051 21300 26425 27516
 27908]
Annotated 3SS: [ 2576  3546  3689  4821 13375 17439 19447 20917 21217 26243 27269 27775
 29161]
SMsplice 5SS: [  312  3598  3753  4919 13494 17627 19598 19906 21051 21300 26425 27516
 27908]
SMsplice 3SS: [ 3546  3689  4821 13375 17439 19447 19760 20917 21217 26243 27269 27775
 29161]
top_k =  1000
Partition function (log Z): 20.769646267821745

Sorted 5' Splice Sites (High to Low Probability):
Position 27908: 0.9946390759926292
Position 19598: 0.9814935455345614
Position 312: 0.9766550273261891
Position 17627: 0.9300699630418939
Position 3753: 0.9113564883168046
Position 4919: 0.8946324291762987
Position 26425: 0.8681810319568087
Position 3598: 0.8093822303120236
Position 21051: 0.8090356347461944
Position 27516: 0.8071167472899863
Position 13494: 0.7186780197032437
Position 19906: 0.7134335602750345
Position 21300: 0.5825494595193353
Position 21313: 0.41455576042884307
Position 2664: 0.34506998167464725
Position 1712: 0.29128066430531985
Position 29263: 0.2798960995876153
Position 789: 0.2633924702873535
Position 27113: 0.23597067693031443
Position 131: 0.23544322549072372
Position 26856: 0.20306659048260522
Position 25932: 0.18423041802237178
Position 2639: 0.14903365782769692
Position 21087: 0.12687069183100574
Position 136: 0.1154351951666515
Position 18029: 0.10935018864152747
Position 73: 0.06927054261405001
Position 2691: 0.06822626081965096
Position 17564: 0.06401783770134839
Position 4721: 0.062298425156107666
Position 24503: 0.05030671735401814
Position 6008: 0.04528491493752313
Position 102: 0.041471455834327306
Position 22475: 0.03947809535068045
Position 2993: 0.02753020295891503
Position 21097: 0.027361362184456513
Position 2736: 0.022997742454358323
Position 20994: 0.01830288610505064
Position 22179: 0.015518081180035873
Position 3396: 0.015158928366395092
Position 6340: 0.01499863681847432
Position 173: 0.014741961435612938
Position 7043: 0.014499497304360166
Position 1387: 0.013519484112881588
Position 1794: 0.011699284640555715
Position 18321: 0.01079811828843116
Position 13516: 0.009878362534488039
Position 820: 0.009791597276551505
Position 717: 0.009369882910217897
Position 28304: 0.009286921867667414
Position 29371: 0.008575995309442268
Position 18917: 0.00793751573429668
Position 3163: 0.007850822526583603
Position 9909: 0.007761057020166565
Position 12433: 0.007115526026871351
Position 19671: 0.006531428442880267
Position 158: 0.006392189251631161
Position 165: 0.006132858534592987
Position 22921: 0.005045358686975395
Position 828: 0.004511688125645528
Position 4725: 0.003996985281986857
Position 21476: 0.003540600033070767
Position 25584: 0.003429457332577456
Position 18349: 0.003265667276539708
Position 1880: 0.0029982240076131044
Position 13606: 0.00289313633258097
Position 19603: 0.0027745726469241942
Position 17583: 0.002726766444622253
Position 28277: 0.0026645814972098983
Position 171: 0.00247860845448561
Position 2709: 0.0024393521710107256
Position 27303: 0.002340529279717411
Position 797: 0.0023296170414998244
Position 28687: 0.0022608457960807764
Position 4084: 0.0021293118398033745
Position 3094: 0.001992852169848552
Position 20835: 0.0019511846158952355
Position 20207: 0.0019287213954542661
Position 2791: 0.0018277515600905669
Position 37: 0.0017403413860395962
Position 12032: 0.0017012553968578043
Position 1825: 0.001552691722766023
Position 27450: 0.0013816597710315812
Position 9351: 0.0013502429815582073
Position 2821: 0.0012100519533066428
Position 21101: 0.0011933963653462947
Position 27406: 0.0011920987766527705
Position 20002: 0.0011404229929695045
Position 20128: 0.0011367340604834966
Position 1904: 0.0010968613197835605
Position 4562: 0.0009657891321854982
Position 19026: 0.0009253767996996894
Position 20589: 0.000882861457372673
Position 1634: 0.0008793824319188124
Position 1279: 0.0008782240304146003
Position 27346: 0.0008246519222823721
Position 21026: 0.0007666460015888498
Position 28751: 0.0006495139877120033
Position 27819: 0.0006447313191630194
Position 4490: 0.0005590072186624457
Position 4519: 0.0005473990417783814
Position 2259: 0.0005094792705926891
Position 1323: 0.000499962201685283
Position 1947: 0.0004646593497061735
Position 19521: 0.00044704348827961866
Position 28553: 0.0003945390260525503
Position 773: 0.00037142362135138957
Position 3937: 0.00036546907339684567
Position 316: 0.0003607503470301199
Position 680: 0.00030267477637739874
Position 4702: 0.0002995551695338216
Position 20550: 0.000294233343214952
Position 902: 0.0002805552738239172
Position 537: 0.00027375455380531993
Position 20553: 0.00025600331114220817
Position 21136: 0.0002445764897402189
Position 1650: 0.0002401303433063794
Position 57: 0.00023631621700519008
Position 1702: 0.00023230792370202135
Position 4906: 0.00022821899287938093
Position 26442: 0.00022252065324805553
Position 28809: 0.0002192570697151071
Position 1605: 0.00021499494937152425
Position 21304: 0.00021233100980651607
Position 1591: 0.00020703942754173992
Position 2759: 0.00020156897902002396
Position 27828: 0.0002015085874765248
Position 21023: 0.00019715369550238394
Position 19844: 0.0001818540563214647
Position 28804: 0.00017383715326617626
Position 675: 0.00016957987105030084
Position 256: 0.00016713205083765232
Position 2698: 0.0001634478867152675
Position 5087: 0.0001588383310732678
Position 2655: 0.00015825881826981786
Position 20977: 0.0001458441745017245
Position 19785: 0.00013866200849668066
Position 22081: 0.00013056683859898746
Position 19929: 0.00012581788179210756
Position 20681: 0.00012020093044247726
Position 28505: 9.915975310105975e-05
Position 22184: 9.845966636152427e-05
Position 19912: 8.429092020254906e-05
Position 5140: 8.169824006103603e-05
Position 29267: 7.945501784388646e-05
Position 22074: 7.686022637738981e-05
Position 15: 7.188216349507661e-05
Position 21408: 7.114896001744174e-05
Position 28689: 6.989599604058304e-05
Position 21548: 6.8894997845918e-05
Position 27336: 6.741378071056622e-05
Position 815: 5.908188426177672e-05
Position 19625: 5.759916792025264e-05
Position 4885: 5.667059406220505e-05
Position 5432: 5.2525752612623755e-05
Position 21336: 4.9648445988529835e-05
Position 231: 4.778325230996673e-05
Position 6336: 4.587156544137877e-05
Position 6694: 4.23737441146181e-05
Position 21150: 3.701357368939611e-05
Position 5250: 3.481197394213847e-05
Position 478: 3.476105110982442e-05
Position 1662: 3.234566050529002e-05
Position 19790: 3.0272473384336512e-05
Position 20154: 2.991092937506778e-05
Position 1749: 2.5281306836331083e-05
Position 21778: 2.4923301306856928e-05
Position 6205: 2.312633425855412e-05
Position 17936: 2.240624711005893e-05
Position 27798: 2.2170088980590555e-05
Position 17518: 1.980358034201285e-05
Position 26: 1.8530377777688337e-05
Position 29306: 1.8335962184477374e-05
Position 6650: 1.829474440730592e-05
Position 2842: 1.7544045084857885e-05
Position 793: 1.6415894249603252e-05
Position 932: 1.5934380273747103e-05
Position 1340: 1.549957264316894e-05
Position 2190: 1.3924051815922258e-05
Position 5840: 1.3414141328281339e-05
Position 2067: 1.2908204438322009e-05
Position 112: 1.2506745969529671e-05
Position 28795: 1.2461604785422061e-05
Position 22148: 1.0984560493369304e-05
Position 4937: 9.275532845578763e-06
Position 1595: 8.156027350296826e-06
Position 17963: 7.090924593521846e-06
Position 17514: 6.3955477479397675e-06
Position 22514: 6.321044427656324e-06
Position 17521: 5.618278768751902e-06
Position 29355: 4.546787962586503e-06
Position 27927: 4.024615241127568e-06
Position 5511: 3.997366137156187e-06
Position 2609: 3.157538960655444e-06
Position 539: 2.955921267226905e-06
Position 3798: 2.8763073871754676e-06
Position 28511: 2.610688876564272e-06
Position 21508: 2.5742159877520563e-06
Position 3941: 1.9791796439272677e-06
Position 28049: 1.9372839407410893e-06
Position 240: 1.928374972322746e-06
Position 2872: 1.6101666361100706e-06
Position 299: 1.5740074928481192e-06
Position 22379: 1.4842164706694543e-06
Position 34: 1.3639125453331923e-06
Position 48: 1.085716277659525e-06
Position 22525: 9.295430999430966e-07
Position 448: 8.7024022777906e-07
Position 94: 6.688232273883631e-07
Position 106: 4.366849964769639e-07
Position 376: 3.017813608788714e-07
Position 4958: 2.7385625834669156e-07
Position 450: 2.7087376246733606e-07
Position 213: 1.926152429174966e-07
Position 360: 1.5356748712007823e-07
Position 636: 1.0189866870490704e-07
Position 294: 7.685789551651813e-08
Position 305: 5.898949943394566e-08
Position 26830: 4.7339660356788386e-08
Position 577: 3.020078495861425e-08
Position 5063: 2.5082144576862993e-08
Position 208: 2.3873410202701244e-08
Position 374: 2.208850079998288e-08
Position 65: 8.716917227349532e-09
Position 711: 4.164362271810463e-09
Position 755: 2.827845306919306e-09
Position 275: 2.4216458159207536e-09
Position 765: 9.777041075227621e-10
Position 390: 4.2130483890640843e-10
Position 748: 2.310182972247759e-10
Position 628: 6.379216934109902e-12
Position 21986: 3.1619104358557956e-12
Position 21268: 5.045990326682526e-13
Position 428: 7.671500608243843e-14
Position 193: 6.79148359173234e-14
Position 545: 2.6020299641974622e-14
Position 572: 2.1470646160530127e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 29161: 0.9840925239822753
Position 27775: 0.9814282897524961
Position 17439: 0.9768206278502005
Position 21217: 0.9587402772167559
Position 19447: 0.9009495932582553
Position 20917: 0.8774159522428769
Position 26243: 0.8507496798378326
Position 4821: 0.8313230644406603
Position 3546: 0.8300387087475319
Position 3689: 0.8098149186100985
Position 19760: 0.712820159758778
Position 13375: 0.598907990129104
Position 2576: 0.5967642904484577
Position 227: 0.40388300100615127
Position 27269: 0.3789500347780847
Position 27332: 0.23226812214065573
Position 26710: 0.22558764094680475
Position 1594: 0.22329628703225873
Position 675: 0.16757937935208012
Position 27384: 0.15177874044044012
Position 27062: 0.13608753024468143
Position 13378: 0.10718403973782212
Position 25810: 0.10174098562125555
Position 20965: 0.10049759270137876
Position 29452: 0.09441104117138473
Position 17739: 0.0938932458091036
Position 29405: 0.08937382751718438
Position 3655: 0.07628183437360019
Position 1618: 0.07065802019535719
Position 29327: 0.06399204004142198
Position 19490: 0.06359590202953946
Position 27006: 0.06257292581882651
Position 25834: 0.06209863985361101
Position 620: 0.05243145867436528
Position 230: 0.04886168422191712
Position 24386: 0.04293452735201505
Position 22372: 0.039486941780380966
Position 585: 0.03554208601629873
Position 4696: 0.03504399835371162
Position 249: 0.03492862886389166
Position 21131: 0.03262675255581485
Position 5873: 0.0313600557287357
Position 2962: 0.02804486080911145
Position 27473: 0.026310406780190983
Position 29464: 0.025356959444298
Position 4599: 0.02477403600180657
Position 4641: 0.02097887986009753
Position 25814: 0.020390792547505275
Position 13336: 0.020384733777039393
Position 17490: 0.02002575674452537
Position 4805: 0.018479387585997615
Position 27644: 0.013764001772242988
Position 29360: 0.013323400481077973
Position 27440: 0.01298778220039155
Position 26645: 0.01243372770443179
Position 26263: 0.012184890477983837
Position 19427: 0.011934436404771218
Position 22108: 0.011249418230337734
Position 5838: 0.010820862689231481
Position 4791: 0.010653959636992859
Position 19469: 0.010354542109470627
Position 6789: 0.009969392761898302
Position 1224: 0.009633969253998271
Position 18058: 0.008224511665360455
Position 6187: 0.007748765886286683
Position 17886: 0.007145399429305442
Position 12324: 0.007115526026871351
Position 17735: 0.007096224034718606
Position 4473: 0.006638370436488619
Position 1429: 0.006307423756475017
Position 679: 0.005971350105268072
Position 6042: 0.005898514137950379
Position 29201: 0.005815633491488955
Position 3041: 0.005810418050472776
Position 26165: 0.0054689822942412016
Position 4715: 0.005397833963897615
Position 9749: 0.0052397092747383505
Position 374: 0.005211825053335119
Position 13416: 0.004972754926347373
Position 18786: 0.0049113763052183075
Position 28165: 0.0047470964205367635
Position 21177: 0.004550807966088202
Position 26943: 0.004431474799598639
Position 24405: 0.00439704176350619
Position 3269: 0.004364551383066896
Position 27192: 0.004170131307613428
Position 18760: 0.0036639557229058172
Position 2885: 0.0036444881237992126
Position 28190: 0.0034518537098223133
Position 1486: 0.0032779040886493733
Position 22827: 0.0030586554320319653
Position 4228: 0.0030522497333996964
Position 21984: 0.003050908983509907
Position 27978: 0.003002583480417965
Position 24382: 0.0029751482384969465
Position 28434: 0.0029095464992372772
Position 4828: 0.0028535595573294923
Position 28592: 0.002819949389387477
Position 6809: 0.002776232189542657
Position 19432: 0.00275853940809034
Position 3626: 0.0027563633296858905
Position 21223: 0.0026758008149426944
Position 5693: 0.002559597969838648
Position 9639: 0.002521347745428216
Position 19980: 0.0022498458957399964
Position 20865: 0.0022371624882738844
Position 20896: 0.0022151437019034357
Position 1529: 0.0022067962198824725
Position 1134: 0.0021956185921425185
Position 27112: 0.0021289494371539703
Position 17759: 0.002117361435731636
Position 711: 0.002109892855700371
Position 29410: 0.0020504173043947617
Position 20487: 0.0019972045924519168
Position 22595: 0.0019874618499151277
Position 25459: 0.0019693219289785954
Position 714: 0.0019367155863603644
Position 3556: 0.0018309904255662261
Position 1569: 0.0018147112931524232
Position 11818: 0.001701255396857806
Position 18227: 0.001645486087958529
Position 18224: 0.0015982792200635364
Position 443: 0.0015446505637694754
Position 25456: 0.00146013540359886
Position 1604: 0.0013842109538953096
Position 9270: 0.0013502429815582073
Position 28136: 0.0013486915790095646
Position 27091: 0.0013432870353587518
Position 20971: 0.001295943732513966
Position 2773: 0.0012719049353547925
Position 29489: 0.0012351861348570917
Position 21182: 0.0011573167906847163
Position 3178: 0.0011403378595775265
Position 22007: 0.001134242199760236
Position 6204: 0.0011301881308760071
Position 639: 0.001129656515682231
Position 6946: 0.001112858159833622
Position 28139: 0.0011078174829653887
Position 4445: 0.0010407567666176855
Position 3908: 0.001008220611935769
Position 29363: 0.00099403730038337
Position 19540: 0.0009891026007717444
Position 1824: 0.0008737449231916685
Position 2505: 0.0008579064502206764
Position 19719: 0.0008381261360544057
Position 28218: 0.0007930606031745885
Position 18082: 0.0007566940362914548
Position 4253: 0.0006808624603899364
Position 3845: 0.0006623155768801334
Position 2581: 0.0006554466072815595
Position 1250: 0.0006484961254268723
Position 4777: 0.0006403735704444156
Position 6949: 0.0006400139108262697
Position 555: 0.0006244209095700375
Position 27613: 0.0006199784502719834
Position 28454: 0.0006106442191873946
Position 4532: 0.0006096263406279416
Position 3016: 0.0006021463815501165
Position 19504: 0.0005479285648248219
Position 5719: 0.0005451662727950865
Position 20420: 0.0005447069095439614
Position 21394: 0.0005277736627781142
Position 4420: 0.0005228628494317001
Position 19811: 0.0005129582664734407
Position 19702: 0.0004851561315062793
Position 1306: 0.00047765447143290936
Position 2725: 0.00045135303204409095
Position 17836: 0.000404456226997079
Position 28595: 0.00040284230304564933
Position 4391: 0.0003878511275828637
Position 19894: 0.00037053192179250285
Position 385: 0.00035910893842268344
Position 17910: 0.0003586421792008043
Position 27290: 0.00035399668715957325
Position 21383: 0.0003482414836671791
Position 1226: 0.00033855303566264586
Position 29168: 0.00030907672665662943
Position 21445: 0.0002997705125239619
Position 19732: 0.00029951341200941736
Position 768: 0.0002900737324205836
Position 18917: 0.00028756050587224174
Position 2795: 0.00028522466466731456
Position 6125: 0.0002843290852423933
Position 20502: 0.0002793986997065011
Position 448: 0.0002786870560557591
Position 3154: 0.00027761104951139063
Position 4665: 0.0002704831293906478
Position 4865: 0.0002602319023844975
Position 2122: 0.0002566192476193734
Position 27159: 0.00025572019904512557
Position 1814: 0.00022070410370254677
Position 21448: 0.00021302138274590965
Position 28730: 0.0002097868333231672
Position 26761: 0.00020639101183539827
Position 20665: 0.0002007487641616232
Position 28672: 0.00019406678305030324
Position 866: 0.00018079357667353377
Position 20929: 0.00017837725598382473
Position 20104: 0.00017773642396142427
Position 3963: 0.00017442179365376203
Position 929: 0.00016709119621554247
Position 1084: 0.00016668083378695354
Position 28340: 0.00015585527703138304
Position 29329: 0.00015580792865940883
Position 26682: 0.00015357730128864617
Position 2060: 0.00015356003185203987
Position 29370: 0.00015049018508471936
Position 22122: 0.00014818727002488153
Position 29421: 0.00014640334133233664
Position 28389: 0.00014405787829672567
Position 17888: 0.0001424324401318984
Position 20780: 0.0001416286808120368
Position 2825: 0.00013634017856421977
Position 22078: 0.000134000535423589
Position 981: 0.00013263032306653808
Position 20153: 0.0001319228506051933
Position 27847: 0.00013183749328623658
Position 28490: 0.00013041411976414435
Position 1848: 0.0001298139462512643
Position 20668: 0.00012816798420534593
Position 1631: 0.00012461003498741947
Position 19765: 0.00010962605849844526
Position 20710: 0.00010809862627875787
Position 20342: 0.00010727336274848196
Position 995: 0.000103339293462492
Position 19628: 0.00010330594045250031
Position 28055: 0.00010280795404285431
Position 5058: 9.95881021942107e-05
Position 4999: 9.632769946093323e-05
Position 1060: 9.608182393980179e-05
Position 20150: 8.803099514667486e-05
Position 5180: 8.551174682189003e-05
Position 2101: 8.186694926216905e-05
Position 3890: 7.595037712588448e-05
Position 29295: 7.21916648848831e-05
Position 20941: 7.112008138440507e-05
Position 29389: 6.946651728721945e-05
Position 3859: 6.610509457244748e-05
Position 21796: 6.591140419451003e-05
Position 755: 6.121585391637518e-05
Position 17953: 6.073881333881279e-05
Position 1028: 5.7572243151363244e-05
Position 1158: 5.448800523125252e-05
Position 28504: 5.3168448944457886e-05
Position 3970: 5.286161794121883e-05
Position 2540: 5.145184906674035e-05
Position 28116: 4.8412423653698314e-05
Position 20944: 4.719534093706071e-05
Position 19789: 4.70155416344738e-05
Position 21949: 4.6321784583774745e-05
Position 19737: 4.35178623975926e-05
Position 28992: 3.703620682097268e-05
Position 1278: 3.628041850712451e-05
Position 21074: 3.600737134484413e-05
Position 28232: 3.491016618110772e-05
Position 28773: 3.069924026627754e-05
Position 6435: 3.055956578477624e-05
Position 6460: 3.0108922737147786e-05
Position 19661: 2.9630385855309122e-05
Position 827: 2.8697030556535394e-05
Position 21635: 2.720386710953378e-05
Position 20881: 2.5863006880581963e-05
Position 522: 2.5525943163012775e-05
Position 19083: 2.224177699361716e-05
Position 748: 2.1961158585577313e-05
Position 19625: 1.9106883874322338e-05
Position 20121: 1.814472567450992e-05
Position 27984: 1.8106559273816805e-05
Position 2036: 1.766362515235951e-05
Position 20127: 1.6930018543826948e-05
Position 4981: 1.3753950438587838e-05
Position 2057: 1.3693468522669564e-05
Position 1993: 1.2908204438322029e-05
Position 5988: 1.2646418250511311e-05
Position 5085: 1.2394188025145487e-05
Position 21354: 1.0922442026761146e-05
Position 19803: 1.052531217448003e-05
Position 19832: 1.036485762700021e-05
Position 21407: 9.670100750742461e-06
Position 21428: 9.316591641942114e-06
Position 1692: 8.82373722389221e-06
Position 28956: 8.561183091806237e-06
Position 20975: 8.493773167368855e-06
Position 902: 8.421165654263203e-06
Position 765: 7.097231151331896e-06
Position 1320: 5.294041515762041e-06
Position 29382: 5.246011398369892e-06
Position 5176: 5.039140116263749e-06
Position 161: 4.799085574323861e-06
Position 191: 4.454316981252166e-06
Position 4984: 4.181030404089257e-06
Position 6160: 3.83637329289633e-06
Position 685: 3.6051926337966502e-06
Position 884: 3.2773012791967154e-06
Position 21365: 2.9555073230998854e-06
Position 22028: 2.4341939230524174e-06
Position 6101: 2.0011045258971866e-06
Position 1096: 1.3903962901083238e-06
Position 414: 1.2028814152391746e-06
Position 21772: 1.1352556537553917e-06
Position 6859: 1.0002822593202116e-06
Position 299: 6.661710372737738e-07
Position 5249: 6.206171585429202e-07
Position 21256: 5.639098094956232e-07
Position 21664: 5.228448362885415e-07
Position 21142: 3.9731922542646543e-07
Position 21189: 2.2525824756214068e-07
Position 22414: 1.9077826828369869e-07
Position 21155: 1.7858533354922985e-07
Position 3793: 1.7081455894945267e-07
Position 156: 1.6549372517400116e-07
Position 4076: 1.6502023887566236e-07
Position 3711: 1.6048167507708683e-07
Position 184: 1.321200169089223e-07
Position 5014: 1.1871394706328692e-07
Position 28141: 9.720078858127656e-08
Position 27552: 8.726674196066302e-08
Position 177: 6.151956298643886e-08
Position 872: 4.7561503220149815e-08
Position 1684: 4.1023654708734304e-08
Position 170: 3.10120868118901e-08
Position 1431: 3.0288668563165056e-08
Position 2441: 2.8248438346048266e-08
Position 21228: 1.7482261184726144e-08
Position 1707: 1.7104403354960967e-08
Position 21266: 1.4193504118385089e-08
Position 187: 7.193883886005879e-09
Position 126: 6.9434172540358576e-09
Position 1711: 4.077430559779186e-09
Position 5026: 2.992750329821562e-09
Position 21299: 1.969677899205628e-09
Position 21508: 1.1522864714780164e-09
Position 158: 1.1096261511189268e-09
Position 19997: 7.425615023672909e-10
Position 331: 4.088997005158924e-10
Position 793: 3.0998868284354016e-10
Position 312: 2.492665139541282e-10
Position 21401: 2.2189985190890916e-10
Position 788: 4.951682351140618e-12
Position 90: 4.454739191003892e-12
Position 316: 8.791935608424854e-13
