Gene = OSTN
index = 988
Annotated 5SS: [ 102 6429]
Annotated 3SS: [ 6213 37503]
SMsplice 5SS: [  102  6429 10429]
SMsplice 3SS: [ 6213 10219 37503]
top_k =  1000
Partition function (log Z): -15.331680070549117

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.9939427866971102
Position 10429: 0.8494656934887072
Position 6429: 0.7140408051640115
Position 10261: 0.393516666826965
Position 6419: 0.242872286642691
Position 5858: 0.05095284222131817
Position 3209: 0.050738117319978286
Position 9822: 0.04266455570234971
Position 8640: 0.0386093522806602
Position 3517: 0.03654150335093073
Position 8100: 0.03590020673118468
Position 10310: 0.02776253278910179
Position 10179: 0.027056536906689334
Position 19204: 0.026468892470297354
Position 6782: 0.025394645505629584
Position 7016: 0.02439517266816647
Position 6550: 0.023867664035887765
Position 7761: 0.023789654397992667
Position 13872: 0.019600356663624405
Position 16770: 0.01883216021550855
Position 10965: 0.018080735959906825
Position 6100: 0.017958374587322183
Position 5151: 0.01579753839112096
Position 21765: 0.01385491367289362
Position 4283: 0.012712541777013213
Position 8472: 0.012024322385161464
Position 9002: 0.011510491801637074
Position 23216: 0.01144154040451656
Position 676: 0.009356880902932154
Position 9534: 0.008350130305697444
Position 5876: 0.008054510154193213
Position 10314: 0.0075597820647507865
Position 6119: 0.006537985137551274
Position 8524: 0.005560579339054006
Position 8676: 0.004956388960108068
Position 5908: 0.0046259267219778645
Position 616: 0.0046013988808692495
Position 5583: 0.004317023221247682
Position 8721: 0.004241197083423983
Position 6032: 0.003909931490845042
Position 8750: 0.0039037012279570494
Position 10087: 0.0037475723655220833
Position 7417: 0.003370480677036341
Position 5370: 0.003251389231467441
Position 9053: 0.0032377929048674698
Position 3466: 0.002940358192775633
Position 1615: 0.0024550236071098994
Position 205: 0.002427722814103894
Position 8966: 0.0021338354668468404
Position 10071: 0.0020234257285643726
Position 1188: 0.0020107909617144196
Position 5255: 0.0017604314156950754
Position 13785: 0.0017568241429824936
Position 1552: 0.001648397442755415
Position 1500: 0.0014458728863480143
Position 1108: 0.0014368744777295227
Position 1734: 0.0013266931673042227
Position 1635: 0.0013225079483395975
Position 3664: 0.0012627422345687157
Position 433: 0.0011901677851772281
Position 2803: 0.001177412322935626
Position 687: 0.0010942738229540476
Position 2629: 0.0010841462790359365
Position 2680: 0.001049861431269193
Position 3032: 0.000983347612058142
Position 5477: 0.0008917392666168072
Position 3256: 0.0008620265687573626
Position 81: 0.0007911792786846047
Position 2603: 0.0007641081627183705
Position 2512: 0.0007455456328012662
Position 11273: 0.000718646359450538
Position 87: 0.0006820894347634363
Position 9090: 0.0006593557078386259
Position 3493: 0.0006370075980617559
Position 1630: 0.000555589061257202
Position 3406: 0.0005025027253173301
Position 754: 0.00048750314055018886
Position 12469: 0.0004675544532508985
Position 5659: 0.00043086969575899166
Position 8815: 0.0003944249890358887
Position 9987: 0.0003413300807637484
Position 5813: 0.0003057006640075169
Position 971: 0.00024148828187475036
Position 2597: 0.0002377147343729882
Position 465: 0.00023312508663591905
Position 3005: 0.00021142348868769743
Position 12437: 0.0002066331569595884
Position 878: 0.00020014119537461244
Position 3614: 0.00019311654290408116
Position 5533: 0.0001855166339471185
Position 19374: 0.00018373220384443974
Position 3551: 0.00015498059396916417
Position 1358: 0.0001517326207630034
Position 2857: 0.00013626989777767371
Position 2249: 0.00013462095949071088
Position 1283: 0.00012100255714873067
Position 3191: 0.00011835820170356594
Position 997: 0.00011807779294631993
Position 1524: 0.00011219801882884157
Position 162: 0.00011025066661505726
Position 653: 0.00010620069154723838
Position 976: 0.0001011218984575925
Position 5348: 8.55886211034972e-05
Position 1776: 7.850985153164922e-05
Position 11147: 7.699978148613618e-05
Position 8828: 6.856990571539746e-05
Position 72: 2.978742769389281e-05
Position 3419: 1.907383869270787e-05
Position 3363: 1.8745110099151026e-05
Position 6566: 1.2228612990991397e-05
Position 9944: 1.2199841980244574e-05
Position 6729: 9.361751711456791e-06
Position 2747: 3.7611115803435912e-06
Position 2763: 2.419043551020672e-06
Position 166: 2.1253173982819714e-06
Position 799: 1.8914638485919561e-06
Position 2215: 1.7775319358680284e-06
Position 1369: 1.7758329092372898e-06
Position 2989: 1.6251460882112983e-06
Position 1782: 1.5099968248837561e-06
Position 22: 8.742988838947909e-07
Position 137: 7.284626386863704e-07
Position 276: 3.206121001567939e-07
Position 6968: 1.8844134447988092e-07
Position 6927: 1.6693321577780806e-07
Position 709: 1.4684345541425885e-07
Position 1702: 1.1894260990101743e-07
Position 56: 3.6484098396856604e-08
Position 599: 2.3342217988701006e-08
Position 1090: 2.0757496444329533e-08
Position 42: 1.984466325705465e-08
Position 825: 1.4273557991877482e-08
Position 309: 2.6495607596595496e-09
Position 867: 1.887439410055498e-09
Position 519: 4.3586116954129606e-10
Position 397: 3.6619676062620713e-10
Position 1287: 2.489858521028055e-10
Position 485: 2.3004909259389654e-10
Position 1032: 2.1668146811787134e-10
Position 1076: 1.9759337260778082e-10
Position 1278: 9.341709108637228e-11
Position 1281: 7.409110702613229e-11
Position 315: 7.062850740561192e-11
Position 1009: 6.073406591357387e-11
Position 530: 4.9996298555094566e-11
Position 553: 3.5152696004851926e-11
Position 1135: 2.9642254819008084e-11
Position 389: 2.5581116651771527e-11
Position 510: 2.096258639522568e-11
Position 364: 1.2596454748827886e-11
Position 1482: 1.2413374922525051e-11
Position 374: 1.0744939651622174e-11
Position 394: 1.0296286251158863e-11
Position 767: 7.511716198006379e-12
Position 1059: 7.2482645962309256e-12
Position 1385: 3.87414120680612e-12
Position 757: 1.0597860357287712e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6213: 0.9036949008327315
Position 10219: 0.46126172740359805
Position 10348: 0.459984759413173
Position 23098: 0.23344983506774997
Position 10070: 0.21441457523007437
Position 10012: 0.17815174998018438
Position 21641: 0.16028843022043776
Position 20928: 0.09778022715575117
Position 5754: 0.08963704370264651
Position 25567: 0.08387234959306424
Position 22796: 0.06021222930804249
Position 13894: 0.04821702293684153
