Gene = PIGZ
index = 1029
Annotated 5SS: [  147 17013]
Annotated 3SS: [16801 20147]
SMsplice 5SS: [  147 17013]
SMsplice 3SS: [16801 20147]
top_k =  1000
Partition function (log Z): -9.960545036236738

Sorted 5' Splice Sites (High to Low Probability):
Position 2056: 0.9310476901427439
Position 147: 0.9126662318533555
Position 978: 0.47537964820717316
Position 1457: 0.449271913712349
Position 960: 0.35475011010368573
Position 1177: 0.32730136192989545
Position 17013: 0.2984992175990591
Position 415: 0.2500447849059065
Position 749: 0.14261648848237313
Position 718: 0.11290326096273672
Position 1135: 0.08893754527636326
Position 450: 0.04816493979877932
Position 155: 0.047725372712683706
Position 3167: 0.042499717858226156
Position 186: 0.031671706243195326
Position 411: 0.028423941697975897
Position 2666: 0.026535459861898425
Position 6900: 0.010961300912058259
Position 3581: 0.010220136620168739
Position 385: 0.0067703342342293315
Position 3617: 0.006657284617390941
Position 438: 0.006625815380546576
Position 5137: 0.006026105352520477
Position 2412: 0.005142471026523756
Position 1235: 0.004717572328884833
Position 7025: 0.0037778173769132503
Position 1188: 0.0036172796944743094
Position 5171: 0.003512624757014212
Position 1171: 0.002837004886043054
Position 967: 0.0027765761927644184
Position 3946: 0.0021719062500906846
Position 9206: 0.0019596326172116145
Position 536: 0.0019359645739038707
Position 7750: 0.001717520390759997
Position 5915: 0.0012590638945925493
Position 2523: 0.001126396317887033
Position 2833: 0.0010624696950217326
Position 1624: 0.0008912951830750778
Position 3827: 0.0006583190379583998
Position 2433: 0.0005658648877078816
Position 1544: 0.0005536540270984029
Position 970: 0.0005397510252751476
Position 7808: 0.0004273032180049809
Position 6644: 0.0003168373061512404
Position 1771: 0.00021388729835864574
Position 331: 0.00020381828536774306
Position 2050: 0.00015555992855265335
Position 151: 0.00015533448019954338
Position 753: 0.0001367910104368358
Position 1312: 0.00012747074860707
Position 210: 0.0001247676127096348
Position 764: 0.0001237823987008224
Position 2863: 0.00012231016532066432
Position 2543: 0.00011396880363931929
Position 5317: 7.005801540802052e-05
Position 463: 6.544922755048058e-05
Position 803: 5.8373034803241776e-05
Position 1246: 5.66438663757211e-05
Position 756: 3.1656250289442326e-05
Position 772: 3.0183351201472847e-05
Position 5866: 2.7749511806524334e-05
Position 690: 2.7451667053493732e-05
Position 798: 1.1590997616047889e-05
Position 520: 9.193393903570011e-06
Position 3336: 6.825322840828158e-06
Position 784: 5.694000565571955e-06
Position 2994: 3.6948552728373864e-06
Position 931: 3.569435602739718e-06
Position 786: 3.3977494075076004e-06
Position 841: 2.2260448385008766e-06
Position 58: 6.456448843066334e-07
Position 848: 4.96754267315617e-07
Position 1024: 2.505575656334189e-07
Position 219: 6.962564413325092e-09
Position 491: 1.8156175010495475e-09
Position 317: 1.5613943203011206e-09
Position 489: 3.5229205892844046e-10
Position 526: 6.479825765401416e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.680325557678576
Position 20147: 0.6176872960336426
Position 1866: 0.38446979067709985
Position 1946: 0.3710978410760285
Position 1085: 0.3578378025900697
Position 16801: 0.3436678288389795
Position 310: 0.31884299427312013
Position 546: 0.23327939329997294
Position 1059: 0.1752993089478822
Position 1343: 0.16726183574559658
Position 1908: 0.15217792328839078
Position 6795: 0.08507805810508767
Position 1323: 0.07804272933361761
Position 924: 0.0676827648270384
Position 858: 0.05606543305896893
Position 1416: 0.05051768781631481
Position 2261: 0.045512429657728184
Position 8171: 0.039797683048806556
Position 3032: 0.0383810347511514
Position 1810: 0.0349640925736941
Position 1368: 0.02940006096957991
Position 10229: 0.02866712889178995
Position 4862: 0.01971319814802374
Position 3468: 0.017449429688523806
Position 852: 0.016373873326894828
Position 526: 0.015895472296973304
Position 14575: 0.013515731950459707
Position 14555: 0.013200929697148128
Position 2928: 0.011556990406838281
Position 368: 0.011456706299792046
Position 8982: 0.010662621942456872
Position 3826: 0.010614578329686753
Position 324: 0.009575580096791275
Position 2537: 0.009017350263435316
Position 1064: 0.008845218025717833
Position 1694: 0.008625710217620295
Position 12792: 0.007673473390722317
Position 1351: 0.007400832532004795
Position 6502: 0.0072143196307303025
Position 2511: 0.006678185002838333
Position 8850: 0.005815434688463905
Position 237: 0.004951354139616646
Position 7334: 0.0048180357428357
Position 8458: 0.004731037998210519
Position 5206: 0.00401721138908337
Position 784: 0.003964756207305834
Position 8904: 0.0036965574656760234
Position 7586: 0.0036772745748488776
Position 5122: 0.003398642939232583
Position 3756: 0.00326034618853279
Position 7658: 0.0032290529904234855
Position 3823: 0.0030800838336774664
Position 7688: 0.00304423919861765
Position 585: 0.0029891721516193096
Position 6754: 0.0027055613657480547
Position 5826: 0.002302997448722477
Position 552: 0.0022556371155950483
Position 1249: 0.002101188057262024
Position 9044: 0.002057659041539109
Position 1949: 0.0018361820806239207
Position 1374: 0.0017997127748454228
Position 8167: 0.001767629018358636
Position 2560: 0.0017208207710655782
Position 945: 0.0017007347560813355
Position 1538: 0.0015250126423715991
Position 482: 0.0013947201462940408
Position 1134: 0.001377622442050226
Position 3091: 0.0013306698589318352
Position 7282: 0.0013211705593121322
Position 8785: 0.0012924340015262076
Position 2657: 0.0011621188047280756
Position 8482: 0.0011559142528971959
Position 4992: 0.0011184658642238092
Position 7889: 0.000871007283143005
Position 687: 0.0006976013599045201
Position 7256: 0.0006967355659182938
Position 2858: 0.0006876735180388559
Position 1430: 0.0006226040572712868
Position 3070: 0.000560676839720209
Position 2899: 0.0005451213269919303
Position 3106: 0.0005385218374258779
Position 8629: 0.0004955941510866028
Position 1202: 0.00048591149949932184
Position 6342: 0.0004110570478575959
Position 2779: 0.00039345268538459334
Position 1439: 0.000302640288155347
Position 5250: 0.0002410356946616629
Position 2589: 0.00024060543238623526
Position 2237: 0.00023232586258119435
Position 1923: 0.00021203828384155484
Position 661: 0.00020959142397084183
Position 599: 0.0001870585463856618
Position 1162: 0.0001805347366556201
Position 798: 0.00015727039500771031
Position 498: 0.00014480445190668116
Position 2437: 0.00010945479027825465
Position 430: 0.00010372456842775522
Position 647: 0.00010347424290814601
Position 882: 0.00010144048966615337
Position 730: 9.79839712126744e-05
Position 1999: 8.878114359899678e-05
Position 1305: 8.531195433348501e-05
Position 1302: 8.251515220822464e-05
Position 346: 8.214935089229501e-05
Position 1095: 7.952480865090086e-05
Position 4518: 7.670388806560955e-05
Position 399: 7.560247071037221e-05
Position 1427: 6.801720992075463e-05
Position 2146: 6.596757942002615e-05
Position 2135: 6.12578730146918e-05
Position 449: 5.5123363253265765e-05
Position 1246: 5.366964539232308e-05
Position 3397: 5.363891120229788e-05
