Gene = ANLN
index = 86
Annotated 5SS: [  239  6614  9588 16761 18151 20899 21361 26079 27385 29674 30509 30939
 32187 33004 34138 34788 34937 35935 36231 37223 49485 54057 60032]
Annotated 3SS: [ 6459  9272 16374 17927 20707 21252 25951 27273 29437 30362 30790 32050
 32826 34010 34738 34879 35895 36208 37109 49397 53948 59858 62670]
SMsplice 5SS: [  239  6614  9588 16761 20899 21361 26079 29662 30509 30939 32187 33004
 34788 34937 37223 49485 54057 59507 60032]
SMsplice 3SS: [ 6459  9412 16675 20707 21252 25951 29437 30362 30805 32050 32826 34738
 34879 37109 49397 53948 59335 59858 62670]
top_k =  1000
Partition function (log Z): 18.24094508716758

Sorted 5' Splice Sites (High to Low Probability):
Position 30509: 0.9995856595974721
Position 32187: 0.9970875299963757
Position 20899: 0.9945902512431611
Position 49485: 0.9896131320346696
Position 59507: 0.9163243253358074
Position 9588: 0.8970338949345464
Position 21361: 0.893234068649914
Position 37223: 0.8911400566354014
Position 33004: 0.8821933304796571
Position 26079: 0.8228312539457231
Position 34937: 0.7862999390831595
Position 6614: 0.773124175348475
Position 29662: 0.7680090739594841
Position 239: 0.7533408923531015
Position 30939: 0.717488578183553
Position 60032: 0.6817908671053339
Position 34788: 0.5815878693102192
Position 16761: 0.44910789654081257
Position 34138: 0.4464474498849502
Position 39740: 0.37349271521588284
Position 21825: 0.36806274746585904
Position 5963: 0.2928032176589773
Position 35632: 0.283167948911642
Position 44581: 0.27961896092025784
Position 35935: 0.266835561298605
Position 243: 0.23705987364531025
Position 18151: 0.22776622168364277
Position 29674: 0.2138642795085672
Position 26103: 0.15771389043296657
Position 27369: 0.14450909205238885
Position 36269: 0.14416400639837976
Position 28455: 0.12727851586701786
Position 28477: 0.12016778706762529
Position 20144: 0.08306557127128689
Position 27385: 0.06103227921253343
Position 9606: 0.06071685449570411
Position 23082: 0.05829084452889554
Position 31109: 0.05172678947493676
Position 30849: 0.04897153379113457
Position 10146: 0.04749377807041061
Position 36231: 0.04698244368575312
Position 10697: 0.04566168298663355
Position 623: 0.04531925260146044
Position 9959: 0.04498560877826976
Position 1200: 0.04441123758047615
Position 18039: 0.04384516158740916
Position 6584: 0.043783009305389586
Position 28489: 0.04282977641898739
Position 22156: 0.03847583302174934
Position 3666: 0.03609299595744823
Position 35105: 0.031697935877396353
Position 23222: 0.029902810437743472
Position 37041: 0.029716356282274505
Position 29942: 0.029300862124430182
Position 10430: 0.025387417641781537
Position 5984: 0.02498781121428926
Position 1219: 0.019893584905993238
Position 28484: 0.019085567864181897
Position 37365: 0.018215756038412724
Position 34978: 0.01794336232229441
Position 34104: 0.016797801177685777
Position 31972: 0.016765390647015387
Position 35083: 0.01626842705372472
Position 29988: 0.015504083462791812
Position 8676: 0.01422678957911279
Position 26928: 0.013715443642850957
Position 9644: 0.013368802360708127
Position 1751: 0.012397811707335993
Position 26528: 0.012278428641356023
Position 11299: 0.012005862590727594
Position 2236: 0.011469840121084424
Position 33480: 0.01146241549043135
Position 4544: 0.011227014629323023
Position 26107: 0.01056317729202379
Position 6175: 0.010308201167241375
Position 34542: 0.010152038621257495
Position 9534: 0.009796736633456966
Position 406: 0.009327739915243985
Position 4040: 0.00927713800664229
Position 32376: 0.009013093548467946
Position 33565: 0.008598942729326037
Position 736: 0.008404917769560353
Position 26841: 0.0083276408796885
Position 37917: 0.007389469130988618
Position 21861: 0.007126113018860627
Position 32653: 0.006704783662142681
Position 3827: 0.006522424602038096
Position 612: 0.0064052207381504805
Position 20364: 0.006194584288412969
Position 34348: 0.0061613023329187815
Position 22975: 0.006002807286598407
Position 28434: 0.005927456157475818
Position 8466: 0.0056587706034032775
Position 30046: 0.005650398624362322
Position 655: 0.005643527451916396
Position 37193: 0.005639076492367226
Position 32466: 0.0055211933320662284
Position 34142: 0.005345946195950295
