Gene = TRIP13
index = 1485
Annotated 5SS: [  448  2310  4152  7907  8789 11578 14551 15432 15819 19354 21935 23331]
Annotated 3SS: [ 2143  4021  7850  8697 11504 14486 15344 15711 19199 21821 23260 24364]
SMsplice 5SS: [  448  1078  2310  4152  8789 11325 11578 14487 14958 15432 15819 19354]
SMsplice 3SS: [  923  2143  4021  8697 11119 11504 14366 14742 15344 15711 19199 21821]
top_k =  1000
Partition function (log Z): 17.688880920738477

Sorted 5' Splice Sites (High to Low Probability):
Position 8789: 0.9998212476950922
Position 15819: 0.998141198600455
Position 4152: 0.9943719995548734
Position 19354: 0.9652021321275567
Position 448: 0.9572965828056457
Position 15432: 0.910058475847245
Position 2310: 0.9032124793557107
Position 11325: 0.7818756233336084
Position 11578: 0.746162490452643
Position 24509: 0.694095796870814
Position 14487: 0.6632540806922673
Position 21935: 0.6238067677054157
Position 24325: 0.5760541217061171
Position 23331: 0.5668454392485668
Position 7907: 0.49874148626392606
Position 1078: 0.4982875079209698
Position 4351: 0.42824596781366353
Position 15644: 0.4012737161233542
Position 8172: 0.3503332714316266
Position 14958: 0.3241949301647546
Position 2578: 0.291295350941958
Position 19956: 0.2572267564288947
Position 16101: 0.24096193870498367
Position 14860: 0.19743129970505408
Position 22278: 0.19563316137498077
Position 10141: 0.19154573107785236
Position 14953: 0.1611564838637923
Position 14551: 0.14162679150387197
Position 3248: 0.10473546934451146
Position 7411: 0.10146177027568645
Position 21743: 0.0777268682821871
Position 23972: 0.0717639230503161
Position 11689: 0.05437181892817119
Position 968: 0.049546436747105314
Position 23775: 0.049422032323021656
Position 11588: 0.04830928391201885
Position 1073: 0.04314636090853123
Position 8609: 0.042666230925675265
Position 4355: 0.04197881118706692
Position 12781: 0.04058339493131505
Position 9655: 0.04040766711177529
Position 15065: 0.0361616124037976
Position 9766: 0.03426473287472768
Position 24280: 0.03290170089942052
Position 20836: 0.02731717777972672
Position 16909: 0.02657057138519004
Position 16688: 0.026569490702280343
Position 16875: 0.02429026656090757
Position 23630: 0.024244984718846455
Position 4527: 0.024176888176940078
Position 14883: 0.02214932613929261
Position 1844: 0.021463290619316712
Position 24224: 0.020854549997191867
Position 16349: 0.020388138884719003
Position 22056: 0.020360236960312673
Position 16974: 0.019455534268576907
Position 25135: 0.019195991868235646
Position 20005: 0.015858446920028756
Position 24204: 0.015090904200189869
Position 22816: 0.014949510688764123
Position 11006: 0.014817323934906087
Position 9968: 0.014594220073786052
Position 22364: 0.013979445896949019
Position 21341: 0.013835721090641353
Position 4507: 0.012863922059135651
Position 8206: 0.012859729514057375
Position 23924: 0.011492222593081159
Position 22760: 0.00978841976086806
Position 214: 0.009242025063418717
Position 4415: 0.009049365144003205
Position 2295: 0.008723179369695017
Position 428: 0.008403438488575799
Position 19962: 0.008253696462002122
Position 10171: 0.008087628812915722
Position 225: 0.007936047444065295
Position 22872: 0.007761793081418303
Position 14963: 0.007697207453801282
Position 23111: 0.007377375352682837
