Gene = PRRT4
index = 1082
Annotated 5SS: [ 125  380 2346 2537 3005]
Annotated 3SS: [ 262 1621 2431 2884 9006]
SMsplice 5SS: [ 125 1686 2346 2537 3005]
SMsplice 3SS: [ 1621  2202  2431  2884 10521]
top_k =  1000
Partition function (log Z): -1.619891094330724

Sorted 5' Splice Sites (High to Low Probability):
Position 3005: 0.9900103762107476
Position 2537: 0.9084192612181913
Position 2346: 0.6648815724493787
Position 1686: 0.6230131984318344
Position 125: 0.4839495653176702
Position 380: 0.3002022733154741
Position 10450: 0.27333493925691077
Position 1263: 0.14094713727354385
Position 10620: 0.12141569602214479
Position 3521: 0.08728005238882405
Position 1821: 0.06904811434638576
Position 272: 0.061399083017509994
Position 8854: 0.057498223957321744
Position 734: 0.05632361685948999
Position 1785: 0.05456298011849958
Position 401: 0.05251301814816276
Position 10834: 0.050894085846901714
Position 6035: 0.04697125844604566
Position 8874: 0.04076479366716548
Position 388: 0.04016875411656119
Position 7663: 0.03491888626790404
Position 4096: 0.034544132432862716
Position 4092: 0.03417722692980804
Position 1453: 0.032783583015407916
Position 9237: 0.03199256654212178
Position 7836: 0.028753947978220055
Position 1958: 0.02874169178788891
Position 407: 0.02679817401244281
Position 2253: 0.023974307021725767
Position 2489: 0.023715714950971734
Position 9230: 0.013613099425088593
Position 723: 0.011652042310791312
Position 972: 0.011078489593019476
Position 481: 0.009420556732821786
Position 2000: 0.009176365254946322
Position 6899: 0.008723865343078178
Position 8207: 0.008123696032753092
Position 1184: 0.007977996526508584
Position 459: 0.005166047906889332
Position 1150: 0.005138772465328282
Position 423: 0.004310974724349155
Position 6043: 0.004139608730445771
Position 5993: 0.004032998539718002
Position 413: 0.0036134305602032717
Position 5875: 0.003599281786348853
Position 228: 0.003201632505414315
Position 2397: 0.002615705824046478
Position 7659: 0.0024830103716008715
Position 3009: 0.0020524153278253785
Position 3869: 0.0019382885535980286
Position 8956: 0.0016211280797343245
Position 9864: 0.0015449653312055642
Position 1352: 0.0015096932543506262
Position 2711: 0.0014508540365685044
Position 8595: 0.0014385625371318108
Position 775: 0.0014046029480765455
Position 451: 0.0010524374854928192
Position 4833: 0.0009524369639542325
Position 6766: 0.0008929409782726624
Position 508: 0.0008684125685850834
Position 865: 0.0007726999979983736
Position 403: 0.0007459152478640233
Position 2046: 0.0006815237060584785
Position 94: 0.0006579858367269586
Position 2521: 0.000557700997034975
Position 87: 0.0004967127519246165
Position 2174: 0.00045158580547236107
Position 8869: 0.0004483395372930326
Position 1027: 0.00043652775175669897
Position 2350: 0.00042105711131225094
Position 2739: 0.00036861873801460817
Position 1142: 0.0003604535387174054
Position 6661: 0.00035620647714040273
Position 433: 0.00035117835738401545
Position 519: 0.0002683341848038832
Position 2777: 0.0002353267346266475
Position 9085: 0.00021186560814871728
Position 498: 0.00021109932108027025
Position 2528: 0.00019853125023115757
Position 2610: 0.00017569923642681245
Position 425: 0.00017220121459182519
Position 2737: 0.00014934797383449092
Position 496: 0.00014294076778415172
Position 1273: 0.000138112147048375
Position 512: 0.00013315832263818237
Position 1965: 0.00012860863416021758
Position 794: 0.00012288590539886874
Position 8279: 0.00010437900562438286
Position 405: 9.511555632384623e-05
Position 2722: 9.451380792623241e-05
Position 5754: 8.95186019110564e-05
Position 547: 8.766355196568681e-05
Position 1332: 7.797780370343088e-05
Position 695: 7.020726451871021e-05
Position 1200: 6.912938507416661e-05
Position 788: 6.25686073194921e-05
Position 5792: 5.856253983887892e-05
Position 2843: 5.380843518403276e-05
Position 411: 4.8783206933555866e-05
Position 555: 4.43437231487302e-05
Position 553: 4.427007547663295e-05
Position 6040: 4.102636064954141e-05
Position 6257: 3.861584473081116e-05
Position 738: 3.563739814393836e-05
Position 557: 3.558863404075483e-05
Position 551: 3.126310094514147e-05
Position 683: 2.9559223983382496e-05
Position 1190: 2.8761539754340064e-05
Position 691: 2.7014443511597066e-05
Position 5590: 2.670871381354394e-05
Position 3518: 2.64556557532823e-05
Position 549: 2.6152198221513374e-05
Position 545: 2.5843587227814985e-05
Position 2756: 2.4370366978241732e-05
Position 687: 2.423152798374793e-05
Position 5250: 2.0052199559974604e-05
Position 6165: 1.9202827778386486e-05
Position 6161: 1.8942675899023995e-05
Position 2685: 1.7884859351153283e-05
Position 3942: 4.686455640274705e-06
